27000 24035
20750 18969 29279
2714 860 12466
18321 5041 13123
2666 15241 48819
13293 13786 22895
16374 265 6601
5060 6590 52947
9815 15792 20642
6098 13378 15745
17790 5084 6964
16056 26055 45376
3208 4949 20581
13946 6372 11343
5110 24257 33400
5059 7588 34886
8716 8917 3429
2148 5515 44327
7505 14695 51803
11018 4028 20745
9882 11299 30185
19533 2927 32230
13304 24937 34306
537 16705 35150
2788 23051 7435
15016 14260 31972
12150 8860 27145
6674 23003 47739
829 7069 46643
12832 22244 52483
26066 18697 33455
15325 23480 32071
3216 17857 38132
26775 499 27511
21962 233 727
13211 18089 37958
15473 22395 18451
23737 16205 23911
19130 19359 33856
331 18321 35512
16801 12552 13354
15214 24190 51307
21665 4809 34332
17241 5351 20297
10614 20155 31873
14061 10655 35945
7269 25685 30742
24723 8835 39669
19319 6808 13530
9957 23201 1393
14710 19664 38833
22726 1030 27139
14136 10585 20346
25495 10637 12110
17720 7026 16553
11523 9788 20982
8638 17612 11395
18262 7911 50475
10816 19994 27556
12164 4059 37639
11544 3147 45156
13420 5909 27287
10138 23888 12064
5328 15707 23664
19404 12884 32505
65 19673 12441
21318 8653 11125
19529 5697 22447
9753 8945 39931
15511 22961 42571
18032 9749 31546
4097 3655 53422
17887 23731 24295
9869 10784 41228
15797 12732 4178
3428 17897 29375
24524 3215 27603
9994 13078 17777
12106 7445 43905
3924 22530 53189
21954 20226 27837
17245 17727 1765
5278 765 1106
4328 14059 14270
5503 5398 40862
14273 10707 25115
7508 22465 39716
13551 9428 51049
13620 6401 17748
16554 24660 17985
1233 1859 22981
10761 9488 21599
9556 13629 11977
12898 21633 8171
21952 25950 43050
19217 22918 48201
16696 9165 31367
25294 1183 43103
4324 20047 19232
6894 25563 19311
23777 3051 53058
4812 24654 15296
5444 21656 22229
2798 21283 36414
21646 6285 14060
10142 505 34945
14199 15173 3928
8888 19954 25266
456 17216 29805
15217 8632 11473
23582 11893 35657
19339 22437 30501
13695 10000 46005
2207 24870 7382
1951 20924 26849
6647 23241 37543
10458 18475 18014
125 15078 45316
25155 4619 5478
532 13605 44223
22116 26187 19689
16196 24693 41477
26706 25862 17955
7240 12503 40716
24063 3258 915
21826 11707 861
10555 9215 38047
16699 25066 6750
229 6016 29975
17168 22007 22678
12318 11242 31000
9409 2517 52638
26042 3639 26210
23323 11171 8553
21126 13860 7203
8355 7743 33734
10418 3009 18174
19206 2559 2433
12615 3788 44596
1504 6732 22264
16134 3473 52789
16605 12501 32989
10651 10983 41187
17284 8824 15921
8594 12418 43352
14487 26286 28435
10451 21436 49371
17294 22640 24081
4795 10776 14625
360 8336 18096
17591 10529 39070
7672 10932 23548
10781 16069 48167
23949 4863 3614
10882 13952 4110
12201 12947 25028
19764 16113 41799
6731 9273 22594
15370 20790 24924
7047 18304 5441
18316 24550 4897
20662 1764 2024
25410 17986 3506
20362 19200 14038
15282 25420 11350
8315 8795 16901
17716 26631 27454
21416 24221 51935
8434 4314 45132
19446 25582 16548
14562 25606 40088
12841 13467 45683
23020 5145 23778
4535 3128 33267
373 19125 1067
3547 10524 8759
23753 16955 48010
2620 23741 11083
23481 12525 25532
18028 6117 43068
12112 24760 53640
5108 8030 30585
11847 14533 25418
2519 20902 33287
