13500 12742
11876 2430 16941
4896 896 19652
740 160 13927
11508 3020 10915
5471 777 6460
6536 11349 22620
8771 1684 762
7756 8187 9388
220 9308 17592
3215 8365 23554
1775 1488 11756
7728 8127 5395
2533 4346 20919
586 3376 24807
12420 3528 18748
12817 11385 2917
7252 1972 232
1812 3422 1945
12710 12281 7008
8757 6241 20442
5415 1049 20344
5074 9770 5161
3527 6916 8165
5419 2372 4080
4886 3255 13877
11885 10702 11258
7465 6063 6573
4470 10681 22544
1452 884 10751
7307 959 21885
11814 282 19442
1804 6104 10814
1337 3317 13615
2206 5052 6446
4005 1328 11356
12137 9492 7357
12191 2426 4265
2608 122 2487
2719 2750 6618
3338 4384 5921
1475 10689 18612
8561 1406 24732
3486 8429 12349
4564 12455 24426
10738 9148 23336
9862 7667 4466
9531 4864 6185
10893 3788 852
1677 4676 7861
9309 9254 20815
9550 4817 23232
5107 1299 25673
8707 1914 14483
7643 10660 1572
4020 3289 25366
5380 1577 24060
10930 10050 18293
2908 697 14222
1662 3050 13313
10389 12356 3341
8012 8438 21208
9860 8362 21471
11981 2874 15916
11387 9769 2569
12785 9035 13362
10636 12838 17267
3976 6993 22212
3066 13278 9066
3868 9133 23225
11596 7763 18183
2028 11319 7537
2593 12828 22013
9421 972 9617
4887 275 4721
12044 7007 9671
12051 12946 20794
1864 11020 16289
2594 10283 9733
1476 6492 4083
10079 3111 14088
8836 4501 17577
10599 1867 20662
10215 1548 305
6185 721 21817
8822 6642 25843
1631 12692 18026
2379 4712 20394
5952 7078 11250
3239 6430 22818
9045 9269 10278
9102 11245 6509
2864 5528 11554
607 5035 20089
1805 6354 14174
5205 7741 7438
873 11054 14229
2596 5447 5219
11722 8729 19506
13072 12762 3480
13066 8134 25824
12356 5749 9741
8351 1438 13982
7696 2219 5348
9026 2079 11469
6636 12645 21792
8104 2384 549
9626 9144 21350
6723 4466 25179
3034 10855 16642
2136 2015 10289
11180 1682 7833
6845 463 23341
681 179 24010
12150 509 1911
11020 9109 14640
11976 12170 23998
4855 13099 19011
9278 583 20656
11986 4 18645
4445 8079 3365
10182 2827 21441
12316 11767 22849
6816 11385 18515
646 11537 16662
10597 683 4817
13367 7089 1507
11234 823 14601
241 12171 22232
1844 6735 4343
8729 3673 15606
10460 12954 849
4319 6452 5286
81 8183 24484
5699 11863 25805
1102 12482 15540
2628 8555 25152
8887 2898 12334
11346 632 6715
5432 6499 12783
1314 5130 6983
8659 664 25141
12073 7193 1408
10936 3718 9618
10254 7502 2513
9437 8030 7175
11263 13436 21602
2024 3673 998
10635 3330 26096
81 1367 25610
6833 1520 11035
11519 6271 24649
10922 13384 8329
428 6851 22191
2912 9323 2761
8167 6080 24025
10042 3118 21738
2454 849 11119
13283 7305 25534
4785 12853 11646
11626 3384 5803
10937 4821 26246
5883 2519 7863
13002 12502 14864
3947 8710 14966
5908 12538 22258
8531 3292 96
6301 2762 12126
3666 8941 8787
8795 3493 15952
2309 4223 21596
12710 2171 26526
13138 5 20180
12512 6488 15766
8266 2075 17218
3578 10432 16676
12951 1818 8566
6199 10746 25120
8164 8205 17465
13265 8451 3564
4986 1766 21312
10162 5152 12537
12676 6981 13049
2587 11437 1799
2409 2995 23014
12982 7371 22627
10950 6454 21565
4991 4825 4437
620 166 9715
3046 6417 5045
11276 10156 5879
8653 1968 760
4700 1133 16696
6296 3299 15894
6104 9586 14683
5137 7650 3955
3637 1068 794
9607 11101 10513
9951 7939 16459
2192 2528 9949
11540 5378 18206
3734 2448 16479
11223 11017 4454
8263 2438 11408
9557 7198 15784
4306 12607 23919
7912 7724 23216
2691 3883 25964
11749 8294 20900
7444 965 20134
8351 2757 5143
2698 9059 23046
4906 12846 9223
2766 8584 20307
9246 11641 4124
6619 146 7610
5787 2864 925
6588 9386 20269
1634 5395 5086
4943 12741 6863
8466 3567 3126
368 12746 12186
2350 11343 11995
8099 2655 2208
6536 8242 18054
7000 10669 25766
10844 11986 17766
6155 10594 16530
97 1630 25315
1983 4742 24261
13377 1593 14698
1114 4360 21206
2358 11792 26023
2359 7392 19528
7109 12219 7652
8668 2966 22170
9719 8494 11625
6634 6424 20351
3129 4964 6506
11808 650 4532
8845 4335 23704
11878 12499 26980
309 11041 2265
8205 1476 16668
8085 10749 18921
6756 5313 16416
622 1978 17345
2917 2282 5898
6829 10669 4534
3164 3182 15238
4632 2075 12391
6299 11285 24914
2647 2359 21736
9032 2704 25439
3393 9156 3475
5126 11549 11062
2742 3226 6542
199 5452 11636
10615 8845 20265
7797 13227 23063
1465 809 2053
1413 7503 6797
7397 7813 25406
11404 7945 3330
12218 9663 18705
8777 12099 13308
9130 9107 18583
11516 236 19830
8199 3654 16077
11413 12843 327
6080 7511 2873
6518 11090 16967
6934 11890 15525
8142 8546 19748
6580 7249 4806
132 10782 19595
758 7804 18222
12833 12038 13637
9938 9941 3374
4361 801 15596
11674 564 15655
6937 8542 1392
5345 2590 7312
1794 13121 4066
2587 4342 7817
3755 11892 14242
11722 6892 231
7119 8594 316
6831 13183 11555
7221 7796 25088
5322 2068 12119
10834 7181 1736
4807 31 10129
6590 4819 13328
11117 6257 8756
13241 1200 14423
7237 10626 5401
7023 6491 24926
1147 8965 23258
6674 1724 22441
6828 5007 3064
5385 10367 24141
11583 4767 3473
13317 9871 15228
10912 7628 17583
4575 6246 10774
2175 8240 17263
11744 2572 22137
6583 12337 675
11820 4747 18794
8251 8960 5810
6344 10991 13412
3308 9863 2842
8295 11070 6621
7368 7775 5835
9258 11734 23042
2347 6274 1976
5749 5345 16943
5359 7126 6687
9083 3736 1763
7039 4472 15988
9118 8756 20590
5978 5731 15739
10839 11086 3976
11557 8524 12793
13450 4166 8880
10892 7697 23631
11136 7607 11328
1110 5762 24041
12964 13447 18039
8865 12642 16963
12881 348 6740
9990 8322 8031
5066 10248 13602
5046 12002 21088
13028 1464 24714
4341 6572 2415
1721 2471 7374
3442 9725 23806
3157 11202 18593
11792 8516 14984
1325 11546 26896
5306 11060 13113
13345 4452 7000
3975 3022 3770
6082 4796 5574
10249 11275 23594
12598 6355 17220
4135 4681 10834
12660 11806 17051
3296 11420 3949
529 1738 20875
3966 8300 25164
9089 10131 17068
11688 12740 22136
3438 1745 17627
785 2197 21281
269 6707 24924
1222 11766 8275
9561 12503 17689
12054 3746 20556
6338 10055 2248
11229 3545 19670
13127 9340 13144
5960 972 2146
12780 6940 20782
3381 5803 316
7926 11984 24184
13209 10097 26698
9483 4658 4105
1421 7053 9275
12352 6140 13455
10636 10342 23656
8007 8028 25184
2706 9218 15743
11269 4701 23413
1303 3974 21425
4786 11382 2611
5216 8282 1441
11558 4567 23680
7004 11600 10770
1542 1498 23506
6377 10989 14210
7851 6894 21599
1438 10629 23410
5940 10470 14720
13059 4194 7976
10676 9413 23697
872 13111 21839
11427 12846 5250
7224 12275 9556
1405 5778 13317
2226 4430 13896
10528 6190 24006
11493 2627 19188
2942 739 1409
12523 12534 11199
3050 8906 15541
8588 7753 14128
2604 5298 20519
2984 10963 21992
8163 5153 7576
5645 3952 20085
10049 10776 8349
3284 12066 17387
7868 2744 5552
7023 12103 3405
4045 9512 16878
6712 9539 15674
4108 756 12554
13411 13233 2639
11635 2323 7156
3039 12377 8856
10193 8127 12309
5956 6977 4190
12167 2658 6118
1373 4025 10140
1526 4921 20076
152 514 11074
3639 2505 17667
3913 9881 3739
891 10137 22022
2184 5863 8257
2312 2018 16235
13255 12850 15896
3365 5201 25396
3575 460 5508
5966 2114 21901
11892 8433 4199
11397 11938 5597
12274 12103 20174
3590 6013 15838
12397 2897 12508
2806 3260 26448
13035 8214 20208
5850 10608 7779
12644 7897 26053
8016 3687 5945
3810 819 20373
1090 3934 8231
9590 13468 23862
8031 729 10595
3945 287 20449
11357 3913 10696
1156 1024 26614
2502 2492 163
12283 515 9568
6257 5740 9710
830 7090 20657
1967 2617 13917
13410 10704 18027
9109 12039 1323
2844 8626 23950
2457 2017 8644
11419 10422 11036
1498 4458 24925
2442 5529 22821
2709 1264 11115
12412 3795 13688
5474 7747 6601
7809 981 23294
8245 3918 23068
9963 6124 7723
2654 4062 4968
11563 7480 18213
10405 4527 25524
6320 12569 6232
7285 12162 2459
9139 10269 25793
2600 3685 10060
2403 9324 20717
9729 13208 4795
7025 914 6881
10458 12622 14619
8600 6797 3985
5756 1394 25204
5603 10919 13342
8318 3180 10027
5054 9218 12479
8460 2561 17956
11345 1381 16202
12588 11019 24331
5629 1385 8644
2875 11515 3972
10882 12368 10436
12605 4564 12172
12059 1026 11234
294 11042 5601
10500 11095 13128
4643 4602 923
11825 2443 16595
9111 10418 8903
8029 10319 354
434 8815 8183
564 4300 22292
4504 6775 4370
12631 10317 18809
9902 53 10748
10938 6978 11021
3390 1580 21744
1169 5058 16251
743 9269 3217
4105 1728 26455
2449 4678 4067
11732 13085 2514
860 4797 22399
2412 12209 14895
10344 7963 11579
7239 2079 2371
232 8536 4752
10815 10614 18709
5917 6393 2885
6296 1821 13916
7605 12219 7062
7653 11683 14421
1757 4708 815
1929 6907 20501
529 1985 17988
12902 7071 26726
6738 1121 18810
5777 587 26740
10415 9158 14352
5063 2103 9021
7245 6639 3510
1599 9940 23014
12075 8219 16664
2360 4405 13743
1537 12887 12632
11670 2252 20980
11924 2305 5920
3532 6103 3256
8569 5152 22220
6201 8926 4996
10169 12812 21033
12806 2835 8985
12391 10457 19720
3064 4196 7853
8629 9514 13909
2430 11925 15490
2036 12338 2189
7217 4537 13084
12182 9042 20547
7054 9224 15138
3667 11556 3661
399 2948 23932
7744 10436 6270
5497 6436 8150
4059 2172 22307
8608 3937 195
11113 8833 4103
8844 7642 1837
12134 10981 14369
7893 1868 11304
10709 8224 23545
9040 6898 15930
1718 1461 6668
9699 3611 22800
3550 689 4834
929 13196 25932
13365 10239 11737
10065 638 23086
7873 3731 3239
1614 1624 9423
8460 2190 16031
4805 2743 17957
3995 6151 3745
3948 13086 19024
13452 8816 18298
11614 3529 25761
11790 7345 17630
9880 9052 11932
5593 7274 11624
