25500 24992
5942 978 48089
3625 2125 28552
15351 20423 17636
12802 2630 24376
14883 16656 40224
18155 1888 6340
3448 19749 30549
694 12277 28629
20279 24425 40385
9193 13869 21588
25056 3106 46994
9319 17185 4301
14753 16980 48438
22007 16823 50290
12397 23988 17201
19630 24078 41201
6233 18430 29043
5983 16730 33341
16684 4201 24590
2083 1798 24635
19117 1868 30144
18243 25124 25700
6488 7655 44128
20038 14374 38691
2347 15300 29362
13228 16852 40119
5121 7723 804
13252 24137 7463
17651 12326 32120
1855 12695 18549
21167 6279 39557
15159 12824 41340
11525 20007 25459
11169 12392 18620
1059 12577 9728
20028 10071 40150
1125 17838 39245
18186 3949 10067
5977 10390 25622
13807 19034 28647
11530 5598 336
6797 10795 33236
13290 25110 41563
19627 9594 40985
19850 10921 11454
6109 11931 45009
23378 15843 52
5469 18618 39755
25123 5342 35290
11973 2128 21214
20920 1682 40363
4657 4511 26189
16233 12767 34809
19038 15303 26281
2545 2011 31531
8682 21158 44730
16151 14043 20365
5212 23788 8359
7522 4262 21179
2838 8148 28903
15405 7209 11772
4451 21408 3222
4086 15705 49453
13284 2334 27847
17223 12907 2996
13830 13876 36434
380 11102 16486
21044 5659 47062
24676 1967 49115
25037 7894 3359
11322 23213 13628
6599 13664 4028
5508 22896 1712
14090 9615 32893
18707 11022 39527
16131 19436 42824
2189 553 47034
8395 14160 49535
2491 5572 1126
12119 21401 43069
22753 18377 15711
5962 13103 43717
1042 12187 50828
23294 13964 11527
12350 22835 35077
6833 14999 8868
15818 15914 26985
9967 13916 4936
10977 2292 36069
18956 776 45315
8020 4325 31427
5868 4340 17669
217 8686 23046
22014 22280 18776
25085 20448 21448
13794 20148 17612
13895 19990 4260
17251 25385 4036
20174 4668 27891
3910 1228 39177
6965 12983 32888
4850 6168 41026
10091 9572 48367
19322 6779 7985
3541 17949 22364
16723 18121 7381
280 19815 10122
14296 12414 15616
12608 15759 45321
1675 1766 33804
9300 10424 6208
15937 6941 25332
13567 5294 29077
11169 19802 28107
19325 16536 37100
15816 7126 7238
5753 16132 39682
24937 22325 12198
3397 1305 34485
21053 6570 28872
3038 22864 5585
11175 18457 49949
18206 4213 49255
9926 3815 27274
20019 895 39352
2665 18096 45297
17953 2760 8010
5626 21083 12293
9650 886 23058
14634 25249 48996
21098 589 21237
10734 13814 50185
24735 14843 30269
13936 5699 2743
4444 16672 28392
21256 24817 11849
23233 13129 44700
11191 8584 13906
17791 6078 4787
23369 15437 23308
19792 17188 50181
12697 2840 23826
151 23679 3544
22280 3064 31858
5129 24811 35710
7330 14396 40756
10232 21059 24050
5869 4172 1846
22529 9276 36724
1334 24003 11703
7736 18437 23960
16370 7769 20720
19415 12641 50408
13028 1316 23157
4116 19346 35141
6339 20550 27162
18279 1985 36754
14940 10319 46520
1232 15809 34256
21149 16679 23805
2871 16918 24867
15139 4165 13440
10099 5463 27885
7713 18890 7316
23415 18126 46671
18962 11999 24113
8954 10550 24758
12390 6912 7797
1986 12030 29568
18490 11947 29811
895 16250 9332
2979 6009 10466
2644 16236 21759
21798 16730 17160
5345 20582 33491
6969 12026 30027
6672 3959 25202
18227 9806 36142
15107 8396 47818
11794 8583 22259
5973 11248 5539
12836 10938 37213
6014 5483 43255
21360 8000 28220
20368 7259 16471
19521 21142 2801
25065 1025 50475
19397 2871 35750
22924 10053 49664
23898 10556 11661
7381 18336 1263
19992 22976 47112
6557 295 27974
6688 23118 42629
16609 14452 28852
6712 10822 11704
18432 11122 50155
12188 20332 31344
15956 17116 9272
16183 23921 2963
20755 3981 5123
17685 13450 44349
10257 6536 6809
20732 18942 9617
9307 675 6641
3705 18232 21903
16762 14390 10272
10049 2673 27948
22926 12240 39872
7350 17193 35898
7132 21891 11340
8273 5289 33631
14755 17097 28776
2053 16429 3860
3219 859 44973
21950 600 4596
14744 24431 15694
20064 4807 48880
24023 4023 49888
10355 6791 29201
18009 21077 36030
11403 16609 5268
22963 1101 6710
6382 18190 44155
14045 22812 20415
2639 24318 35071
21319 20078 32457
21789 9855 24264
23491 3805 46199
14362 19425 41136
16283 2988 25666
13706 25409 45609
7782 21239 32708
15448 1788 46894
20498 15645 44862
951 23331 22479
5568 2397 1451
17676 12896 19452
12332 18166 24899
24189 13369 24139
6358 8504 41798
23159 11538 29760
11463 6542 27875
7805 16014 23935
12457 22674 14654
11976 12094 1063
23229 17777 24213
10561 7648 23982
13876 23250 39338
13681 18999 12613
7102 9744 14511
8699 8554 41242
12007 9126 17438
21226 1346 49295
4112 10243 9245
23741 14504 4836
18378 18757 21472
610 14334 36138
9446 18038 7317
13827 3348 34309
10200 20131 3527
19116 2373 20838
5408 18356 32685
4220 2173 32011
5594 25112 44574
16264 8516 47117
21967 22792 35765
12871 323 40666
21017 10731 45266
975 6360 33322
2813 19799 17995
1358 16836 33717
10555 8292 34452
8296 23000 33331
21137 1028 11077
3404 13157 36542
370 13681 10327
20349 18151 49192
9363 8906 49807
10072 16684 37556
3616 735 42626
79 5919 34816
9160 11431 14246
9003 5710 37194
6440 1789 21153
4132 20972 38626
2297 16207 4992
19447 3654 3068
22505 13800 18617
11398 21060 37554
12903 23336 36617
23057 23157 21643
190 12442 42483
18020 5652 19774
13859 23217 19782
17021 1565 45085
8465 9600 25992
14496 4419 27112
24442 4950 13313
21857 24162 43210
22631 20412 16071
4528 24921 17611
12907 17257 1848
22782 10316 34356
16192 19996 39544
24169 3272 39941
25118 9180 37504
14922 7966 24071
11971 231 26849
12563 7455 35574
9614 1175 4441
15911 8025 1649
14482 12199 48243
5433 23948 4077
21718 7297 32069
25477 5246 9289
2200 2828 14849
7448 8111 12868
21917 12107 13974
12155 22482 14995
1882 1000 17087
8022 20785 42805
11050 7366 22852
22330 23354 34240
11550 22633 11921
21486 918 12365
18056 24416 25935
19702 10115 27750
23338 4739 15413
5897 21460 39716
21953 6311 9427
2616 25246 24496
17677 17561 46531
11669 10730 17071
16461 15373 20718
4718 14539 49660
168 11244 31337
22511 19111 43887
1004 9562 28001
16367 24596 36660
6700 14454 47635
14955 16112 46672
13434 1226 20386
5657 3320 35927
2758 11535 12930
21044 1772 31825
20057 2072 2159
8087 2483 47074
566 1185 12207
21743 20316 44693
22876 15297 14237
880 2929 7151
6621 4569 28450
3371 22012 26127
9985 2778 39584
4011 5687 42759
9144 9722 31061
8823 12015 1232
13088 10283 32710
23227 17377 48212
17544 13991 31332
3386 14119 39797
13928 24236 4926
10567 8593 4409
11644 6904 41209
11551 17565 27818
4866 8396 28943
1645 17611 10519
20746 4225 18782
8051 18682 7122
21641 24875 20737
3369 17321 19091
19420 21980 3739
12396 1492 39704
4509 4791 21212
15120 16389 38057
9818 13551 20182
19218 7293 22488
17438 2796 1311
6174 11541 723
17840 3862 19901
16195 13850 12474
20368 18412 40694
10555 10604 36819
10890 13939 400
5151 3015 31077
14004 24466 21486
24526 2662 18621
15724 4761 32660
4731 9683 24793
11675 6681 27070
17559 15989 20147
4205 18130 23097
19409 1766 20328
13507 7645 21342
9243 15410 3614
22624 10272 28447
12415 17190 43016
12401 4041 3774
13346 11056 22428
3596 9340 10404
3234 4356 5063
13161 990 24148
24450 13262 23380
15237 23181 7522
8242 11449 32099
16198 19743 39565
16264 9416 42471
9233 11380 48966
14973 20208 28984
9396 1098 25706
16504 14744 38323
10715 4752 35295
13879 348 33888
18807 21160 24546
3974 1685 23213
11577 10769 18590
22374 7364 18918
4328 7158 29455
1837 22298 28319
5610 1976 12663
1317 12131 40678
3550 2880 14129
12985 691 14669
5354 14864 29570
3826 23775 17105
22818 1850 46683
1500 11672 39466
15068 16329 42716
9961 13665 23132
11988 7943 6641
7271 3764 26412
11354 12695 34785
15618 21325 8901
8905 11703 9785
7068 9363 39303
24944 12854 36718
8096 20568 8982
4111 17160 22776
21250 19979 3039
38 25026 27555
5689 15629 35579
651 12082 15063
24726 2818 13449
14281 16251 17482
12315 22173 2600
5905 16855 48682
22988 18376 44039
7833 13588 22731
8345 22882 33097
9560 4444 40329
12535 24545 39790
14781 12772 25707
7668 24830 10483
12844 13732 1141
97 74 24779
15648 21894 34290
7788 13536 44413
10481 17518 49578
16458 3175 50549
16305 21906 43807
17549 14743 40467
1018 13151 44239
11045 22569 26821
24179 16417 28656
14884 6143 8119
3873 9558 40683
16665 14149 27002
19858 12642 1987
9435 25474 46044
2819 15642 21466
10221 15907 39816
8327 22475 8530
14832 16507 40338
13581 22168 28876
12620 8690 25244
16480 4797 33897
8248 12309 8359
17286 25199 4689
12857 3811 46025
17926 21310 17891
17325 1744 265
21334 17005 14158
23101 4537 48765
3634 25315 24536
13446 21254 36151
554 12397 38513
25200 16651 30104
19299 17062 35230
5710 24098 10026
10601 5939 21673
1711 22491 31026
23224 5785 900
5854 11109 45601
25026 23945 18305
18937 14546 43469
11195 1034 20845
1740 6240 40470
17046 23698 11514
7494 3677 24104
5117 21001 34314
12508 17587 11843
10705 21089 37832
22826 227 44704
14634 5214 27444
21846 20517 46908
7387 10569 32667
19739 2733 18736
12350 170 26660
17367 16223 3785
1090 6049 43707
18109 11665 43933
22256 4794 7550
23106 5461 15469
12781 24518 27324
13100 11981 50171
21203 603 27948
14489 19878 2361
24720 13179 34343
22648 814 33153
20574 8029 22073
15024 6919 45406
3944 8611 1015
8696 5763 14978
5189 16821 36239
18832 21715 28498
2604 2674 17037
15599 23231 50506
8181 18112 32515
14978 13807 15149
17477 13780 15802
8566 5960 37884
17741 22084 29674
3912 13144 7426
5369 24524 4262
24045 8029 4224
3081 17812 31699
12588 11495 37432
11535 6239 36341
25434 15617 12593
4909 5580 25006
18532 1970 27695
7412 14825 42947
21262 13221 32829
18021 15748 5000
1343 5078 44731
22768 9329 23659
20520 4476 7014
774 18771 14179
994 5873 8174
9732 17763 16456
15057 7771 42777
9061 15034 38671
9608 3750 9795
12343 22181 2455
10545 12764 10387
3240 16699 9819
17773 4704 18142
21233 6745 40618
14017 5163 19695
23918 13015 44437
12222 9073 23914
1935 9191 45183
6201 25143 27946
15608 20786 30804
5256 19986 35958
15519 20527 44509
12554 4093 35096
5755 1373 16366
16177 22776 46787
20658 8096 40423
4816 5279 19825
17749 20596 8076
20752 11865 37205
20716 20929 17746
6695 23446 10425
24375 22133 30346
1074 18820 11683
16351 8369 25383
11120 18907 24092
8347 13784 236
11842 1943 21651
22511 15450 47055
23819 3801 46477
14426 22243 21382
23387 23361 20403
13566 9721 16252
2222 20847 27317
5189 9884 47354
6146 13852 38928
14917 13244 50040
11696 22724 2306
12261 22632 46151
21016 10228 49218
4659 11493 23347
19012 3409 37728
421 23480 8055
25033 426 11162
22155 1016 43866
18655 19090 34692
7875 11450 9623
5880 8168 20251
16188 22089 33455
16629 2088 223
15025 776 15610
3631 18124 4613
8463 7320 14866
15266 20314 418
3065 16346 40235
22 5400 43083
6975 207 44309
7973 11660 12439
4461 10733 39075
17659 14187 32868
5055 2503 33642
12204 22315 40817
3044 6690 2278
8496 18419 48625
5473 8356 20338
10939 23974 32270
24527 15561 31231
21729 21553 12900
21428 5670 5867
19485 16442 43907
24161 3817 41857
15768 17147 9655
17165 22673 36771
11784 12161 3108
20115 6073 10150
7369 4139 16813
10514 11629 21965
18415 7243 13816
19158 12281 38612
1102 1770 36329
24524 25113 1186
21842 25270 1702
2365 21841 34647
5946 22105 10893
11997 21702 2034
23909 398 9972
25193 4236 11855
3245 17405 14320
3195 8589 5085
3622 12816 50048
15969 10671 34959
6845 844 916
14363 21158 32119
20407 14640 18097
12533 10993 30712
24167 16795 7200
21830 6605 31632
23154 2676 20922
5828 4184 16803
18800 10944 22273
19483 14150 18668
23839 7776 31397
22201 4341 44260
19028 11464 19684
9933 7857 8733
22071 8745 37393
19261 15156 24334
1528 8338 1300
23939 5393 42991
24602 23913 13086
3552 22730 42007
5422 19179 14178
24707 20324 21363
17928 24915 6696
21798 21314 39580
2025 4056 37114
17106 4269 15730
3107 20841 22274
3443 208 34598
10888 17000 6845
18616 12473 5069
22127 17091 19306
21799 7752 29117
1289 15181 35584
13533 5867 25032
20521 13450 29545
9922 7027 43470
6611 1335 44537
9780 15142 45895
2097 18667 17253
19115 17190 18113
15524 15329 46761
13134 12492 32474
22952 12324 35438
12390 23215 48105
22767 2763 37210
19105 2668 49262
1187 12968 28041
3447 12232 12034
11812 11166 9760
8987 13892 35448
24896 20354 5576
19918 5155 42108
12731 23511 26074
3820 15255 34518
9735 14 2546
24406 13932 27357
20868 3203 40180
23850 16684 43879
22887 20305 48632
16988 13328 14508
2187 21277 5383
2544 14399 49310
19308 19037 49046
23063 7091 8087
1153 15404 23323
15243 15987 279
13447 13105 32421
1290 19317 47891
22635 23465 1505
14838 25067 24161
54 11107 48728
15716 16485 46938
1122 21563 41619
307 19390 15830
16446 7532 36194
24312 9628 32274
9357 2604 20062
14799 20572 50106
4475 23290 6882
23329 12064 22492
15929 17118 45565
14237 5381 1540
1208 12892 20760
4757 13279 1335
12251 5181 13522
7035 24996 44053
15264 1595 44285
21556 12826 36445
16154 7759 11627
11474 6758 28139
3860 3389 44798
6851 9320 2364
24770 2261 26654
13212 15322 14189
24909 4730 11920
25469 5988 8943
1098 5851 16699
15433 9155 35279
5426 19991 12768
20375 12940 15335
15510 16025 10207
6787 11276 31485
23508 24471 29105
11323 22558 48913
4999 14623 44278
16901 6659 9497
6296 17145 24487
6441 23890 13077
8490 20990 49455
793 19614 31772
15538 20088 22960
17849 1898 8695
1372 14824 46639
14941 15805 33375
23807 20383 50221
12597 17252 21901
22993 24046 1796
10869 7122 41843
16063 18848 23752
23391 8991 17672
19225 20249 36586
1589 18669 32678
25244 16119 36313
12803 17208 29717
7297 15884 49990
24997 17963 18330
14605 4745 4944
11911 2433 44606
10418 10076 22800
9666 632 11634
16245 10885 37273
8794 17900 39666
10200 1436 10420
421 4219 32671
2112 1729 26901
13626 25397 19937
15415 17897 29055
273 15050 10022
10050 14135 20911
19737 24083 45228
14955 21840 11610
857 11320 24415
4460 12632 107
19947 23987 19617
12075 11025 29697
2106 5283 27265
12701 17390 41579
12665 4426 47531
16234 2098 12000
24654 1866 14306
10634 21755 10654
3790 1969 34953
8198 11997 40145
20476 22096 50952
882 2766 15194
13292 12952 7052
6224 11881 8402
3929 6277 46738
24458 17951 14487
23083 18411 15735
12895 4894 29339
24704 19160 39361
20439 8815 48186
21242 25366 4325
9101 17687 35164
23067 2055 33067
12604 12459 24804
21924 8952 29268
24649 3566 45882
10684 20597 19749
19380 19937 12919
10500 9486 45239
17173 22296 50719
12406 16451 9058
23713 1519 1296
22695 3925 10967
14021 6362 16384
4857 8473 26545
1756 2971 14592
20129 19654 7352
18540 6290 32020
530 13164 48959
9696 4562 42795
19353 17432 8965
24162 731 38931
19163 22018 14855
1675 4701 23545
9996 8703 25132
6740 25148 49286
25155 18454 16510
7100 24354 26526
15886 14323 13197
7839 383 44912
22861 13812 47121
22444 9472 41700
19763 5482 50474
15144 22357 23788
5953 2525 5478
19786 10598 29439
12845 6852 1790
10397 10268 8715
22948 24201 46414
4886 14935 39823
20714 13365 47711
22379 25190 32491
20269 19216 50388
8731 23155 24221
2169 13022 33182
14564 10964 9366
12093 14074 17296
12378 17051 18004
6269 3320 44011
20911 18120 43984
7845 18860 23441
21674 12267 20935
7900 18505 35283
5404 21875 28322
9314 3415 25507
6021 18758 41879
1615 3984 12482
18326 3133 23226
18961 795 50718
10950 24580 17677
17160 11267 32346
4681 10650 45993
7639 19343 35710
4749 10607 18364
6113 2111 40687
12012 6077 17015
2036 6514 8006
21930 9558 37079
19686 10447 32696
10173 16239 41812
6906 18160 44865
23448 11725 14326
23019 211 35296
13761 3389 44265
3747 22434 20226
19748 15949 25075
4030 16113 23884
21005 7691 30009
11921 10833 47433
19531 19375 49042
13504 6182 32047
18439 1136 46386
11372 17570 40507
7166 2761 46650
24156 19999 39774
12407 3683 44038
11675 7896 3628
1726 6818 35162
10254 14890 17916
5772 20613 37811
1287 24980 13767
8243 5067 47197
2180 21676 21166
9480 22497 25114
21424 17077 37675
7778 12214 31436
4577 19715 36936
8993 20784 8802
4784 13195 41533
8511 12132 251
1591 21310 43996
3973 21447 11386
14332 11210 10933
8106 8452 41342
23946 2570 10290
4921 17900 47889
18987 24334 17878
16942 3336 6747
4988 24481 18228
5383 12096 30600
11050 3903 9015
16549 7890 36238
6370 7118 12615
8358 6727 26630
4450 18213 15852
25162 1574 37932
19340 22804 5541
22146 17713 47298
7091 21000 16701
4979 8172 39117
20978 12598 24332
19035 9769 1392
20810 10590 36837
13094 19747 28483
7638 21780 30909
15227 6396 3415
5623 1674 6244
13976 13377 26094
23301 460 40739
15257 16222 3698
9103 15436 30543
7227 309 33222
24425 9901 41455
7 23962 13828
5212 19882 37490
6726 9120 37699
17664 22162 26612
23016 15251 44715
15895 8395 12236
14541 23708 14243
22612 8307 14012
23414 9398 18803
5968 14735 33020
12229 1769 49571
1832 14164 12430
10899 9841 34644
16667 8161 14089
2367 23906 25710
14084 5769 25402
11333 19730 5304
19608 3034 27198
677 18542 48638
17697 19426 45566
5638 14362 10958
4414 8962 21914
2302 22019 26832
11401 8599 38300
23437 18229 38609
8322 4861 10212
9152 12826 12794
2609 21030 44122
11041 11391 26893
21080 24468 534
8431 10340 33828
3778 1254 35208
8563 5519 38780
6809 4268 24892
15953 24061 29258
18012 10970 23032
12465 14577 5740
18214 22714 6626
6768 4260 6923
19720 531 14507
5353 2061 42114
8896 10876 32097
17001 4680 42764
3279 5770 38
4318 12860 25773
20372 25247 1731
12828 3562 6094
24053 7091 2489
2565 2016 14318
4221 7126 28810
5534 15021 21994
9670 21844 28292
9289 9610 12892
3713 2744 26521
21194 8666 23896
17377 4233 26006
1966 4519 3067
21410 22058 34459
5548 4265 6697
6182 2413 44329
11629 21391 3435
20323 21528 26917
15361 2531 45706
23420 18818 20099
9644 1020 48882
12901 6414 13890
11518 10057 30421
1391 17330 33153
15296 14769 6706
21139 15226 47421
5587 14561 43740
444 15150 15915
4770 24299 2365
18665 18302 36414
17497 21011 10888
945 10443 3345
2181 14652 5546
15260 7692 2072
11726 19205 15310
6797 19050 41526
3986 12552 17490
20845 4349 27281
13774 6737 45695
7318 13054 38760
7292 20282 38694
19341 10403 2441
11131 20020 36918
16959 24401 47968
9364 23385 2262
16317 10838 31735
8307 13018 48675
9588 19406 32593
7586 5471 5420
719 1385 10321
20781 8140 45970
12225 1891 9045
15407 25400 34211
11818 6934 47000
25063 12443 38119
23263 14266 849
452 22129 5245
2246 20887 48039
1639 9700 39059
2031 9510 1584
2285 16816 3834
10 8794 35727
6629 20811 22856
623 9522 36920
23903 15227 47803
22171 10370 40784
15539 15516 46771
13389 14353 22079
6546 8025 25270
21187 20216 33505
