12500 1024
1498 9398 4410
9652 9694 22598
4410 686 8053
1831 2554 24362
8168 2812 14301
1792 2677 20692
12418 1467 7040
11000 8817 10490
11035 4435 13459
3091 155 6728
6613 9938 16437
4093 4025 12858
7483 1846 6705
4903 8343 10678
9632 7308 8788
4653 251 9551
3383 5676 1743
11079 2228 10721
2350 11032 21714
11289 11131 889
1847 11523 11902
4073 12353 6594
9782 9605 15908
4599 9089 6134
1679 115 9631
1485 10067 17634
57 6073 16837
7829 7143 16412
7842 12416 1149
3768 11782 1046
8471 9748 660
7907 10382 21028
7812 5599 19055
8382 8504 7906
6170 6972 235
5554 11925 16751
9230 517 11981
8644 4798 648
1906 11604 15388
4805 3036 20872
1755 11541 3422
3759 1505 20672
773 10748 698
7119 7287 10200
4151 7526 1978
7417 3881 6301
1850 5960 17359
616 2556 8588
12302 9662 21398
12054 9344 7429
9579 1466 5523
2983 3689 5010
8617 4137 3459
9016 11147 14536
9803 4551 7672
9217 10064 8320
4366 7674 9306
9132 4537 18708
8327 7018 13042
10063 7945 145
1794 7811 12938
12159 6084 18042
8206 8778 19925
1141 611 7042
8777 3671 15036
12442 4966 24767
4759 4665 5340
7965 3576 8924
1751 7376 16172
10214 5127 22933
5524 9162 17208
8385 7817 12403
12114 11159 10786
10881 2005 8171
3378 924 16563
847 10200 6236
11398 4585 24463
11241 4465 15723
2710 9873 11256
2183 400 9334
6706 8895 3230
10672 6586 18623
6420 3742 24177
6261 5848 10963
6393 3099 1818
12389 5275 9403
10654 2226 17909
9574 11357 19491
6254 9895 22936
9323 7184 10268
7854 10437 10593
6527 2890 15961
5023 5311 13856
646 10781 1803
772 8397 13290
2918 373 2784
312 2655 3590
3918 10394 3754
2348 3367 22075
12247 9529 2237
11473 12111 21308
10183 9467 11738
2402 5858 20990
9498 10190 15404
9009 9196 23352
10905 6574 7056
12287 4296 24716
3943 9302 17494
2712 678 15187
12347 3825 22287
7550 11343 13390
4698 4659 17316
7058 8709 17216
2691 10292 14212
2904 9920 6658
3360 10261 2901
573 12328 4597
5470 1903 2618
1619 3177 13028
9734 10049 16516
4169 3505 19642
9142 1431 16860
3400 7998 5664
830 7232 17099
8088 9101 21656
6162 426 11946
11905 1464 4511
8138 5239 4600
8503 3323 3500
5112 936 2430
4146 3029 16057
5818 7987 13064
6909 6709 557
6638 10595 14082
9363 287 10614
10136 2738 53
7740 8295 13864
9954 62 5703
1103 9625 3537
4495 4558 21945
9851 2167 6801
3699 2174 1376
9794 12244 24232
9444 309 15165
5068 4156 3091
1826 1666 14538
8478 1458 16489
7338 11644 13964
2264 11087 11611
174 3204 18181
1479 2645 13604
9829 2400 1162
8946 11841 21776
6463 4848 15135
11088 2130 2817
9382 1182 15829
5761 353 17756
1631 12225 6666
7549 7698 23671
5359 4918 23354
703 7648 9396
591 11914 1823
9203 361 1187
2829 12088 22908
10599 1726 1741
10151 1600 12461
159 7038 5764
12044 8564 13362
8359 7348 9225
8960 2473 4893
474 10401 18508
2796 6893 5535
9528 1129 23738
1018 7525 8498
7358 10388 22537
451 10403 10094
12450 8163 4102
6057 5254 10097
5687 3900 5782
3333 11335 12729
6964 2729 9203
6046 6169 3077
447 7017 5489
10767 1275 2351
7731 1979 13
3681 2912 6438
470 417 17732
9158 2456 13107
6384 12255 8884
6063 7961 24736
1614 2055 17422
6555 12107 12004
3348 10983 18872
4759 1884 835
11653 7985 16206
2007 7676 18437
2360 7637 6372
1247 8334 7417
6765 5462 24014
3294 3373 17512
10480 11686 1513
8270 7219 12731
4976 5287 6438
