500 485
20 446 99
115 299 379
189 50 159
431 426 217
74 404 164
405 349 937
263 298 170
400 321 678
220 426 211
107 205 990
219 9 609
454 329 884
306 207 282
234 242 785
418 97 260
245 178 917
104 216 339
351 173 931
117 494 324
379 50 885
375 162 431
17 272 789
329 160 511
343 106 311
221 447 501
441 5 597
17 330 672
348 330 932
474 23 291
77 487 615
452 341 691
450 87 840
22 47 514
188 461 254
290 340 969
492 212 415
291 497 567
444 244 278
384 461 561
278 189 715
109 151 415
85 91 219
236 112 868
107 348 877
242 281 185
315 327 427
302 201 591
476 254 294
482 276 68
342 3 446
431 347 410
180 100 869
154 37 240
367 368 951
407 62 350
367 66 422
52 176 152
31 38 532
65 474 259
10 165 518
127 326 570
67 50 729
414 396 249
119 345 545
349 232 299
81 93 558
202 253 170
250 194 330
402 195 991
240 403 695
219 448 330
16 305 427
32 97 46
267 100 176
112 373 387
54 187 85
130 464 648
211 239 973
428 220 620
225 59 566
308 419 382
249 114 316
127 300 688
444 231 73
324 177 103
426 91 124
464 84 469
424 90 864
89 272 658
450 138 40
149 479 583
311 455 542
128 355 37
142 196 283
137 431 724
62 309 15
358 411 736
373 224 338
407 157 943
304 293 342
247 152 309
198 78 622
102 46 130
196 255 981
211 40 694
56 151 866
431 176 355
125 213 577
180 269 15
29 64 577
91 453 692
235 182 924
398 148 115
416 121 839
407 172 67
7 369 848
197 279 662
252 185 210
287 460 416
47 225 155
418 156 439
408 351 96
267 292 432
470 380 150
10 29 149
424 374 241
135 424 402
359 371 519
341 214 713
388 92 787
24 39 441
331 154 104
61 121 807
19 429 339
384 142 874
14 289 738
196 242 121
161 187 848
482 164 757
15 174 909
113 4 227
170 410 1
125 308 816
12 273 217
453 428 194
490 329 857
305 386 608
277 175 529
236 142 406
131 41 391
24 221 340
297 415 113
90 0 324
488 367 350
117 173 829
44 337 798
428 26 194
84 16 413
384 304 408
58 32 379
404 72 349
485 269 634
398 39 196
484 182 581
204 436 584
184 151 589
9 56 327
65 423 307
95 436 479
230 167 797
449 222 549
59 361 688
301 5 615
363 114 217
182 96 144
463 2 447
63 153 603
173 8 37
382 84 279
30 433 139
422 383 326
228 299 213
412 204 666
33 111 120
448 150 825
104 495 30
496 428 450
429 175 292
178 149 437
436 441 940
13 390 803
305 373 366
261 156 202
361 425 269
433 132 460
96 314 200
346 380 602
304 80 1
207 460 429
255 222 770
43 184 356
362 109 863
452 459 472
423 367 133
88 490 467
182 443 624
4 199 958
133 280 156
72 142 35
187 73 584
434 357 608
441 348 2
124 141 366
200 382 263
172 418 214
114 497 466
349 218 396
350 48 196
149 253 325
11 440 645
448 299 455
61 339 447
337 291 854
101 260 486
232 432 200
402 353 285
298 248 82
421 475 410
214 81 433
77 296 890
247 180 369
261 251 411
481 421 680
307 429 299
457 305 138
340 472 112
207 492 844
402 238 983
294 247 449
493 488 445
498 134 626
268 110 548
206 318 90
214 124 299
439 318 179
103 107 743
330 164 763
240 359 168
351 407 697
275 266 560
236 73 354
285 296 210
108 497 627
67 364 973
67 412 337
402 222 840
216 62 598
75 247 464
424 395 507
222 272 158
436 414 66
479 220 434
44 108 462
421 66 241
278 481 290
307 76 5
207 70 376
444 430 138
50 458 623
224 110 50
123 158 785
454 441 246
42 432 827
458 128 208
473 483 898
367 27 384
487 306 408
29 474 808
62 367 676
115 407 590
276 490 361
315 13 585
321 415 691
48 104 714
239 432 956
186 179 555
306 167 682
390 325 14
423 224 289
316 377 68
34 429 314
310 182 114
303 250 954
20 458 27
169 309 165
376 398 574
121 207 486
40 84 623
78 284 159
417 397 274
299 144 701
479 264 769
136 420 844
260 133 854
456 23 803
328 58 463
277 207 96
301 336 135
224 450 540
490 218 854
176 213 427
92 386 455
150 389 324
26 285 169
303 109 46
289 69 798
33 17 338
333 242 417
93 238 408
313 76 251
257 46 500
181 160 108
478 333 926
418 131 415
143 416 798
13 382 779
154 235 929
396 84 7
273 117 553
133 55 282
175 132 504
35 256 584
185 266 580
299 143 371
286 340 29
426 484 287
173 31 145
439 21 409
223 357 769
426 419 859
287 374 277
222 110 136
12 29 114
113 471 668
498 15 619
393 487 953
118 493 756
215 261 77
467 289 865
197 214 633
154 216 532
137 131 623
43 179 644
311 324 848
181 170 314
307 427 438
36 329 209
329 342 345
297 108 676
288 13 530
158 100 267
97 121 177
341 203 62
353 302 11
210 377 384
188 195 607
106 408 710
476 68 156
494 179 105
335 499 773
57 206 514
373 139 402
179 367 337
362 268 247
319 236 782
319 64 67
167 473 274
451 33 671
157 215 949
258 448 459
68 131 280
246 402 653
249 16 776
462 42 926
481 414 927
252 20 273
30 287 780
55 295 756
414 471 258
222 350 8
417 439 357
105 367 338
117 57 368
95 352 485
488 14 113
281 265 569
71 314 472
151 102 641
288 263 829
482 174 265
286 400 102
116 494 109
168 498 815
351 133 542
332 173 323
15 27 600
211 362 790
462 453 108
89 109 239
151 253 798
272 232 691
447 162 805
336 27 226
240 341 713
425 323 738
475 300 476
136 469 553
377 25 901
449 442 355
451 374 657
469 154 818
69 182 786
409 31 175
368 261 536
63 207 507
110 164 228
334 385 2
55 285 252
177 155 884
120 493 264
76 31 471
355 214 726
323 496 449
386 440 966
357 135 558
261 59 849
127 260 355
365 326 20
195 369 539
442 76 710
137 345 584
295 173 258
264 199 344
332 260 158
192 250 683
430 336 493
308 275 858
33 213 262
244 379 78
267 65 67
464 85 136
229 209 565
477 267 126
443 43 596
8 437 942
473 4 334
41 56 195
0 38 994
309 332 838
104 372 191
92 56 761
29 144 494
368 433 457
463 492 728
314 296 83
248 382 580
233 229 191
98 367 593
491 151 556
483 466 521
136 107 144
294 340 466
459 428 521
241 224 158
187 215 964
312 25 606
66 197 374
199 431 418
94 83 566
106 359 610
218 253 635
480 207 820
168 126 758
281 324 636
146 81 689
308 180 561
19 456 490
9 447 914
314 353 325
355 95 292
312 13 719
219 245 19
403 491 227
1 187 905
280 44 233
294 201 61
254 394 470
317 83 925
404 302 466
371 242 552
118 487 650
159 92 8
440 271 402
258 490 654
189 44 566
325 8 13
442 170 553
241 405 267
455 435 313
383 211 446
286 401 73
166 106 156
330 436 183
307 359 434
130 236 354
83 418 896
208 47 736
6 175 496
243 491 662
79 425 157
271 98 629
165 486 679
425 306 736
209 300 530
4 19 393
105 32 957
355 88 543
175 29 149
53 170 456
91 145 830
22 379 934
35 444 324
363 357 579
336 194 846
266 63 951
331 326 943
475 473 722
199 106 272
283 217 773
167 204 797
32 175 451
195 9 407
412 143 504
414 57 57
309 256 615
146 331 362
249 6 27
435 499 80
466 251 886
220 372 968
228 58 562
149 296 606
72 50 722
203 166 996
480 232 744
327 410 569
213 289 933
338 236 235
322 146 276
206 70 152
391 445 113
164 456 948
162 237 31
272 46 55
235 219 738
7 188 955
468 327 931
155 453 180
178 50 540
462 19 977
336 199 609
159 162 217
405 398 249
354 360 966
13 291 92
309 306 319
126 127 765
