28000 19417
24832 18186 54683
6515 20717 41650
5481 19137 51292
5442 23523 22623
16352 21057 37207
25774 726 17559
5504 17275 29889
7052 24802 14706
18937 21691 14680
2457 17518 52536
1419 14526 892
24313 26136 28781
14200 18370 38492
1640 12184 23117
1817 16636 33805
8872 2959 19221
24319 23132 24165
11361 5311 17762
25451 15844 17503
23440 12174 42219
24954 11617 39035
2533 15747 35493
5500 647 13352
17418 2544 3127
23390 27644 49799
16251 16505 13663
12740 16228 41914
19294 3803 51338
13497 25186 17068
24426 1378 41527
6057 24110 9499
15038 26859 47975
8930 22607 18239
12864 27604 13781
3770 395 51064
15147 10767 48895
461 87 13027
11616 22035 10455
860 8415 28505
23020 11208 17187
20383 24095 47060
20965 4999 29597
17753 25947 4857
11433 9494 28460
15089 10107 18457
2204 8487 13328
16546 7781 26149
2735 23733 22
18074 24722 52169
7741 8343 49766
1953 10590 6265
25411 9572 17775
8903 19263 2123
20036 10881 35501
27463 18119 322
5137 17673 51225
11879 17615 38593
10180 3503 43076
8498 14914 24101
13390 10238 23574
10536 27552 37813
20998 5600 17315
1054 4259 33713
15725 27061 28157
4935 4255 24
4937 7831 50911
15595 5568 12677
4599 10769 40329
21392 21983 1747
12461 13560 10363
20623 12380 30244
19989 10435 3575
10932 2179 10463
3585 11362 30063
22949 2737 15287
23476 15626 4924
26223 9992 52830
14144 4943 18986
27758 6231 39821
24973 3000 9771
15736 13221 13029
15774 10387 18003
13138 6856 18341
1678 16609 48254
25078 8286 52505
11941 24635 23189
21666 10373 11349
8848 27845 1437
24447 6800 34184
27989 425 55071
6232 20136 2399
20553 982 46383
401 7744 32068
22361 9099 45125
26455 14411 52965
21605 4145 31424
14028 11628 18913
14794 7676 12384
23682 21616 7362
27109 21693 11215
5889 3651 28294
27601 8174 22404
16248 17992 10330
18845 4828 38088
25559 15957 32192
25847 10062 2288
25091 6727 50306
1861 16797 32864
21883 12921 3179
3730 13071 21060
10282 21392 50805
4516 25451 39573
11693 19756 24391
21077 7462 17338
18602 16817 4458
17585 7801 7051
26618 9261 49825
4591 27887 1015
437 27205 20246
13280 10166 35526
8096 2693 53721
13930 4384 9783
20331 5368 20385
17547 11525 32694
11903 21752 24638
6565 5978 23853
6833 15926 663
19232 21941 2502
11697 26041 25913
14073 7382 9311
3273 3842 11838
6052 20634 25364
14126 4581 44459
19862 5265 34365
16589 21499 22186
11945 2065 45104
25073 1772 28489
12257 26564 16579
25728 20978 48987
24923 27952 42681
6220 19217 52750
11792 27256 26186
1773 24384 8150
6081 407 34206
7480 19882 27519
27895 13953 25224
25963 24600 9437
3936 16137 18811
12556 14983 41892
9210 10927 53399
10767 11164 38201
12135 5956 52234
27419 17617 16720
6909 19358 52146
14295 18773 27412
23273 16014 32613
11056 18637 17372
8430 14665 17823
23933 27743 28479
23117 22485 29211
20488 2757 12757
10933 1641 45433
3820 14154 45568
15934 25407 13796
5621 440 7199
5935 11081 43443
25916 1919 6998
11612 7025 21397
4045 27561 55483
4643 1709 28448
5892 1822 4759
18202 14994 174
23796 26446 40899
8177 18165 36410
15570 26482 3083
15140 10950 32083
80 1368 47822
15925 13352 9689
21659 25393 9123
21973 10686 37678
2185 3679 30243
24464 17833 24655
10892 4255 29102
15076 11948 8265
877 26991 29508
18096 10163 29805
6973 14947 27313
7131 22112 55215
24514 129 30117
27117 26880 34931
2437 20872 179
27870 1370 872
27636 4316 34531
11906 16636 12179
23539 8634 34486
18389 25088 14138
25893 2862 23707
15058 6018 26530
10802 7933 13370
8871 6047 23108
7692 18332 4545
23270 27148 26112
21937 27609 42257
897 16933 31171
22035 17940 20904
8426 5023 5325
10687 9054 13488
13397 27636 52650
14444 26629 34711
22231 6050 6246
3672 51 49449
26233 7057 51383
5155 19571 24045
23533 8823 41409
14202 26771 4321
5662 25504 46526
13196 22787 29434
2549 24725 51975
22176 23619 55878
22838 2357 49499
6638 11491 37330
23599 23131 3014
11011 26441 39189
21604 23424 48136
25498 19086 772
1667 22986 28622
26623 5105 49166
25572 8895 6579
7753 16072 29321
18811 9924 24517
25184 18400 26384
550 1546 14912
18285 14429 25630
2075 8847 29495
13364 15941 45676
11228 3347 49878
1748 17590 30885
18471 7491 48129
2154 8791 24001
1154 5867 24688
15197 3706 40390
7981 14765 14435
14821 7514 17342
21960 16242 23134
2994 18464 6018
24459 20154 43266
3428 13764 14700
2424 4565 16029
23491 24561 9030
24795 23329 55945
11223 23359 3260
4271 8130 25581
8368 3171 7637
20388 3318 38100
24671 4922 39729
27691 19784 4690
7737 22476 9077
20005 26455 40444
4426 25211 25587
3245 21477 37739
23073 6496 49515
24317 16535 19349
22378 9209 41409
11930 6304 30250
25009 3065 34357
10532 11131 30019
2448 10498 46816
25672 27581 43955
20482 24478 5036
2331 21480 17048
25978 6854 31318
4079 17741 31230
12485 11605 44019
690 2157 32668
8705 24291 48638
1238 11720 40866
7033 25571 14984
4162 18062 1115
12936 18947 11164
5187 10568 29447
3504 4896 26959
18791 3254 30803
1923 646 52877
2977 18430 31578
9793 17650 43525
13183 17090 28903
9832 8807 6840
6573 14893 43002
6322 27633 480
21651 5190 54348
21131 7225 7810
3810 26366 34115
10063 14754 50016
1798 20201 32471
12046 6285 44224
10178 5833 47711
2040 6504 3690
13924 12417 47702
19420 3571 15009
5690 25468 44642
19118 22614 42310
4987 15243 42275
21407 10556 35895
12341 3873 23683
8859 24603 10027
17355 4830 29073
14019 14762 13853
8687 10952 33961
14895 20436 40150
25196 9084 44767
7004 4925 1970
4832 17189 1754
21081 19045 13954
17 12302 39519
5947 7075 7159
4458 1532 18995
16599 18937 39369
732 19772 30089
26679 14662 49968
22663 433 50836
11516 27412 36887
22016 20360 40180
10424 9527 20217
27806 23163 25844
23450 16803 54613
1194 5044 52099
16118 26935 20544
26015 2270 54854
24724 16447 55397
10026 21358 19547
4978 27583 29420
11664 24665 42686
17986 8123 1796
24280 3394 17538
25870 3289 19111
