3000 2516
1379 816 2988
1494 1518 5721
1735 1296 5998
1133 925 2333
2723 155 5406
1151 1996 2689
730 890 5136
883 2882 4260
681 335 3833
1892 2734 3033
1620 1929 1084
2031 2304 4032
2783 1128 2054
777 75 2114
2498 311 3618
1337 517 3292
383 1190 4479
2599 1751 4508
1650 1178 4078
97 796 1310
793 1383 1981
2796 2001 1231
1273 956 4919
265 2105 4856
1114 527 2945
2588 661 4979
2192 1547 3923
2133 2609 4948
1149 1129 5117
2682 1701 3956
801 1514 3061
499 978 5110
1438 1352 4669
1863 1211 2761
355 2632 4119
516 1328 5742
634 382 4750
1661 690 4549
2949 1080 3751
2474 2431 1849
1565 2618 5867
2480 2280 2788
1608 201 468
824 2417 1528
1994 1545 780
2552 2471 3667
2226 1193 3779
899 2921 5525
1951 2656 5722
2155 1323 452
2336 683 1289
2301 2969 710
2921 373 5357
2647 321 5662
1882 1230 3826
156 667 2151
1115 1854 5944
1452 207 3423
2463 2646 2046
347 1289 241
2786 866 3071
1111 1727 678
1999 19 1447
1742 1598 1355
2509 1019 1793
2792 2265 5527
2883 415 634
2392 2123 2192
2184 1903 3702
426 771 3235
2587 2422 3490
2856 2350 892
881 407 26
852 733 3381
1942 2445 2540
808 374 1621
256 856 3654
804 1265 3100
537 1803 5265
1790 172 175
1061 2048 2989
2259 204 1958
2711 635 4760
1628 1718 5382
1619 1439 3480
1321 2235 3236
1803 1405 516
947 1966 1083
1885 2023 4062
2286 2507 1127
842 683 5511
2358 2006 1329
2431 198 4028
880 1025 4116
2349 1683 4406
2584 1687 5219
711 1115 3028
1806 2127 457
154 684 3621
2011 2950 2948
996 791 4627
408 2770 3843
892 1333 1610
1675 2014 3269
772 1938 1395
571 472 5218
314 1271 1994
2831 1496 853
240 1976 875
1055 353 760
459 1576 1677
1505 1147 5939
1935 2616 2331
1002 2309 4226
627 1120 3812
2176 1161 1162
359 530 4172
1990 2183 4403
2459 344 2922
318 651 1521
1946 2346 1214
169 2349 3392
2511 1549 1203
1143 2604 5861
141 662 5887
1602 2313 5983
635 1392 1453
925 118 3478
13 2482 5441
260 2205 5097
984 942 1605
779 2921 1697
1156 2351 3269
1906 1249 2951
2697 1729 5951
1067 78 2855
1722 1444 1383
2162 1482 4605
496 2391 2337
1187 820 2697
260 554 652
53 2510 3833
782 330 3471
1068 869 4391
1850 1645 2720
763 2755 4672
1774 12 2165
2329 2502 2016
612 2503 1191
1786 1728 3578
2266 909 5242
532 2114 1484
2259 2192 4721
1193 2126 1317
1272 1741 778
2699 1342 4737
1662 2722 5419
1890 181 5795
1610 2919 1968
1354 1484 3038
2069 756 2807
2757 1822 5565
1348 1168 3130
1581 692 5451
1957 1973 806
1321 1655 3197
352 1917 1992
421 1716 4916
2362 115 814
140 2241 4357
1326 1014 3006
2803 242 573
1844 2506 3151
2686 599 361
2070 1742 264
1245 199 985
101 659 2641
2395 891 1903
2718 1663 2048
2238 118 3109
2934 2913 1019
37 1715 1517
912 1734 1986
2250 957 5708
2648 2473 4705
2216 535 142
2146 1177 3445
404 1366 5299
689 230 3782
1686 1653 4066
2038 654 3722
996 1724 2261
1801 1809 4995
1084 1106 816
2733 2478 4767
340 1418 5247
1841 1790 5898
905 2077 5641
2638 219 225
2729 949 3767
458 658 2504
122 49 3343
430 498 1643
2041 1677 2919
237 1696 3410
2338 1331 2807
335 1297 699
1836 1539 2756
2690 1991 3063
2572 453 3811
2409 370 3118
127 757 1225
1208 1541 4312
436 2407 230
897 2353 1925
1654 36 4380
2412 1116 5939
219 387 3155
2400 2964 1683
1653 2147 908
578 233 3651
2195 492 4024
177 509 4555
1035 2685 1517
409 1108 4053
864 432 2411
2408 2065 2932
1202 1592 1808
989 2744 657
2363 1753 3414
715 754 652
21 1980 2893
2588 696 4367
1173 2944 4612
2898 402 1278
449 686 4784
2374 1851 1209
2770 2648 1895
120 2489 2875
1026 2108 1083
1799 768 2363
195 1718 3568
1612 237 1195
5 826 3462
1009 568 4558
1447 1371 5787
920 2415 1413
1614 2505 1839
1547 1123 624
593 2476 5013
2562 1022 739
855 1454 4023
1239 1894 5885
1996 2505 4988
834 2281 47
1420 2377 1161
108 2736 5509
2940 719 1296
2078 793 2836
882 1669 5600
1274 2561 1713
1148 565 721
892 2186 2866
657 1646 305
2777 1646 878
2622 1260 4198
1523 919 2979
2898 1622 5521
624 2043 1718
2677 2989 4008
1109 724 3432
682 1873 4886
2354 618 2576
107 28 58
2632 1463 165
1840 2908 5639
2833 412 4214
481 2430 1649
827 815 4875
869 2485 1591
1049 2232 3449
201 2946 746
2561 731 269
1544 2320 1333
182 507 3484
100 1057 103
786 1508 5610
479 1579 1189
1313 2108 3543
1088 2974 2950
1333 1180 4403
2801 1480 2950
789 2903 99
1362 698 3539
581 1574 3497
1882 2850 5523
890 2944 3749
1631 1278 5725
1694 2785 5167
2058 220 5675
407 2650 2988
2576 2038 1158
232 2070 3616
2470 2411 2822
1419 1161 800
917 556 1732
1211 36 5908
2794 1090 5611
167 1803 3885
1676 1526 2317
2793 1339 4263
901 2910 2050
1667 1767 1531
502 2239 333
2242 1748 1135
1551 1460 3784
2947 236 1793
2036 1069 2499
894 109 3605
1878 973 1272
1568 667 156
1830 2671 4171
365 1018 5106
2741 1031 2732
263 2315 3361
1035 1861 3522
427 1000 649
1657 912 4324
2479 83 5560
152 132 2484
2737 430 299
442 1889 487
941 2738 4297
2752 2930 4036
1412 2230 1525
2824 1277 3400
1411 1296 4906
2822 1332 2538
856 2500 3023
2958 1369 5157
9 1318 1505
1610 2508 1058
904 2720 3339
1031 1885 859
2932 1147 4380
2198 2649 280
447 17 441
287 2565 2800
1201 2574 4577
2048 439 210
2681 2711 4420
2520 2916 3003
757 197 5436
391 2772 650
2132 2584 4588
1120 1253 2798
824 2234 3175
1088 2412 707
1139 1339 5189
2438 2714 5728
2938 1634 2061
2872 2852 288
69 2710 2948
2930 879 2282
2799 2347 5743
2703 2603 5425
2740 95 624
167 2542 5814
166 490 5012
595 637 4201
1451 1978 4116
2023 2430 4762
2469 2950 4445
61 1844 1186
50 1571 2423
1001 2489 5714
236 2229 3860
1003 1510 3413
1162 846 5239
100 1561 5833
83 2203 3804
523 1336 4882
1765 2371 1076
2380 2765 2689
1863 425 3443
2742 1629 1329
521 901 2213
518 2769 5882
2185 2316 804
1100 2447 682
1766 983 3706
2039 974 3562
1152 2439 4321
1562 553 936
1037 1876 2540
431 714 2528
736 1916 158
2077 858 264
1795 1578 1050
1184 2801 4274
1173 2341 5360
1909 539 3028
2203 2758 518
1396 739 1372
531 906 924
64 2016 5511
2826 580 4090
1879 2367 3026
739 1183 5741
982 876 5217
51 775 67
1286 1423 3004
1123 62 3752
606 2936 1098
1733 771 1307
2388 49 4707
1624 1974 3387
2443 840 2769
2938 2127 5840
2262 856 1987
1199 706 2432
2243 643 4439
1698 1198 3684
2905 2225 657
384 919 1806
1552 1686 178
1372 1169 1643
1571 1895 5337
1865 1384 4259
669 1199 4282
1619 1850 3229
1980 314 4215
1545 2369 2045
2302 233 1456
1810 1478 59
1469 1281 2204
650 2430 1207
2247 2964 5983
731 1095 2122
2640 1488 1841
1612 981 3834
1192 1750 538
1665 2273 1841
1609 1483 4768
308 2867 1848
597 298 1498
1430 2265 3108
673 2065 5583
1279 1743 3370
2475 1971 4901
1290 1140 3424
2373 2630 2382
505 350 5571
621 879 5784
2337 1742 5985
2606 527 4400
2016 1186 5490
895 699 295
2654 68 4324
910 158 4339
1424 806 3724
567 1072 721
2297 2640 5814
281 2935 4531
1498 1412 1987
2581 1324 2443
2623 1998 733
1958 1168 3025
2139 162 5440
1162 180 2987
133 1065 3022
2288 913 3389
2185 513 1131
2037 1044 5064
2146 513 2162
1069 16 448
921 123 5172
2478 2911 2773
1752 1000 1922
2817 2616 2983
2528 1808 770
1367 2919 2331
2706 468 4386
2191 1017 752
2968 1416 1550
2502 1671 5144
1230 1675 3240
1374 1941 2098
2772 2019 4480
259 794 2350
948 2945 4495
2181 2164 5885
2152 1112 3243
2601 2258 406
1501 2208 3583
283 2681 2066
2007 2795 5803
804 2245 544
1005 949 3585
1349 1725 3677
283 2926 5672
547 857 2070
664 1247 4834
1524 1250 4209
1672 2402 827
412 2063 1856
618 655 2283
1700 2815 824
820 1012 706
481 523 5614
671 2918 1696
250 2954 1248
1903 702 1424
2588 582 105
1079 1332 3583
576 2098 434
138 1478 1346
2709 1847 4649
2628 957 1964
810 1903 162
194 49 2012
2868 2630 5736
50 1015 3555
471 1299 4482
128 378 2171
1219 1998 3419
990 1580 4612
1086 421 3207
405 1480 2885
2872 2490 5946
1498 2744 5400
699 1628 3497
2524 1740 5011
1611 312 1550
2693 1635 2724
939 2465 5515
1590 1426 3503
808 1636 3935
3 568 5187
2028 2580 2730
1799 1970 767
2495 1056 3879
2407 400 159
2940 2480 1922
630 338 4281
2121 2713 3272
768 1471 464
1384 2045 3142
1825 53 3673
2556 2546 5714
2704 2695 5239
974 2669 5994
2878 2905 4359
825 2084 1310
1483 2633 3031
1129 2376 3155
723 759 1275
2280 860 2130
2476 907 5402
2966 1713 5918
167 2886 3980
640 1741 2351
2180 2754 319
1415 2595 1867
2517 1761 2494
1983 60 4046
1065 464 3975
2029 1721 4756
927 2865 5792
2909 2725 4998
2909 2797 12
584 1115 546
2082 2322 3591
2750 1271 1115
2626 194 1220
961 2235 1719
1916 2645 4085
1092 2926 4242
2533 788 1438
2135 2008 3731
2355 2246 970
568 2545 2035
1237 1892 5596
2662 1805 4127
1055 1579 2696
624 1320 4105
917 17 3164
2285 916 3018
2532 2082 4305
2831 233 2402
1991 2370 2519
2756 1730 1551
14 2512 5164
569 1003 4191
2117 614 4715
1700 1186 5698
1507 2625 4058
1256 1638 5577
179 1413 4984
1589 2365 2565
335 505 2741
2702 1201 2327
2690 2185 3340
2770 2122 2644
1250 2024 453
2599 2087 823
1323 1272 935
2086 2874 3006
101 1448 4276
478 511 4576
209 1463 5935
2558 2562 3793
1065 555 1035
1737 1494 4607
2188 766 2625
586 1245 4054
2659 1144 799
2322 1658 4919
1644 1828 931
139 314 707
357 2529 3559
489 32 2099
1212 60 1363
1921 2156 4684
175 1546 5888
1453 2289 5639
1005 1523 5438
1078 653 397
2364 2200 16
1034 2984 3662
952 1356 5373
573 342 4064
2577 252 1098
1980 880 5934
2952 1605 2549
560 599 211
2743 2380 1456
978 2443 2226
2417 1400 3604
1263 1126 3562
2588 547 3084
1577 1807 45
474 2921 2816
2407 1208 5959
300 2440 1497
2465 2877 4170
1461 1493 419
2487 1016 2433
203 2223 651
667 2899 1611
1836 2024 1118
371 1246 3747
1219 1846 4231
2679 2019 918
343 642 3687
2816 1948 945
2528 2509 502
594 960 3822
970 185 1184
610 1423 3469
1874 2221 3584
1304 269 3335
1559 1306 1309
694 2095 4635
1929 2299 452
1627 258 2465
2882 258 1994
316 861 491
206 2409 954
2663 317 5150
2298 2978 1684
2856 1635 1543
2862 181 3310
2343 2245 5142
2344 2134 4078
2026 2419 5322
1539 2013 2727
448 103 3214
1866 616 815
726 114 5588
2685 1843 1476
2308 302 5697
2189 1066 4935
731 614 2364
685 2461 3679
1095 503 437
2263 1990 5423
2293 233 2203
2846 2856 4860
2270 1388 5390
2366 1301 3953
779 2373 4268
262 1137 5489
657 524 4628
2008 1237 1071
984 2818 305
1793 2288 528
242 2202 3103
2239 2693 428
2692 918 4301
2988 1674 1762
991 1270 302
2030 2517 5883
2350 2878 3564
2123 1595 3947
128 503 1003
1695 385 2849
1684 598 5695
1864 1869 1324
958 2725 4455
64 2993 3162
612 458 5830
1039 2193 481
2072 1149 4464
739 1644 3603
31 1190 5645
147 1488 1322
1786 1984 3066
2879 2746 768
767 2687 802
1776 1057 4890
1546 2194 3594
2115 2477 1341
2106 1493 5376
360 2555 3526
2176 1216 188
831 2563 504
2474 1385 4320
708 1009 849
216 2441 4309
1623 1836 3413
378 176 1909
2841 876 1642
1377 2736 2291
1434 1153 5746
2096 110 1018
164 1042 4592
388 2553 2342
1298 2157 3724
2295 2813 5468
21 2302 1638
2356 2625 1323
249 1314 1423
122 186 566
2532 2490 381
486 1142 2472
1673 1648 371
582 1898 5996
1657 17 3137
192 2388 261
2379 1163 3813
2413 1754 4982
2451 2023 5937
1210 960 944
919 102 4815
2162 2772 3383
1421 1574 2427
1379 2716 3084
902 1511 1210
2108 2419 4203
632 1495 4518
548 2188 4967
2795 87 15
978 428 423
425 75 754
1542 49 3059
2625 934 4301
968 1651 2388
1917 1834 1538
367 777 4129
2742 2444 1183
1230 2055 2294
53 1429 3400
663 1477 2537
2072 2590 5235
1174 834 2881
1687 975 2840
1168 1918 1583
949 2895 983
2862 975 4639
166 433 590
2192 2235 3394
322 1935 3992
1574 525 2597
2731 844 1031
1004 2624 4893
2598 89 5216
