28500 10815
11963 27208 20729
3507 3526 35013
11107 24479 51492
19114 4188 29532
11620 19762 4089
1214 21628 35450
26240 20602 51020
9431 13101 26565
26384 24093 19370
1768 1654 23653
27152 18652 39340
22579 5004 28734
21488 3097 27492
1394 2619 25875
24417 14058 21180
5463 7149 15487
18397 8303 2032
11820 6970 1332
12061 14363 53827
27083 23663 44177
14212 22368 20250
21339 11961 31028
5541 27956 17627
2546 15331 46710
23290 25843 26240
23968 12081 13541
18455 11566 3127
9178 18981 2480
24267 8972 35151
4067 19211 49132
15082 12217 1078
6264 17900 32544
10672 9742 15570
5983 4336 51722
13994 24974 34941
18749 7350 20300
8901 12348 33908
19755 18145 40475
25910 5446 2115
10042 22149 41723
2670 16133 16033
23665 25442 50194
15569 13785 46844
9947 24807 39681
9637 13562 49897
24713 15341 44429
15616 25888 12430
22251 19398 54435
18657 10414 48213
3453 7076 828
7289 3818 43064
26504 21478 55811
6767 3689 48115
8528 22567 11123
52 8893 32292
18303 19903 41364
614 21235 5193
2844 16958 38951
2746 15882 25806
14138 868 13192
3638 10729 10435
15860 18731 1761
4631 11282 29066
19582 27044 4060
17654 18647 12562
8417 21258 5651
25064 8887 38334
25033 27269 741
18067 3518 21038
14704 17234 3193
2818 28378 7994
5371 24955 56438
21028 10650 21952
11179 14960 25416
19451 3234 18700
11621 23526 30847
25383 12918 42299
4432 23993 43566
5554 13216 13805
5419 3795 49694
25020 20045 46456
15861 9792 9484
21690 22542 46078
5665 28488 52032
26207 20278 39773
19715 11591 44390
1888 11680 15492
12907 7832 24836
7948 11647 11535
24330 8349 868
17443 16725 47478
24718 8496 32109
1766 15943 37102
22321 3641 53116
11868 2229 35535
23264 12712 14464
25591 8534 52205
21366 26649 35900
4287 5990 12359
7370 21264 34663
8395 6723 20533
6184 4870 12379
2259 18065 34772
5208 17086 28550
15787 7549 33142
6873 28182 12199
20959 16972 38372
13887 19746 32608
2335 1620 53117
23396 28228 32216
1260 23467 44302
8917 1166 11558
15572 21987 47652
5053 18599 38454
17618 11422 8057
15557 13612 41473
7006 27380 44163
5403 13840 9665
18796 26177 45226
21833 5106 9984
27775 14218 32001
10965 28443 20310
23006 5150 28063
9147 24529 16771
21280 17618 7653
15034 26802 39459
9183 23988 42819
12435 2282 33562
16616 2705 28834
3765 6987 15149
26951 12019 47595
5389 5984 13053
23828 21323 55520
27021 7271 33914
26128 7828 14307
18591 25170 33967
16374 7842 17701
1003 25627 53989
16465 4768 41381
13000 17161 27383
26634 9374 30284
5253 16944 38075
19931 8002 15376
14223 5406 20901
11131 9859 54690
3892 12568 13901
18728 18281 29809
15987 18456 9676
4235 11577 53152
23126 5499 49333
9371 24912 47209
25865 17142 9623
13863 2865 19925
26213 13233 49913
17249 21665 18360
900 23770 28523
1472 18781 34041
27422 28140 10200
13092 27534 24451
4352 21281 7901
11613 13489 55167
26283 21037 12644
903 5506 43803
17434 2384 1459
21019 5691 17430
5258 10154 20450
12591 17615 55687
16508 15310 14082
8268 18614 22144
3742 5046 21487
8346 18328 11987
8705 13404 41032
5534 18288 33187
9955 22933 56873
19753 25970 56831
16733 2849 23289
10906 17617 20711
22509 23635 15117
5271 9315 41906
4114 24185 32220
13866 19465 36694
18859 4188 1292
2617 9334 28247
486 21010 25023
27586 1809 27424
27681 15834 19192
3068 3290 3975
15813 15736 4957
28367 13402 39298
24988 6769 2939
15743 23956 37057
8102 22114 38376
6566 873 4939
19541 12785 20404
17680 4533 53119
7772 24011 29369
6332 9789 29649
17776 4334 5598
