5000 2794
2543 979 4542
1725 1519 5908
4563 2213 5493
3616 4798 7541
3637 4875 7551
4692 3251 4796
2241 470 9657
4079 1009 4077
708 752 7272
4646 428 4565
3685 1649 7328
3908 4583 7421
1129 4297 6830
2124 1098 2154
4329 4118 8926
2961 4216 2225
1014 2508 774
1672 2457 1320
3912 4927 5177
4498 2442 3771
848 4385 3023
2339 2049 3171
3313 4120 9810
4963 4122 8817
3634 943 9933
1179 3305 8235
1175 45 7244
1045 3870 5779
4846 1623 6117
678 4758 9821
951 3321 5147
1550 2615 7787
1560 121 7084
1500 1149 3198
4742 922 8421
2217 1559 1063
4928 706 2909
563 260 2116
2133 2188 1291
2828 3856 7610
1195 2253 2039
4447 1978 2474
562 480 7537
4439 2976 5499
416 4987 5602
447 637 8243
1469 3162 713
4620 1573 781
23 4910 8257
1893 3178 8439
2136 1845 6810
885 1174 4479
3380 2988 2929
2390 3534 5762
4611 1897 3365
3443 3132 2870
4228 4097 5349
618 4329 1940
466 2576 1206
4963 3195 6490
1951 4798 6411
3023 1239 9432
2359 1346 5105
2857 2253 1747
3934 2739 8161
3951 3137 7010
1350 648 7059
4809 3488 871
2191 894 2444
1746 4858 9356
2953 4789 5783
676 1735 7807
2027 2164 6024
3310 1317 5217
669 2815 4111
1490 2970 1693
3236 3268 1879
3177 4961 8047
3477 3546 2479
3545 927 5685
347 2389 7499
3145 4953 6204
4958 3758 8025
1869 1281 546
1954 2772 1484
3825 1169 5433
689 2781 1759
1467 3319 1595
4364 589 6951
3662 1396 6471
1818 546 5057
218 4143 9147
2358 3093 4303
4265 3136 8667
1898 1443 2494
4873 2436 2714
4041 596 9879
4786 4675 5939
3143 1437 528
746 1064 8456
2359 95 6228
3304 2869 6404
356 1049 9696
3927 843 9576
407 4855 3595
4396 3865 831
3071 1613 7317
3920 33 4262
192 4839 6478
4104 3466 412
3528 898 1981
4858 1993 1618
1758 4220 3007
1257 1684 6186
1239 1073 813
4150 111 4850
834 4711 6586
4137 2032 4518
3490 3520 2881
2667 2166 4403
4661 3633 5496
2417 734 5488
117 3573 8510
1333 2370 5317
18 4017 3426
2808 1973 9290
2195 2750 5625
2989 2297 113
1090 2639 4493
2185 616 5026
984 3705 3445
2830 220 1096
3483 2979 7098
523 4737 9565
3795 1658 3752
3790 3749 300
943 1412 7011
1296 751 9744
1297 505 4480
2556 581 1077
3613 2493 7446
2406 1430 8132
1716 2009 3458
3179 1330 2440
1292 4212 8788
319 2818 4208
740 4771 4037
694 1290 3384
394 1414 5921
2320 559 7870
4165 3369 4697
2324 4201 569
2493 4944 1801
3171 3150 2021
2452 4311 8024
2627 2966 5001
900 516 6036
2996 571 3825
1888 3899 1876
4437 2439 8373
1743 2912 5622
2750 487 8592
1803 1184 6199
1925 4629 405
4971 1254 8042
3220 4539 4286
2041 4590 6372
4497 3051 941
1732 4092 6667
4894 4244 2636
4460 1630 3791
1026 3525 7076
2037 3397 9930
32 193 699
4238 3087 9876
223 2853 5160
4182 2907 7930
993 323 5301
3662 696 2917
2511 2180 1795
831 4342 4348
1214 1599 6110
4096 1715 4438
1336 2625 6631
3276 1452 6041
2341 694 6988
1847 4865 4672
1334 2499 4296
2434 3483 7388
2879 768 6379
1550 1035 4968
1208 4493 5478
4325 456 5328
342 4310 8790
1488 4943 9641
4922 4559 8549
2775 1581 4244
1706 3126 8497
4909 2328 9018
201 4084 5259
1681 58 9922
2877 3602 3411
3125 3026 3403
2471 2320 2415
3418 2229 9865
486 3136 1210
4625 2616 34
3710 4838 1170
3200 4040 4346
164 246 3846
3924 148 7266
1877 2965 8443
4960 2852 4483
3586 4378 8896
2138 4631 7118
2616 2216 114
3219 1479 1021
3794 523 5791
175 2649 3670
3476 352 1177
2980 3188 3802
2929 4659 712
518 1930 8298
4511 4241 9985
3439 3238 3923
3375 702 6784
2604 3802 3978
519 2958 8264
3746 603 2220
1844 86 2495
1043 3559 2028
329 4727 7236
59 2021 1275
784 709 3768
450 2226 9922
672 1702 7873
2957 4813 5757
4081 2925 598
2897 4488 5558
4254 2519 5067
4891 4963 247
2792 281 8412
1379 3511 4530
2659 278 6140
108 2168 8286
3164 289 7004
4374 554 2644
1067 139 357
760 3427 4136
2211 912 5603
1119 1096 9663
2243 1587 4159
4198 4100 2747
4478 4399 2438
1781 1736 5134
2387 4285 1137
2313 913 8928
1572 1730 8721
2619 1748 2461
2789 4614 8433
4049 2572 7253
3684 333 9703
3966 3597 2865
2275 3423 2176
701 2954 9562
972 1711 3527
2947 2609 5333
937 4140 9200
2242 4581 4892
714 2451 8011
2186 1281 5403
333 3178 5504
631 982 3482
1496 707 4154
3763 1321 1124
123 4012 6941
2893 4626 948
3967 2292 6880
1370 3259 775
919 979 5756
4675 4690 5022
3709 4195 1755
4120 583 3446
178 2109 5589
3552 3084 8009
2343 3372 6914
1411 415 1226
4617 1478 8153
4094 3425 855
4432 1073 7911
2668 1647 498
4659 3171 751
4354 3041 7021
4144 1833 4764
433 2983 8921
2888 3935 7906
2585 3920 9774
1 3795 7113
3387 3311 4796
1601 2131 1152
4085 3900 278
3674 3778 5545
2012 4636 76
3742 4662 449
1505 74 5556
4780 2788 4109
2826 1848 673
3225 1220 4092
1420 2675 9614
2236 223 564
3466 24 8935
814 534 6495
1042 4589 2060
1815 4151 5992
3948 1330 5573
2318 1674 6470
4159 3188 3399
2220 1441 6
533 649 1518
2795 3371 1154
559 3793 2476
4056 1371 6560
4465 4879 3233
3590 825 1096
1256 2391 629
2681 3331 5492
2206 541 789
77 950 4386
2386 4767 841
3892 3208 3832
860 229 5751
4354 4789 4783
2128 1101 1676
875 2627 6766
3904 164 9791
2300 3733 5074
3851 1277 8028
3197 3041 9418
1112 4674 8742
1320 2465 5185
123 2698 7074
883 231 9180
4964 2658 1834
1858 598 282
1845 4722 9890
1634 3100 4847
2086 3373 2446
2177 2919 179
1797 662 6555
4932 519 2023
2580 4805 6885
3230 3036 6152
3857 2351 1849
2435 3863 7175
3081 3538 2255
4202 3077 5008
4747 3901 6659
1258 3512 2089
3827 2719 285
4715 1083 1105
407 1856 1548
4551 1379 1544
2033 2137 4853
2322 4862 5531
4495 3499 2477
2688 3162 1808
4343 1052 2729
3626 2543 8000
257 169 143
3435 1803 3720
1274 3714 6538
4684 1834 4317
3852 2484 5162
1337 4060 4081
4572 2597 6279
3933 1693 102
3133 1808 1409
4277 2374 4166
569 3885 2121
3671 2370 3511
1213 3014 5465
4230 2615 3258
4035 1390 441
4854 3823 3016
1297 2013 6713
1602 1787 596
3113 1650 6908
4859 1167 6015
3724 4726 2705
1810 403 1307
2890 971 5343
4331 2882 8679
3064 2969 1682
3369 3942 4465
4308 2235 4672
4712 572 8116
3780 626 6110
4046 2951 8584
656 447 5767
1569 4192 1126
1274 2498 3602
4856 862 3631
4312 209 909
658 3575 9533
4916 2121 4261
3586 4277 6810
246 2943 3884
3155 1325 1367
753 3862 3329
4107 1118 9244
1512 1946 9195
4644 1509 4041
4632 1632 5784
327 3522 3390
4680 702 1229
2133 2243 3444
2057 316 1718
3898 4264 2660
3493 2535 5725
1037 890 9661
4691 4421 2999
2524 533 9010
1200 150 9660
123 3731 356
4500 1322 9023
111 2341 8116
647 659 7899
4377 2624 8919
4330 3688 7086
1536 3402 6544
3575 3093 4399
4440 1138 7087
3180 387 272
1735 2726 4693
804 4536 6355
1951 2730 7642
2198 4836 2285
18 3605 2179
105 4121 5531
3147 103 7033
587 927 2843
4639 2712 4260
1900 2549 2036
1674 1854 9104
3533 1159 6023
3517 2165 379
1357 2855 8488
4030 4125 6217
2715 329 2704
1021 2386 946
1646 4780 7214
4918 3544 2894
4456 4342 1506
2140 3616 9621
1649 1677 1542
2527 154 3493
892 188 5790
1314 3393 902
3392 2901 7620
2771 1387 6898
3597 432 3166
4376 4609 5557
2802 2992 6940
1263 2268 461
1170 493 3778
833 2012 2460
1063 2993 1429
2642 3014 58
4732 1475 1376
1755 147 2629
3072 3068 5714
2294 4124 7034
1812 3932 2585
4481 273 1650
1491 783 5553
2087 4721 8613
1068 148 1194
3677 65 9569
2922 2382 1062
4485 2713 2084
97 4809 2344
1224 867 4944
4364 4645 2106
1450 4602 6336
1730 2819 7681
2410 3390 2689
2930 4911 8401
2144 4330 6467
1019 3790 4192
4977 4978 3331
3155 4069 6189
214 30 1735
2238 1706 1579
482 2572 8953
703 2210 8602
2808 4705 2946
1093 186 4408
1266 1481 8319
3474 438 6473
1905 2160 6499
4471 4452 9032
2675 3242 7946
1303 1499 3202
4774 1547 4814
4836 1059 1943
3768 4175 1705
2715 2677 5473
2599 3984 419
4629 3870 7931
802 3413 3578
437 3430 5450
1474 1064 9558
2568 2018 4023
4476 2047 9484
3129 2979 7647
2219 2354 6330
3141 1941 7390
4888 2427 2866
3807 2116 8470
2037 204 5443
2837 2776 2948
2732 930 1013
366 2617 1580
2008 212 57
478 2900 1632
805 859 8913
1065 3434 1732
3106 4797 9058
4178 3117 4319
3160 4367 8995
2457 4466 5053
3275 3257 7136
2154 1976 9307
4139 4082 8982
68 553 4495
451 659 8672
3057 2377 9498
4063 4633 7564
4390 2786 938
1666 218 6677
523 600 8214
1327 2354 8569
4908 116 8644
4265 3090 5472
4674 2749 2209
4543 4312 731
4722 367 5342
2764 4620 5785
966 1256 215
2548 2425 2835
1964 1384 6372
1172 2673 606
3640 1468 347
532 3837 8858
4371 2729 6395
2691 1032 9998
4199 2277 7423
2847 4254 358
1271 4476 2035
4524 4199 9592
1736 1924 1088
3730 4338 9244
910 695 4399
196 3129 5691
3170 4318 1568
4490 1492 9419
1668 2339 5206
3391 4267 3774
2277 2365 5597
4442 190 9384
4257 3913 6483
1638 160 6014
4212 2621 6072
3810 3105 2033
422 2532 3403
2091 3879 6535
2071 1688 7883
4609 3104 1368
2572 2898 4832
3447 2683 8654
2502 1709 4203
3212 2055 1135
4382 2858 8024
120 146 2850
1482 1698 3366
4749 4072 4005
3361 1657 3543
4388 4364 6936
2364 616 7030
3115 2592 3619
1054 4643 3833
2038 1040 8843
4275 1419 2385
4001 4968 1108
232 1576 2664
3189 1886 3861
161 2854 5333
2110 163 1617
2686 1925 1824
1911 4893 6429
4036 4050 8634
1519 3553 467
2640 1485 2335
4015 2487 2689
4622 4808 2152
1404 1009 4097
1123 3160 772
4149 1406 6862
2821 2747 8576
1368 4500 2784
4554 2949 4577
3098 2088 500
3367 3479 3932
2255 765 5342
1770 4761 5210
961 4283 7629
