23000 15934
11396 18832 11342
20270 17673 20163
11963 4196 18585
3511 13947 1470
2094 3616 37294
11757 16163 18658
21678 8572 45577
22436 7691 18316
15656 1979 11758
20748 10184 30108
13089 11551 37013
21568 4004 7509
10929 5198 5825
12836 1198 39785
4436 1353 26534
11800 8612 4578
21980 2247 25155
21612 4679 8615
3286 6005 7580
4740 17196 27894
5502 9892 20388
9183 20771 24721
3733 6554 3727
15213 22025 33023
8884 5704 3107
13485 15177 10608
11073 11596 32868
21765 7927 4620
14350 10481 33460
21727 16111 35361
9087 15464 41294
14736 8853 31235
21834 14615 17348
20732 15154 33673
12099 13618 41827
16310 16539 8457
19656 42 34033
318 2098 34834
13669 18052 21095
5646 15773 39595
13485 20142 8221
4661 16723 17916
4081 14239 2670
17479 5488 33688
18838 5918 24201
15146 2221 8597
17146 11767 3225
13509 10894 4399
7927 11697 18389
6943 15742 16606
7051 16694 34268
19786 21224 14511
17620 2952 37151
8687 14948 1889
5007 4782 38995
7701 9568 11397
988 15502 4808
14260 17069 43550
3829 17055 22249
10644 9593 40304
21664 2239 9113
12239 14251 20105
18748 14444 27566
2987 13553 19554
2813 9741 31596
14066 4441 32451
20203 13164 45614
16939 12824 17914
1189 9176 25790
5184 20165 764
12812 16760 15259
1212 5640 15421
518 19243 6591
16732 15778 45959
7297 13140 15682
19425 22486 25191
17346 89 6724
13611 19248 18577
20150 6225 39777
16746 821 17730
8963 15460 2339
6554 5102 43696
19506 12677 43466
13522 21314 34280
10741 16871 17962
10571 21188 1127
22673 1590 45637
20166 17 12484
21480 15696 11290
13507 21341 5422
10739 21397 2594
21937 5717 4399
5584 16765 3005
4554 20090 5197
18871 7569 11675
15987 6172 17997
9934 12905 27501
14278 4223 2012
10328 18202 25986
12575 19366 6994
8213 13980 26439
2596 8147 38635
22016 9226 38100
12809 21562 1211
679 12880 27635
13310 9705 1348
15977 11126 37168
17322 3653 23992
15434 12692 35540
19353 8910 43833
7560 6853 3445
4824 18962 7438
1447 18128 15182
21962 7811 22131
20616 12149 42661
2531 22387 39975
16939 10573 2992
