18500 16649
11994 4599 19645
14530 4508 36802
13780 18310 27349
1064 16079 4808
11358 17878 33000
11008 1759 2753
8101 11245 16693
13307 11406 1756
9705 11734 2880
16708 14721 32012
9055 8603 9394
3390 12087 6034
16950 5653 32664
7633 16490 4189
2686 2744 7467
14297 5559 323
14487 4520 36149
6710 8742 8620
783 7822 5395
6309 8456 15994
14458 10126 34343
8540 1193 29492
15941 4863 36044
533 4147 19448
8130 15582 2733
13741 2976 32831
14569 14317 26289
13587 7696 32494
6007 4747 27448
7973 8013 10107
18091 11093 23951
1726 12732 27662
8780 6609 19911
11814 15195 25541
2502 520 13520
14830 8207 8900
10734 4290 17991
13334 11042 21399
10169 12986 21246
2296 5703 13411
6804 8264 8487
4563 6503 21754
5773 2248 21354
7422 18209 31696
13743 7424 7825
11466 8388 21875
10633 12940 10529
3450 6018 3437
13543 9132 9734
16214 12966 27815
14342 16557 21046
5864 14590 17836
69 1379 2646
1639 4387 23245
12967 10232 26328
8770 3044 20619
14116 13873 23935
16969 9345 21274
16820 139 23344
5639 6525 17604
12005 14208 34627
1897 483 15465
9612 13030 1451
7142 7654 1762
8071 2848 5607
14077 14281 33522
11366 2962 31485
14260 5264 4691
8616 1931 33029
16627 18354 4227
17924 10302 25056
8949 13546 22358
9992 13085 8862
13791 10909 17272
4932 7259 11389
17392 8645 10288
15470 14056 26397
2329 13819 27357
13968 15797 31760
4304 5577 23858
11363 8086 29878
12251 16075 20222
11128 16462 4898
8289 9698 9455
16741 15109 10081
14560 2387 16350
4705 9229 10403
2096 8574 25712
3210 18230 21142
10621 5452 24782
4658 8110 16530
4719 4914 13728
6723 7619 24243
12368 9891 8542
11459 14127 30368
13198 674 34484
4941 2454 11146
2567 2373 18635
8221 13416 21443
13941 14469 29197
6444 17631 9409
13216 3480 22359
15623 3636 23865
13092 7598 20043
14348 6246 18415
7797 15556 26905
15374 6837 13365
10790 760 2605
4177 8702 2729
6732 4861 23904
17234 7202 9623
320 3995 10844
12147 17969 32063
8365 16548 30918
3922 14965 33658
11522 11606 4097
14068 13981 28675
10449 6270 10725
5878 2733 5926
10783 6697 1301
9845 6039 28474
3761 18421 10159
13542 14674 7204
