8000 6148
6106 2882 5621
3067 2584 15939
7685 6443 12173
2388 2495 3689
3256 2429 5282
5401 1968 9661
5557 2075 12558
938 3923 7150
7007 5619 1950
6964 5447 8409
6884 6274 75
4479 3982 9559
1118 4636 8860
550 3587 3288
4611 7299 7244
3313 7096 13888
4763 1453 3353
1774 926 1507
2904 2854 3078
4788 6749 13205
898 2206 3012
6627 5185 545
5533 1006 177
2404 2034 5031
957 164 13965
1905 4619 9030
5560 5055 7367
6160 7047 11272
3180 5986 9991
3501 546 11835
4681 5487 7756
2165 4754 3996
5516 6462 3176
6665 4491 15280
215 5465 7685
2169 1472 8747
7518 7293 2182
4155 5942 12377
3290 3053 4324
1087 505 14603
7351 6244 4776
7036 4212 1424
5504 1569 7036
1153 5324 6925
182 2532 13913
7824 6885 1014
1837 4087 10357
2276 4592 9230
4513 4987 5873
2966 2051 2847
7649 4364 3721
2969 6660 5245
924 7947 2408
7876 7134 11235
4550 2672 9604
6169 5583 5276
2322 813 6414
1458 5524 3885
1039 7111 7769
2823 48 10356
2583 2166 949
6225 4684 14400
3345 2094 4321
4650 6072 12056
3396 4709 4685
3592 1508 9919
2435 1996 4028
6047 1907 15491
3867 6490 14822
1828 3251 15727
1673 2747 10368
153 2177 8931
469 5733 13046
4037 7841 5013
4551 7287 4945
3894 3026 14418
85 6171 9719
5105 6742 11665
2927 4963 8977
467 1953 3526
1851 6157 1745
162 1146 14358
7806 5038 13695
1603 311 14717
2882 828 9936
5019 6465 679
7304 3224 5960
4894 72 7577
5251 6903 2560
6153 2757 9347
7525 2397 7944
4740 5996 7522
5524 768 7817
7759 3926 11107
5109 653 673
3589 2219 707
4150 520 15813
7372 4425 12390
7583 3196 4065
3544 5890 4396
4655 4837 6828
4376 6992 4805
3477 6206 3626
838 2325 428
5459 948 14258
546 6375 13906
1120 6887 11839
3450 4864 64
3659 2128 14218
737 760 12205
6659 5251 8170
2434 5264 901
3580 5772 1199
6162 7834 4847
2201 6647 10076
2366 6325 11080
5371 2159 1504
2814 6943 9547
3465 7830 13931
7210 2503 11555
1811 55 5342
829 311 8036
6660 7701 13816
3026 6541 6384
768 1210 9426
2771 3781 14986
3096 4727 5395
5776 5252 11391
1646 3066 11556
2481 3290 7850
7588 2576 15163
177 3665 543
5360 7937 10366
4958 7478 8712
4930 1434 14732
6326 3603 6397
5301 3487 749
6330 1353 3930
5287 2583 1090
804 6515 8531
1063 4034 2541
541 2602 7350
3938 7105 11915
1974 4161 5665
3779 2995 11505
6462 391 445
7639 2496 8788
6906 1338 15571
5356 7506 6294
3562 2876 11544
2080 6217 15079
7270 4291 10949
7577 5603 11533
7930 579 10298
7433 2915 8002
6356 1169 14939
7387 3051 4054
7882 5359 11223
7762 6474 2604
2385 5249 3141
7653 3567 12839
6229 296 1874
849 2915 3776
1466 2337 5438
2126 1299 5106
7063 6663 10931
1554 4232 11244
2464 5432 10825
2603 5410 13272
6029 4936 14013
117 7683 13319
4289 7532 14871
6088 7617 13922
2242 680 1501
936 5064 10136
1438 3774 7812
4143 4665 12192
4396 7466 11312
5222 508 11904
1304 1140 5994
3166 1376 7708
2021 1868 12310
7753 5384 5702
173 3860 1994
819 4782 8303
7606 6585 510
4771 570 12363
7011 3528 3537
4953 4942 4612
5290 6763 8231
1614 5080 14373
3286 5755 8917
4298 4534 5895
7268 2905 1766
3548 3947 9024
395 2336 7246
3322 4988 11363
5011 1594 4605
2715 6193 1538
6742 4064 7669
7682 6433 15953
2026 1439 9868
1951 3723 3059
4204 4819 15601
5731 7799 7774
1832 1307 15302
4055 4951 2376
2899 2095 8518
4400 3306 3715
5514 2419 791
182 2563 3723
549 4770 4691
5156 1737 8748
25 4175 3155
3811 6743 9397
3365 1890 11079
3260 5947 6580
5733 249 3230
1323 6754 3150
6519 4084 6476
3433 3498 1281
6625 4010 9500
1492 2033 9197
242 7792 3946
5620 1001 13183
3505 1805 7666
4311 4172 8656
5571 63 2155
1749 358 12837
2189 2967 11946
3007 4309 8609
371 5121 8327
5745 5215 8098
5333 3431 11294
120 2794 11697
1496 2446 7165
2646 2484 10728
823 7413 11284
7819 846 9766
5213 7899 3113
1316 5127 2904
4375 5647 6364
6113 7853 4927
7772 5031 4079
5047 6440 5800
4153 2815 8956
6880 1446 317
5542 3650 1077
5997 530 6328
3878 4098 15284
2642 1055 9161
421 3282 2479
3242 3671 6524
596 5361 5594
4929 7414 1833
1513 5643 14943
116 7897 1058
5534 5638 6056
5797 7557 11383
43 2971 5576
5435 6447 6738
7741 7918 13833
7127 3604 1757
381 2370 12027
7250 6318 8989
1549 5609 9710
1478 6388 15436
1445 2763 7584
5790 2075 3460
2467 6871 4005
2295 2626 1557
5967 2275 2997
1919 2109 11469
3776 2739 3742
2873 5057 13292
3342 334 229
3506 7121 13953
3564 745 3069
3483 874 15372
6814 5417 8847
4944 7695 8599
3127 3002 14066
4512 5621 1863
1834 3305 7540
3709 6208 9775
3367 6207 9281
6027 4852 12607
3658 2910 14399
5404 1845 11112
5955 2647 14277
270 6287 2868
3956 7880 3233
7109 3898 8165
5978 3415 12762
3868 2799 10697
2959 4652 4133
870 2371 11699
3043 749 9429
139 6735 6123
7356 4245 3121
342 1016 10535
520 6031 9409
218 2792 5116
7484 7174 13713
7154 5868 13485
1875 5571 14174
2977 7650 3065
7480 7779 106
7603 6412 10898
4870 6613 10527
7436 765 14842
5636 1234 339
2860 2863 9281
7265 2348 4779
2787 2276 1954
474 6381 8116
3386 301 4551
6998 2892 10065
6123 4010 11185
756 2207 15566
7454 2961 6278
1395 7855 1671
2699 5082 4168
1717 1720 15255
3646 7812 7983
3526 606 13908
4798 862 1921
1299 3136 2937
6289 1414 4213
1458 3470 14302
6463 6493 13475
7139 5313 1351
5412 7673 13604
2546 6961 3464
4012 851 3918
3472 7729 15962
471 4042 969
5421 4211 9728
4712 3404 7761
2314 5731 3657
704 423 7723
432 775 297
1968 558 14642
7457 4469 3855
1608 4501 5376
3851 1493 2921
2545 4691 295
7817 7999 5542
4077 5296 10149
621 4921 8333
7706 2828 10958
738 587 8628
2811 1116 13669
6236 5936 15161
1086 1571 15796
5091 1570 5561
6442 1503 2212
7607 924 1587
951 5779 11760
7184 722 11842
2535 7785 6461
4289 305 9819
3926 2891 14477
2194 2937 5588
6560 6223 15624
6515 3737 3982
5246 6685 1001
1083 3213 9233
3202 4776 14310
6152 4299 2279
1416 3129 14142
3864 3083 12012
1386 7919 9411
274 5552 1069
1218 6827 8243
7908 4411 7786
1534 3729 15948
1267 6482 9135
7 1747 5346
5594 2779 8872
5573 306 14866
1487 669 323
3682 7179 1314
682 5878 10457
7998 3550 11670
606 6195 218
2553 3217 9869
3997 3535 11314
2134 7741 13936
2510 2246 5796
4357 1620 236
4177 4429 5936
2658 5246 8364
5163 1826 5575
4890 3247 8320
6141 7069 2122
4679 6546 4530
4166 6831 15441
7760 5618 8176
7258 4148 1719
5663 4439 10904
6615 6270 9055
3700 390 13183
1546 6521 8864
5993 6035 3692
4429 5886 6182
6490 4677 4403
6369 1966 10013
6292 2794 2719
6277 7652 5667
2953 6320 9158
7843 6374 11739
6261 6632 14863
6072 6124 14431
3284 4062 13496
6748 2516 11162
3881 5598 14232
4483 4045 9544
1800 6302 3518
5650 7142 6181
5161 1248 10437
3173 196 8697
1974 6328 13187
6154 2122 7335
6404 6218 15645
1397 2091 12895
2167 6700 809
6391 925 10555
3755 3700 6560
7187 5823 6808
6536 2490 766
4274 992 6884
2657 3128 11913
4496 6535 11554
959 1578 13997
7197 4848 4286
3373 1606 13276
7634 6937 15612
4733 799 14511
6377 5456 1476
3279 3810 2756
7338 4947 4338
1464 4253 14772
6391 3131 14361
2761 5934 10595
2909 1734 3276
4416 360 3617
7877 1894 484
3878 919 13769
2641 855 14333
5567 7832 14765
2972 2314 4170
4265 271 9312
589 6600 8815
1390 5882 5900
5129 1171 242
4359 3748 8750
763 2839 9850
5813 6079 12999
7245 5947 9348
4459 3852 7464
3119 5270 10306
5817 4061 14721
7323 1199 10880
165 6811 2837
7585 6225 10336
7628 284 12115
6683 7301 10758
231 4096 15928
4710 5974 3560
6364 1728 10245
69 2446 7137
7906 4512 14561
477 5720 13819
