2000 860
319 1830 2095
243 978 2549
763 1189 3062
415 41 2260
638 1815 1597
482 1253 332
862 754 3432
616 1462 429
766 1560 601
385 1987 2248
1991 854 2821
69 145 3068
150 672 2550
582 623 1460
331 1194 375
1039 1828 3794
1255 1612 70
425 390 3889
136 360 3526
882 1320 3182
1570 1174 2046
1037 1056 1165
318 414 3865
1634 875 3280
565 1764 1153
1428 433 2085
720 1661 2565
554 1810 1561
1180 764 144
1981 1765 1938
1119 1672 2811
680 1717 2622
196 1205 2770
789 1025 3446
1179 1793 1162
1123 1482 524
1515 1557 240
1312 952 2115
905 435 2045
14 603 1846
1983 1196 1743
1750 466 225
1650 776 1276
599 754 766
79 396 274
1141 91 3791
738 834 1235
1487 257 2708
684 1710 2957
1382 1485 1758
1181 211 2207
645 61 2853
6 1318 3012
885 1023 3177
1389 259 243
1181 1120 1958
745 120 1762
112 667 3019
1349 1587 3983
1308 384 3534
1910 1781 1445
427 259 1748
584 415 982
567 191 3598
512 1957 3735
496 650 1048
677 184 2240
1416 266 2395
497 1399 3467
1734 1532 3516
663 469 715
588 964 3294
1475 1045 2862
280 413 521
269 723 2517
1530 416 1601
226 1521 3797
796 1380 755
1029 638 3693
1072 631 1014
1900 714 2335
1939 1913 2474
217 1371 741
510 1881 2082
828 1346 1217
1815 605 1680
1344 692 3782
940 415 2529
1173 300 3794
1218 1071 3542
926 206 3574
273 342 3057
1847 1295 3518
691 1696 934
266 396 3604
1778 845 3959
1765 771 1904
580 1122 2412
1755 1914 3632
802 1410 1356
1126 1795 1418
689 749 1750
666 1154 395
416 1213 3621
505 486 670
1826 1576 737
722 310 3503
441 1387 1991
1239 182 1914
1132 0 2731
366 1489 797
54 854 3179
1290 1316 2857
554 83 3595
587 0 3103
1494 1305 2207
537 947 1473
1140 621 2355
1233 1309 3425
1753 260 2831
1899 638 1667
148 589 3159
805 842 3630
1321 1958 2879
1796 378 947
926 445 553
133 204 634
1895 1237 1960
112 132 1924
1472 897 329
332 1318 3178
543 1836 611
1101 503 2653
1776 320 3641
1069 701 2760
1555 543 3465
182 883 3368
480 1046 3532
436 256 3505
736 163 1349
1738 253 1334
1680 284 3547
1786 1279 1299
453 1783 2248
595 1656 1880
602 60 3149
1148 719 2216
1886 1137 3906
560 1554 3728
76 1150 3709
1174 1933 864
1529 624 2093
544 13 2695
1080 1255 92
935 1617 3682
696 1871 1546
98 657 3270
644 1848 2863
1437 1301 2352
288 1650 3045
761 735 813
165 513 1521
872 1022 2398
413 1873 400
465 1194 1965
1870 1785 1401
1625 1762 3169
1803 495 255
1727 1677 547
831 754 3095
3 1816 3306
653 80 2939
223 804 1862
761 189 1634
1291 662 2822
237 931 2785
1551 1522 915
1051 726 3346
1015 1310 37
1603 887 963
450 1899 654
35 1280 1877
100 1533 1622
1362 610 3891
275 1489 2345
452 677 2429
700 1959 439
1088 1712 1530
1525 1659 1274
750 235 2990
1683 1477 2126
1865 390 3645
1553 1952 2338
1919 920 2708
752 1666 3209
1465 1506 3234
1149 1426 2596
1744 71 2814
1045 578 2891
1548 662 2727
1677 361 616
1650 1427 569
1889 1271 1206
13 1904 3544
1785 537 302
634 1275 327
1255 1856 100
602 931 3882
510 74 3058
1201 1137 3675
124 1746 2186
924 440 3676
29 1278 1901
341 884 3656
1700 1810 2938
1470 1192 3474
1155 511 1037
195 1690 2187
1308 815 1669
911 1407 1269
1826 1933 1604
1664 262 2325
1506 1574 3895
1489 1390 2523
263 71 3582
1103 1568 957
868 131 997
319 217 695
919 288 2201
1517 1103 635
996 1919 3572
458 171 1009
1479 225 3194
379 1376 1179
1736 1535 2391
689 867 3501
1648 140 938
167 1868 3390
659 1311 3525
716 1105 3746
247 319 1811
410 437 1116
1030 1252 1387
119 1576 1858
1288 1253 2158
785 1175 2417
1887 174 1138
199 739 3604
3 949 2944
891 849 1609
1212 158 3174
440 363 2238
937 1853 179
1139 1596 3283
1460 531 3767
626 1661 1914
1598 836 826
1566 1990 2994
1705 322 454
1112 1297 3308
428 1679 3681
297 1585 557
376 231 957
141 45 922
20 1687 3457
569 877 2072
621 1694 1675
1512 648 3962
431 920 3128
1848 1091 1372
1166 1303 466
75 350 3722
581 1950 3973
1138 1001 1694
850 646 220
1675 1644 184
1866 1306 3269
102 890 1541
1940 690 3202
1417 1757 1591
979 1112 2637
1284 814 1387
980 1519 1584
750 1339 488
1209 94 1696
834 469 660
52 1976 212
805 722 994
1248 715 3578
1735 1585 3717
702 1035 914
78 1572 2732
77 247 1571
874 1751 2198
412 935 2380
555 1860 89
1115 1700 571
1035 615 1297
389 470 530
742 1551 2626
1979 918 2015
1170 1804 3555
1047 459 69
754 791 29
417 1644 3300
305 1742 3847
500 1166 490
1091 1869 2568
1072 392 600
1506 1688 2737
607 1338 3941
1787 1916 3296
1591 897 2789
622 468 3053
600 1590 2620
870 159 1545
1042 546 1554
1945 1888 1156
1789 1693 963
434 291 2570
1491 359 1770
1508 735 3158
1920 1747 3864
895 1423 678
467 834 3344
7 1820 1674
1164 1220 1355
565 1743 750
1037 1659 2464
446 1053 3819
176 1117 2493
375 1609 708
1271 1423 639
1722 603 3259
1006 756 2267
188 84 1453
166 1979 1121
1878 1168 2347
275 675 1275
1451 1755 2278
109 1574 3746
898 1772 3498
601 1844 964
1496 1407 402
1562 1278 1033
1310 818 670
944 434 2777
1297 402 3977
808 1641 2785
1972 212 1348
920 1345 2921
1008 1214 2911
1093 821 1483
1369 271 2574
1616 1869 401
387 1036 2328
348 480 67
499 689 158
1937 666 167
1172 1693 2770
61 1185 2207
317 84 2921
803 885 1376
550 23 3130
104 1846 2784
1122 1745 3188
1946 475 1638
1457 868 580
71 1828 1846
1537 1583 330
1183 750 1733
18 1810 3291
1713 955 149
1839 418 2197
1500 1368 743
1208 704 212
1471 1918 2013
1495 768 204
24 1393 597
629 30 1079
1433 1159 1030
1818 1734 2514
109 695 544
33 1398 3829
1350 1868 2392
1027 510 1818
438 1148 401
358 879 1539
1125 1098 543
43 1219 2832
1741 663 3646
658 1301 3287
921 49 267
0 898 1487
860 181 1302
1099 384 710
822 1348 1751
985 322 3795
1835 23 1224
1251 1443 3414
1920 1121 3964
382 883 1568
284 213 1338
1726 1222 414
1452 853 922
1896 1799 1122
1305 1430 798
1525 331 3671
864 1772 3607
375 1117 1483
628 718 1155
1977 331 3933
1554 10 2379
725 1194 3575
381 1766 2799
1464 1923 2019
751 1854 1439
131 338 1792
970 883 965
941 808 3488
1171 1795 2997
432 1288 1185
1968 1137 1696
1576 707 3463
1910 1019 3336
1538 133 3826
923 538 3733
1370 1595 3571
365 526 280
1789 765 2772
240 727 2892
1806 832 3274
184 1618 2039
441 573 3043
383 1115 2408
829 1022 877
830 1768 2511
644 351 554
1094 1246 583
421 80 3279
1468 645 1300
1948 1010 1593
991 319 3630
370 1307 3995
1981 251 138
907 1682 3213
1351 1205 1723
504 1995 1843
627 1033 2677
673 1791 2724
1086 511 2646
856 28 2485
1632 1402 767
143 968 3639
1502 431 1193
487 239 195
1593 1022 1269
1274 1780 829
1299 1130 3009
1504 833 2568
707 1123 3238
382 54 341
791 1335 2708
998 1811 1722
221 461 1812
1093 1396 2822
609 1171 1352
462 916 36
1184 148 3849
1182 1040 1982
456 1234 1559
1140 936 258
178 208 1476
1421 225 1852
608 1067 3125
1871 325 692
1146 1966 2737
193 1513 988
1646 716 1599
920 750 1536
1579 163 1256
518 387 858
280 1610 3055
668 1155 291
123 1472 2325
791 1349 2766
1533 1749 1409
1635 556 799
1739 1816 3868
420 1572 1910
1477 1057 2314
711 371 369
1986 1117 1122
1832 1471 643
829 1999 2842
95 1862 366
643 159 318
1453 1608 1728
422 161 1040
408 1387 3158
1170 722 3335
663 1895 3219
243 1375 3263
114 1939 1402
734 1803 2559
1924 526 2669
863 434 3245
1631 1237 441
209 1904 531
185 1525 53
1883 1501 962
816 440 3922
1263 222 3165
1792 1596 2751
709 1986 3882
1064 1063 3552
1563 1330 1233
967 1685 1549
875 1952 3543
1828 588 3088
618 336 3217
1798 118 1258
902 385 3090
854 178 1727
1483 1828 379
287 643 889
1343 729 166
1098 47 1871
1583 1313 430
861 1402 438
415 1879 1105
1585 1684 755
877 1703 1788
951 769 1414
1808 1938 2250
723 1730 3318
746 1727 3669
597 386 657
1021 1227 2151
1194 699 568
1108 103 2912
443 690 1190
474 634 1292
253 328 2437
494 1601 273
1051 423 3812
1195 168 474
935 87 931
1968 634 1009
328 1555 2587
1223 1639 218
1077 1472 761
1020 88 1158
1970 1461 3147
1954 1329 2835
508 1322 3892
1331 577 1084
975 1146 1800
186 1159 3260
1499 1404 3624
1355 91 3769
786 982 2114
360 1182 2464
417 70 3933
937 1171 1457
972 790 2445
131 1334 2818
1965 1037 105
1163 1008 3289
1151 1362 884
950 86 1176
1182 290 3102
1224 1807 122
1626 724 375
1352 776 3750
1424 1309 1955
200 462 1309
666 974 1050
256 1922 2639
1348 69 3650
1552 1537 516
1827 793 3559
1432 1600 1208
336 981 1131
507 1959 2084
1299 963 1173
31 888 3294
504 424 3621
970 433 3917
484 1383 1839
1764 1515 613
1243 796 2544
1483 318 1929
4 137 3637
1586 1730 3904
1961 304 578
1992 869 1474
1915 1743 2961
1799 569 2470
33 1885 986
344 301 3775
137 977 2904
1934 74 2094
667 534 348
1355 1241 3330
1096 1882 1523
661 411 3216
718 303 332
702 1749 3024
927 635 329
1258 1235 913
1343 1010 3167
660 789 745
543 683 143
1225 1744 3424
807 268 2878
395 266 3182
1852 1742 322
886 218 615
1535 52 2106
984 516 2575
1816 1773 2808
1397 1365 162
1392 104 516
853 644 1791
1880 1881 90
1813 1944 1371
614 327 3513
1996 1223 2347
769 1238 1421
1687 979 3557
1045 1800 3573
281 1170 2288
1517 1901 2600
1788 799 3774
1692 1993 1328
789 657 2353
1354 949 1703
531 714 3480
1287 364 347
99 682 2149
717 802 3059
1822 1913 1657
1776 1823 3977
1130 1486 3969
367 240 1201
1627 1386 2684
209 647 1401
1688 757 876
1851 241 2343
139 1681 2653
1399 1481 1841
110 447 1594
804 622 922
950 1736 2823
937 1338 3692
1084 370 1723
607 1096 1591
1495 1960 1146
456 449 1591
255 686 2825
699 570 2105
1542 1363 1828
1753 972 3629
514 559 1681
1340 1899 2577
323 307 2606
1828 1835 672
1730 389 1618
1163 1898 1009
397 868 3404
1619 1603 2000
458 77 1907
1630 1704 159
355 1512 3374
547 1035 1040
1005 244 2894
1147 332 1871
1766 765 326
903 840 1046
1323 1723 2898
673 1056 2458
1907 939 3593
1719 1964 1272
1357 1019 2062
1198 1332 843
1420 95 1194
1270 1148 3695
1774 1462 3473
1866 981 883
552 1578 2709
1925 870 3371
967 1961 263
659 1360 3485
147 221 615
489 382 1167
1928 1837 853
1782 1119 1975
1929 920 1164
1740 646 1433
982 322 2731
1167 85 3322
25 1467 1251
1002 613 856
942 1782 995
631 233 336
303 1678 1236
192 676 2915
1517 137 2513
1084 1642 2921
45 1558 3158
1093 711 2321
1079 495 1675
1630 627 1270
317 1 2846
1529 268 126
1523 90 3258
1703 1105 1143
1806 1835 401
1063 1651 2013
1686 479 495
1892 1762 1550
1977 793 1830
388 1677 102
436 1450 858
245 1403 1671
1855 322 1780
1912 1385 3455
663 1751 2318
840 86 3170
14 1928 1655
190 306 148
23 1835 724
1934 1472 3535
1826 1675 364
128 1169 3331
606 500 1431
672 1531 1124
175 1430 1288
1466 1065 3235
1509 1458 3917
1903 316 1495
373 747 3208
172 1400 1413
745 1630 3000
836 1138 994
301 188 1176
1846 318 2849
748 479 2665
560 372 922
909 1316 1048
309 390 1572
766 425 1245
766 1061 2032
847 23 2726
935 566 1147
883 1638 1146
901 1207 2254
1833 270 473
1377 574 1216
1176 1582 1153
1866 782 2079
1268 740 3134
773 1089 521
1762 1786 390
1079 1317 3792
991 1106 2049
1949 312 2852
513 1992 287
1951 1988 2213
1914 267 1617
1843 1791 1676
1929 1084 3491
511 117 566
1025 672 1038
908 1329 35
1641 1307 953
1599 1582 800
380 434 3621
686 1063 2103
420 1470 924
619 1151 666
307 1843 17
525 4 538
802 713 1619
1425 1624 3332
1790 532 2379
1061 1182 47
814 1343 1999
803 312 3653
38 986 2348
424 1165 2254
754 1138 551
1330 340 3336
1646 1174 441
316 1353 341
521 1894 1853
1623 539 1392
881 745 2077
1332 1228 961
1466 745 3689
468 600 1829
735 873 1966
342 181 630
48 665 900
1700 1606 941
1273 344 3121
1215 1176 1660
1552 1995 2669
1193 901 1288
1775 40 3466
561 822 1140
1412 1931 351
1159 1119 1707
1073 342 3295
1400 261 2887
1743 70 1542
1340 1670 3796
635 487 3116
1213 1049 3928
478 1439 966
701 374 172
336 1897 1889
1380 1212 2260
1507 1377 2743
1536 618 3232
3 1097 1485
1303 1770 2009
1947 1634 3396
306 817 2300
599 743 2295
1966 1349 3712
1760 598 2201
887 282 895
1514 1652 2729
1622 1246 754
1697 1032 2152
168 623 304
936 528 3753
1490 1175 1849
1512 748 619
909 92 3623
1460 1269 197
369 1195 1221
214 329 3648
171 492 88
1475 1971 3916
1892 964 3119
1687 127 2069
619 968 16
928 1284 2096
267 69 2213
1408 201 3922
72 765 3802
46 1681 3350
1872 873 3804
1079 671 3131
734 1021 2578
1818 1885 1208
348 1489 1144
277 550 268
1925 210 1548
481 1248 2313
1889 1818 2289
1229 1641 891
1190 1586 898
103 1410 3873
1722 65 375
1057 1741 3120
1652 1580 448
1940 1327 1379
1790 1278 1733
1088 1077 610
1525 376 2018
1858 776 2653
978 301 1108
787 1046 2128
162 230 2430
504 1718 3178
1659 458 1466
606 662 3288
763 477 731
590 669 1529
561 1206 2341
1513 119 3063
742 1064 3303
1158 713 580
1253 1977 779
242 392 951
1530 886 750
1438 475 1909
1096 1419 2220
523 472 3752
1793 1914 1487
1240 209 827
1830 45 2315
241 353 1362
1604 1102 2289
1669 1607 1122
395 396 1767
1021 590 89
810 752 615
1480 253 3402
1203 302 1342
837 984 662
1250 435 982
317 1856 293
26 1011 2558
938 267 543
747 1125 3999
736 1042 334
1385 752 1460
1696 651 3693
1888 1956 361
1177 1266 2581
1771 1821 1293
314 1436 1952
1294 760 305
1997 680 1626
1589 911 2056
849 1274 1566
1509 1275 2957
694 129 2373
1335 418 446
923 588 494
202 170 2682
1103 1501 2114
1032 400 1365
729 1848 1524
400 405 3449
355 1581 2017
