17000 10283
3770 2885 13373
215 2415 26442
14167 7963 18005
469 16177 32871
3668 9389 29961
4449 11172 16261
2707 12067 13367
14400 10016 18011
11051 10227 24480
1534 9305 10465
10847 1469 19342
14936 4561 2134
2428 3909 8489
772 11482 20336
3938 15171 14324
9951 2536 8687
9884 4090 4261
11218 14964 30725
16167 10097 5627
3634 16285 32901
2825 15828 9097
10169 15451 29574
6070 2345 13037
1185 4892 14474
14413 659 31788
5847 10653 5977
2963 13339 18529
14593 3496 21479
2650 7968 3488
5448 15830 13629
1934 4500 11574
8946 2410 3093
617 8179 21134
16556 12241 17920
5657 3427 19299
5806 14080 18962
14139 6937 2426
5773 1909 23014
4488 15905 29248
11743 4926 27385
11609 15471 17611
9427 13981 27593
6500 14543 12796
13968 4446 945
3169 4339 30646
14469 4527 4681
9847 1974 12533
3747 10096 3568
8524 455 33231
11664 16004 279
6822 14201 7040
8333 2445 10662
6982 4559 1150
10593 14109 12465
4694 12979 20454
7761 7792 31569
13068 12572 2163
788 9347 11835
3649 15812 21678
10380 2350 7535
3985 8740 32917
13930 5179 21112
14404 7919 30826
1355 6335 11794
14008 9087 6049
8427 2228 6869
16667 3655 10213
16137 796 20370
5988 381 5898
6893 13118 25757
2164 1110 8526
1107 1596 9805
15859 3748 25277
7782 2582 13739
788 14250 19402
12219 10757 21364
12181 11652 33433
8321 7198 17402
16462 12633 19457
9831 14558 28005
11863 14053 26728
3685 12102 32082
898 7581 23788
6912 8057 32591
3056 3874 25603
3023 4261 16569
5744 1831 25569
12897 8843 24247
2542 959 30235
16869 13642 24622
8696 1050 1438
9886 660 11652
9299 11344 29635
3827 4688 11780
16038 10431 32083
5685 6218 6278
11559 5196 13163
12718 12394 2743
4429 15800 7144
11026 846 27724
13335 925 25333
12556 12553 26207
13201 10121 32586
8296 8344 6057
2360 15010 4446
6000 4298 26663
13162 3223 17247
5976 2867 5710
16396 4238 23744
4889 11896 25728
1127 4095 23636
11127 8493 17210
4966 2011 7098
10026 5598 16793
12837 4237 5064
16576 14623 25417
8723 8312 17567
7556 9749 22761
8208 13882 6650
9184 12584 31627
2337 3256 937
16706 7645 23304
4426 13909 578
10488 2409 23964
4148 15079 26862
8363 13047 9705
952 8819 26589
5651 2628 33871
3175 14153 6230
10406 3986 30645
550 12184 20201
1353 14049 5616
11432 6190 2641
14461 1077 3739
5745 13461 27279
13460 14938 28391
2782 9830 6342
15652 16582 7303
11089 7204 2368
13878 6608 4839
13159 4530 28118
15578 2670 24578
5821 2435 505
842 1502 11451
4750 5722 19483
10621 14784 18850
13897 13048 17248
874 10027 6989
13810 9120 6449
10460 2446 120
6023 3586 21210
6989 9644 28605
9305 12838 13155
11408 13189 28782
8681 9232 21123
15512 5970 32572
13783 12592 12766
5967 9887 4589
12890 6189 22694
7979 10173 8857
12253 9647 19678
13520 8321 11415
5035 7901 4993
12983 14234 29353
15643 7447 9498
10588 12391 598
16760 9404 22518
757 4561 28609
8993 10539 4299
862 9423 16504
11893 16211 2390
912 11382 6769
10655 4574 30050
10948 12501 6688
5804 13171 2562
11371 5309 24222
1612 8905 1074
7122 14853 3940
14026 8965 26548
4699 10749 18676
12939 14702 7000
5547 4286 20648
6307 11185 307
8938 12949 29068
9768 13995 12617
4720 8990 15505
5551 9720 211
14531 3130 3664
13149 2937 22585
16984 3820 5097
2222 11751 22220
8134 13897 7231
7611 10332 29243
10320 8116 8262
6076 6664 27718
7822 7192 7564
1719 13248 21502
15214 1311 25669
11154 10509 2664
2732 14163 27477
4104 2850 17123
5539 12686 30304
3203 16235 28048
14749 4438 17899
12723 8800 7759
10427 7921 9714
