14000 10657
13446 241 6709
8120 5085 10419
1892 497 23737
13497 11368 298
9102 3491 10257
9190 13001 3284
8659 3437 23715
13215 1680 12826
6630 10487 8071
10326 5805 3873
9442 10962 5276
4403 5075 24205
6338 5673 4185
10000 8082 9373
12209 8229 20203
12582 13802 22334
7269 6400 8056
10972 1810 9996
13753 9133 13324
7632 5952 3921
6136 8972 9659
11518 9061 25692
13832 5460 12783
12340 4652 6906
10834 7403 8030
10678 11837 1825
8373 5750 26519
13190 9559 26254
9084 926 5077
5766 3289 6812
3482 12122 27161
4598 1077 12432
8604 9736 12744
2569 5695 14560
1713 7555 23139
9469 6833 11687
13754 1969 17745
1775 3301 24527
3958 11513 10675
8001 8460 5507
38 5340 1594
8286 1495 10978
1942 9315 14711
8447 4949 6101
6285 999 21957
512 9524 11472
10053 11373 17249
7521 9410 20944
8777 13732 21442
11610 1076 1709
6965 4829 12860
9825 10711 14845
6336 6484 15244
5901 10333 10025
6525 12823 7782
13679 7980 25410
5667 10255 21446
7485 2269 16331
10355 10581 1346
7787 13138 14160
7947 6054 26471
5603 9919 3803
4027 103 7810
4279 61 654
4541 5970 25153
12219 13446 9830
1091 9487 15538
8209 11895 2248
5628 8257 21500
7918 12159 12550
7981 1912 8118
6520 8397 4966
7440 3497 24701
6546 6050 7969
8809 10794 11473
13441 2233 3591
2996 11277 8376
6355 7920 13251
1802 11012 6566
1668 9346 9450
9865 9932 17179
7698 3469 11342
7815 5669 16320
417 7596 12264
12227 10715 21247
3998 8434 8176
8555 9904 21050
4098 5856 1384
4867 1023 18184
5935 2183 25307
6104 9717 4637
8799 9620 6341
12545 1879 5338
630 2704 26027
4189 3615 22289
4312 11302 19011
9643 9169 21532
5643 8028 8900
5751 10417 12586
13136 3318 6030
7465 11414 15159
3304 10715 25434
10321 12344 5552
8188 2745 24620
13660 8380 9321
3235 10676 21236
9616 7991 10687
1144 9968 6298
2317 12961 8618
13842 7712 454
5715 11641 24807
6774 3868 19574
6049 3193 7903
403 4546 25019
3171 10734 2127
10072 1957 25939
10826 5247 8533
4391 10579 22630
13513 9317 5934
7614 9195 5413
13705 8232 27037
4082 12070 21016
5191 3117 16019
3270 3133 19116
335 906 26952
6506 10783 26737
7689 5017 9142
12403 20 8703
11446 5426 7618
9824 7713 15368
11122 3680 17125
1631 13002 8589
13437 13555 12705
13988 4394 14943
3468 9252 25084
4011 13227 10034
11323 13361 7459
2878 3505 17242
2437 9134 19554
2731 7023 23098
13968 9422 20786
11386 6545 26383
7417 7351 18836
3199 9720 25856
8265 2448 7937
12884 2874 14279
4505 3874 17933
9044 9078 15260
4940 2129 5511
7134 2836 4366
6938 8070 19050
931 11650 4567
1927 4828 3165
5976 3676 24089
12050 6985 15222
13306 2979 21988
4870 3694 23047
13162 11053 21827
2308 7116 26453
1260 10670 3045
700 7011 16985
6196 3268 23433
12658 11573 2851
7956 12191 26103
528 2201 6798
13964 6945 3548
6590 4221 22016
329 565 20370
786 1666 17570
9578 11996 21390
1749 555 13931
6880 8126 12325
1617 2566 8826
12774 10350 9083
12778 4556 20407
3569 10446 14039
11693 13019 7124
6475 13370 14533
8418 5256 3115
11736 3447 24399
576 13037 22738
11584 11058 15048
7081 5187 12877
11312 2695 11865
6182 9964 11722
7812 92 15092
12193 10208 8425
9083 1482 9610
4395 7826 23515
12684 3876 12988
12141 10161 27190
190 11819 11107
8744 9760 14016
4237 9944 69
9516 2792 2499
2594 11135 24722
5728 13219 8046
12419 9160 2846
11056 8421 13063
3183 10664 22869
8655 8608 22582
13605 6598 19047
3469 982 3428
2469 13767 7833
8646 11984 14755
11987 7831 21615
4170 4557 19219
7809 4119 3464
4593 834 11348
12883 5485 20385
10352 8630 19685
7380 9353 25147
3523 2606 16613
12732 9142 15716
750 2120 19305
9635 12274 15273
5954 1105 20875
5877 9544 4444
4865 1128 27956
5727 12742 1310
9416 11372 9088
459 2999 24460
7400 1451 12342
1383 5722 14876
12441 4038 26238
13145 10365 21438
2368 8181 6766
6755 7550 25081
8885 3274 15320
10253 8679 17198
1311 10242 1960
1707 7192 1879
8733 5255 19516
4931 6863 19817
7753 2130 1663
9305 2806 9358
10626 2778 21764
124 3576 2493
6843 3618 3268
5833 3381 2661
12875 7641 5341
2641 13548 13416
8070 11443 17313
1049 7485 1539
7494 5954 19716
7678 4293 19337
2604 800 20751
11436 8238 7764
2895 6870 14230
4235 3415 26378
5221 4551 25628
12308 13147 22098
4607 390 16915
9341 6251 23154
5117 3673 18705
8788 13410 2243
3273 5141 20312
9480 3300 13394
3968 2424 10411
872 12299 15373
4938 6602 27896
420 560 11642
3910 2616 22043
6837 6956 663
9371 13642 6621
12866 6103 23270
10432 12636 4490
4241 4508 9431
424 13623 10504
13163 12570 18773
12506 5077 7878
13471 10283 27380
5017 1179 15355
7484 3949 14252
6980 10285 13477
11040 10320 23592
4601 3479 14924
10156 439 26850
12325 4809 9163
8607 8654 15363
6274 13025 3965
12963 298 8867
12450 13438 3163
3337 9311 11141
10468 5603 7538
4745 4196 18674
11206 9674 16103
12732 2558 15290
4770 3817 22470
12473 2194 1750
3506 11434 16837
8944 11180 8639
4876 8476 18477
7365 11543 2404
7019 5928 26956
8162 2791 9661
4664 7896 16209
6123 8960 9723
12630 4774 5307
9077 7293 20467
12606 2558 20680
10911 11396 11089
4427 4601 14033
220 6880 2086
12138 702 25057
12019 68 472
5970 282 18173
2287 5234 20310
11774 1714 18948
8682 13885 27467
13926 7501 20518
8813 6445 16181
739 2989 22681
5983 13725 20325
54 9836 2620
9469 8527 19368
5420 8263 21533
7504 3279 13095
5893 10238 25233
4347 4652 24951
7512 11364 26422
2497 13133 16908
11847 9935 27189
6010 9097 12105
8139 12949 9148
8230 769 11612
4771 10032 1637
8844 1724 25171
13230 11720 6748
6168 1185 18746
9297 943 23429
12124 505 199
7563 8487 4978
3185 8224 8214
5963 4258 8249
8673 70 6724
9083 5172 586
13257 8 6794
739 7762 24367
12811 9147 23544
1175 3888 13842
6053 91 2287
1875 9594 12549
9142 13493 22057
625 12369 17704
8020 3605 17688
12176 8695 13819
13779 11418 25354
