6500 4090
3783 6454 6862
538 4727 8684
52 605 12058
718 5436 11086
2498 1192 4643
3844 2119 4364
5673 4504 9307
2113 5451 10257
5791 32 1764
3164 1543 12548
574 3494 1433
3600 2508 12984
6422 284 9867
6465 3967 3682
1316 5844 4466
4811 1089 12836
2740 3580 9298
4948 4232 11297
3529 3153 7038
5605 4001 10965
2254 2191 3438
5772 4651 11409
5970 2428 829
4544 663 5185
1578 3178 5360
2795 5207 5080
1314 663 3129
3422 2332 5914
171 6051 2629
3696 1229 12512
4766 4752 171
6403 6115 9306
2557 4360 8072
4750 5983 11921
3519 3063 10875
1876 2646 2298
223 479 3356
3664 4547 3674
709 2527 3992
5109 4638 234
2617 2370 100
1432 2185 4382
5483 958 4490
3366 793 8624
3029 686 3610
2776 527 1414
2839 3777 2039
2762 4352 4070
217 1831 202
2016 2325 3378
5002 90 2138
4856 5934 12135
2885 4518 6484
4214 3234 10416
5759 5916 10007
27 4374 4553
5478 5472 994
2777 5450 10319
2642 5363 10170
4318 1428 5977
2293 5988 3175
219 5198 10552
2135 2152 8533
6425 5116 2844
928 3406 55
3884 3937 12150
2777 4403 6517
4073 4948 5056
4299 1783 7320
2825 6169 3796
2003 5035 2250
1537 2549 12228
3498 5925 8978
2953 6031 3592
5377 1173 5199
1971 5960 11828
5832 4325 7546
6147 2741 3943
3516 1860 9714
2561 3715 3219
1148 2470 2875
3628 2386 8318
6009 939 5530
1498 492 2704
2583 841 5144
4657 3276 4740
2796 2698 2428
752 3823 6199
59 2090 7521
4867 704 7823
254 723 9681
3868 5457 9863
965 2224 11999
2209 2929 7656
833 1966 3671
2099 3511 3088
4594 3660 4045
4880 1475 12479
1491 229 3433
1977 4503 1696
5719 1492 11943
1985 5531 3793
3843 4137 12981
2422 5791 12159
3011 4364 9064
5263 4726 7595
4807 1606 10876
1694 412 999
2538 1407 8534
2442 3088 7034
4737 5297 4896
2537 5466 7904
3784 5453 599
4557 3797 5364
4556 5425 10326
1965 1661 5292
2816 5343 1085
2725 2742 2767
3483 6328 8176
4756 404 2489
1141 6350 12747
4155 1908 8344
2120 2170 5011
1125 6175 1989
5184 3288 6102
4497 3056 4311
1129 992 6942
3130 4516 8305
1133 214 9881
814 2057 6308
3549 5823 10946
1852 757 301
5689 6478 10839
4862 5319 6588
4522 2288 7663
4381 502 561
4119 2388 12193
46 3768 9479
6201 4426 8646
1787 5845 12278
2773 6297 9682
3245 4825 9431
5958 2001 8188
938 244 7342
1488 2134 10150
612 547 8569
5018 5845 9773
2563 3780 12218
1713 4747 490
3233 4334 5591
134 2922 791
1047 113 9083
5803 2922 7910
5992 278 10490
3462 5814 4005
3213 2140 9028
4762 5998 6735
5095 3530 52
5755 4332 9907
5297 2862 8786
5564 4858 1455
1322 1304 2417
609 4936 11575
6096 5701 2453
1296 4639 2091
5754 6104 6675
6316 3347 5935
1419 2515 12941
3548 2754 8943
2344 4884 4785
6026 1851 12636
2533 2082 6459
341 6379 5336
208 827 7253
487 4946 2976
4641 3443 2508
1648 3353 31
4772 712 12959
2527 3407 8076
4562 2849 2918
2768 1992 7887
4665 2207 10221
2507 4690 1368
983 6463 10146
5630 5702 1994
2016 3201 8813
5488 6175 11934
226 2058 2884
620 1389 11984
4891 2529 7799
6439 4176 9951
5853 5191 8581
1036 5526 10182
348 2487 2554
3038 1748 9036
3136 1537 7935
2897 2146 1409
967 1274 7810
4423 454 2191
1946 1601 1379
664 2516 9438
2810 1060 9118
2050 2785 11296
1900 5056 1565
4873 4036 6404
1751 1469 12965
5749 5784 6315
670 2981 3889
2955 415 10235
2002 4593 3132
3530 663 9446
5881 429 8249
5134 1336 12851
688 2614 12038
6416 2306 9523
6192 3276 269
228 4427 689
69 4619 7217
5755 2791 6080
6148 1795 4593
3443 955 3472
1100 1852 6777
1477 2892 3969
1762 2043 10026
4101 1190 7272
3041 2222 11963
2315 4905 10357
1347 5714 2071
601 870 12999
1696 5994 1072
2916 1862 4420
3210 908 7310
4714 528 7161
884 6302 11334
460 661 9148
833 5835 12979
2753 1727 8994
234 5597 9669
5004 5148 10526
2346 5962 12026
2372 1539 9594
5311 3735 10854
4869 3962 12106
4954 1115 6649
452 2414 1865
387 1773 11694
4828 1530 5627
6346 5489 5565
2806 4740 12375
998 1469 1956
4382 4972 9659
5752 4959 7676
4469 2838 11148
5723 583 10634
3839 336 11782
1329 2005 6520
6132 360 9749
2611 4641 7187
6470 4486 8180
3852 923 8200
3002 5185 5581
3500 3711 11100
743 1846 5514
4150 5784 4851
2603 5494 8776
2016 699 11370
3144 3416 8416
6221 881 2036
1632 1216 158
3360 340 11085
5547 5115 11982
2151 958 10807
6440 3825 7413
3007 3728 10438
2840 2731 1980
2656 2913 3248
2576 5253 3638
3897 5057 4317
4942 6093 455
2636 396 2601
2891 2722 5289
3492 1285 5751
1910 5398 9109
6418 2118 1229
5913 2332 7245
3355 2639 6031
2936 2706 12467
1475 462 7029
5174 2731 1252
905 585 1397
1611 2111 11960
2972 3217 12811
848 5885 9360
1539 4414 100
529 2777 9241
2141 4350 7325
1830 1096 768
1841 3882 2070
1584 6058 160
917 1439 8162
2411 4527 11002
236 5060 11186
1379 2914 6426
1846 181 10106
1848 1013 5034
735 2654 10624
1076 2481 6615
5977 163 3373
3594 5100 6930
1123 443 1204
6159 6297 1609
5644 2737 2411
1600 3005 6180
6266 2596 7860
174 3150 9848
1909 3680 5787
5460 1412 8940
4428 2343 1588
2211 4025 1058
613 729 6104
846 2230 7011
1427 867 10756
2824 2271 12546
1896 5122 1382
5721 1457 9176
3387 4911 9858
1718 1673 9995
511 2360 7697
6037 2226 1541
5584 3999 574
0 477 8093
3096 4443 12884
377 3109 1245
2109 157 12596
3074 3489 10195
6383 1415 9614
788 1359 2254
930 5791 11080
391 5825 7282
2598 1018 2622
1508 4577 6303
4926 4160 9067
4114 1867 2628
6423 3323 6098
2187 5905 11637
2938 814 703
249 6480 10295
5068 6270 12957
2960 1338 4523
5792 3309 5659
2586 30 9896
2706 5160 3954
3714 3782 12639
3053 4045 7532
4394 143 8970
5262 2098 649
726 4372 10406
6124 57 4114
2180 53 7100
1409 1070 2129
266 1195 2751
672 3379 12786
2649 1174 10023
5221 1624 9396
5584 5276 2191
4745 3601 12912
1357 1323 8073
2005 1046 4941
1669 3916 1596
1346 3678 12905
1453 3666 7710
4596 5033 2850
5459 3443 11316
5066 5109 12804
6105 351 7469
4869 4906 10450
2264 2462 7629
2981 3505 6611
3690 3991 5774
2276 2670 11253
6280 6455 3260
2992 5315 11502
5166 2927 184
2443 1709 3091
5227 1131 8138
3599 3046 4123
5559 1174 8181
6443 4633 19
1971 3276 3543
499 7 9687
4552 2808 5234
514 1509 113
1122 4351 5099
4543 4591 5716
861 3358 8535
134 4520 8304
6217 5006 522
403 5051 4607
950 5297 2641
4153 4088 4908
796 3854 2973
4391 5891 10290
4254 6046 6728
1461 2534 7169
2573 4372 6399
800 3979 7470
6081 4688 3316
4719 190 8516
2694 3663 12331
4550 3928 5641
