8500 7063
8350 2421 8211
8335 6677 11453
7961 5813 14580
5416 4376 7547
5923 6487 635
6026 453 9668
3989 4250 4536
3461 3671 13460
5520 6861 12388
1542 4472 11176
2746 1580 6247
5709 5104 5047
5895 1251 1219
423 3682 12351
5801 6465 6921
421 1007 12613
1056 2483 14699
2789 5731 14098
5782 1310 4837
3849 4056 13608
3861 1072 7112
2162 6272 4156
5924 4238 6162
1945 5675 1904
3617 3417 13224
454 4600 7754
625 4316 2877
5212 2738 2940
798 4063 4635
6989 1713 1856
2205 4427 9717
7177 2981 5253
4725 2197 9024
1559 4800 14128
7504 4513 4406
6196 120 10833
4938 3269 5193
7571 6668 5341
1260 6979 10193
7329 5896 15897
5520 3046 14056
4163 6868 2010
8349 1881 872
4806 4942 9450
2264 1904 3928
8491 5680 2882
7644 7885 9775
7529 7304 13828
6900 397 4805
4842 8454 11187
459 8123 1273
1116 5811 14700
4334 2067 183
3197 4532 1585
2463 5202 8814
1603 5660 12573
1738 1964 8615
3446 905 1555
1823 4515 5216
3973 8471 7081
6848 792 7368
4251 4327 7982
6756 8392 3005
8281 5916 4508
1010 1148 9394
2172 7968 759
1698 5593 2383
5175 8052 5788
937 623 9416
5768 6435 12632
2150 2245 12982
6578 6410 15853
579 4411 3704
3491 2204 571
3308 2249 2845
580 3584 1414
1663 389 7796
7043 6187 553
6994 6803 8617
5677 6682 1269
115 5202 13793
3674 7997 591
1972 8357 4761
4958 5528 5158
6995 1962 4843
5196 5027 12183
6343 2513 922
692 7661 10884
7328 1683 8803
3049 7158 9906
2541 8154 7279
552 3904 8038
5481 5049 8006
4885 4448 2843
4992 6594 9284
4199 2424 13108
3263 779 3015
2180 2163 1567
7513 1317 13864
3193 6011 8601
6176 1232 9653
5702 603 9996
7546 5381 14781
4339 4073 8924
7480 1969 1416
3412 126 15160
1076 2390 4812
4871 1821 10594
4792 7466 2100
3751 7515 1904
4166 5247 7752
3419 4542 10851
2067 443 1177
7046 5102 6139
6368 6132 13560
4663 8217 6366
8079 1084 16842
7132 8426 8361
578 4565 13019
1821 1703 8414
5510 3433 14796
3984 2467 15336
3256 6558 3567
4504 333 11908
3414 5827 13423
4418 3864 12286
1666 271 8455
2016 8289 11424
4390 921 9084
527 3768 8224
6535 1771 9253
1707 3629 13420
1231 2801 2417
3912 3605 7315
7182 6403 14335
4957 1930 16178
6723 1484 835
208 7889 16008
5210 6849 14691
1078 2180 1740
5729 8141 2015
4679 21 14461
5141 6870 1625
8291 7860 2339
6816 6616 9339
2078 4044 12079
2346 7711 10340
5812 2579 9046
4468 3243 12550
3811 1484 10649
5988 3252 5124
226 2794 1013
7669 6726 6949
466 2827 13580
6242 1188 15450
712 8094 7666
5969 418 3702
3175 4191 14058
4687 4497 12989
1880 4103 1238
7291 5199 14024
1151 8091 16594
2577 7312 13129
1108 6948 11237
1906 4065 16533
3495 1796 14891
7607 6621 4688
6276 3614 16871
2510 6470 6234
3897 4940 1242
7753 5320 14747
8413 870 15970
5277 2762 16359
6112 2438 16083
7936 2960 10318
5478 5098 8020
2250 6122 5731
3735 7775 4048
6698 2673 10598
8446 834 10269
1816 7814 11948
6853 3340 16007
4899 6330 3388
8359 395 7815
783 8447 11397
4069 1090 10439
5827 8448 8818
4301 112 14056
5425 7932 3542
5221 3541 5766
6726 8308 2181
1278 3575 16512
2768 3528 8628
2140 3054 570
5791 1823 4977
7184 4143 12969
5766 787 7880
4732 3145 13500
4282 2073 1539
4455 6855 3148
814 8026 13328
2147 6381 2125
5101 8183 11145
4066 5722 9481
3552 4614 13564
4559 5724 10874
2309 4406 6182
6273 4339 931
4072 2681 16507
4839 3533 583
1220 424 9592
5932 5741 9750
6353 3548 8813
5721 7836 1504
5082 7306 980
835 1440 5326
563 5149 9928
6575 6911 8563
1692 4779 15552
3298 1843 16736
767 918 15981
6640 825 1957
1275 6939 4230
1144 1283 14115
4438 476 11164
4271 7577 10556
1525 1394 12377
7251 1394 4262
1021 5770 2199
7194 4698 15632
616 8356 11464
5728 7722 9984
3871 4106 8585
5832 6659 423
6499 6632 15340
2839 1986 7402
720 5744 4368
2960 3283 8340
749 1123 13038
8203 1965 121
5021 1407 12470
6926 205 828
2388 7282 141
4817 4836 3961
5395 7247 6209
8389 909 2265
1845 6218 15005
6113 6391 10674
6228 4782 8717
3712 2465 4014
8020 8063 7628
3208 4633 2941
6063 1909 65
7654 4694 13699
3637 3405 1652
3947 746 4332
1000 2862 2354
1454 1292 9789
6618 6339 4200
2176 6438 6043
7019 1515 3676
5949 7508 6965
6010 6864 16221
2445 8344 1914
1366 8008 4340
670 6342 15663
3930 3975 12514
3526 6364 4336
3478 6755 2905
184 456 13019
5411 3908 1341
7475 3569 14258
4614 3749 16325
2986 7037 16890
3770 8183 6311
4221 6983 15816
7763 6520 10243
644 8019 16944
7387 7300 14119
1203 2157 4605
3940 3146 1427
4782 6482 15895
4041 5888 15607
2360 1484 13122
6998 6253 13678
6172 5809 3792
5272 6878 4567
999 2560 12016
2420 8427 15047
2769 1665 14737
2210 7172 13468
4943 3715 7662
3996 5900 12757
3892 8144 6490
6503 1487 13489
7409 301 12730
5119 5770 5772
7691 50 12304
1325 4880 1974
2487 4195 5593
2887 7143 4644
518 2802 15332
5453 1707 10297
3243 805 7823
2198 6188 8562
3662 3088 10728
1560 7292 2969
1798 4859 1489
6269 4109 16121
6105 4986 14319
8296 1447 10785
575 7210 3484
4390 6497 10218
3369 4920 9157
7325 6 6559
7316 7521 8149
4537 3949 12924
6527 3542 12728
3599 2401 4734
2220 3004 7696
5832 1801 5676
7916 753 16118
1234 481 15193
6327 5404 10842
3089 5886 5103
7486 3798 6690
1207 575 5593
2404 6027 6672
6403 2614 16214
2734 433 10030
140 2499 4076
6705 980 8836
1751 2482 6066
2095 4735 15247
4218 7714 12657
7353 630 9640
7664 8306 3070
4975 3475 16119
5396 2308 12828
4421 3821 2891
540 8291 8199
938 1585 8893
4099 1518 12144
97 821 14244
335 1656 9729
2241 6368 10667
6456 5364 4585
3870 3499 11817
7756 5992 8646
497 735 7480
7109 3727 284
4082 4901 12215
7015 27 5430
3761 6771 14151
7559 5944 3697
6284 559 15503
540 7322 16325
5024 8173 7333
2325 6247 8884
2113 5070 5350
7960 3616 15309
800 2614 11818
3704 4667 13558
7117 7532 4174
5836 8387 1991
1413 338 1006
2223 5858 5045
127 2049 11075
8392 1907 11570
3992 3277 6990
2440 4785 16610
2625 7438 12208
1221 2008 12421
1688 7778 3154
6698 5421 14667
8112 3377 12681
6180 2908 3775
5667 5353 3134
1140 7370 14401
5026 6163 14307
4745 7006 7519
3715 257 11867
1536 304 8295
7727 5990 14685
4576 1455 16074
3144 6510 1033
46 4490 1888
2326 2348 1100
251 7968 15790
5433 5683 16401
2204 6700 8747
6629 2283 1753
4818 1878 7282
3859 3657 10277
398 1902 5652
3640 4825 8088
6142 780 2419
