7000 723
1549 3016 5356
4653 438 10066
4653 875 6489
2984 4105 3697
716 4687 1336
3047 528 10654
5638 1891 5181
4887 3674 7638
4026 5178 12407
5395 5594 9135
695 2064 11787
5956 2472 9238
2110 779 13434
3995 5781 13361
774 6526 3046
4843 1737 10589
6452 692 3214
3998 3784 2916
4012 6353 12696
5271 6522 7649
5795 5471 7312
2436 5075 10651
1285 6177 5124
4584 3219 267
5296 475 12897
1218 1928 9498
4684 6371 13641
1807 5197 6521
218 6198 1570
6789 3334 2062
6173 4929 2556
2985 5443 11210
993 4732 1120
2846 2565 6137
1492 3607 13359
3608 2607 7406
3745 2488 1796
186 447 4845
4301 6133 4714
168 1680 9973
628 3443 2264
4697 966 10745
3782 4806 554
3145 1299 13978
3587 5930 5890
3970 570 12454
3702 3901 430
6397 4393 6273
5932 1614 6421
3049 612 9401
1676 3877 9608
2720 1411 13535
615 3410 12672
5060 5619 3548
1170 1634 10252
4877 6592 8276
6755 1099 9612
1040 6903 5012
6458 3610 3006
6626 2774 371
2113 4517 2580
1070 5269 8760
1194 1248 12042
5267 6445 5401
6678 158 4258
2432 3862 11752
1138 1695 12817
4045 180 12803
5046 226 2543
6942 1063 7946
5371 2817 1305
4697 5712 3499
2442 4384 2325
2790 3324 1873
2521 3587 12898
1367 411 719
6078 2966 4210
3613 6501 10363
3010 563 5216
3321 4408 4183
4375 3822 5145
6944 2983 9721
4731 6826 5214
3235 4001 5497
2982 3582 9874
4348 1128 8628
1541 3447 6723
1957 178 9868
875 6863 4477
6563 2969 266
5490 5612 7009
878 6017 6953
5873 5253 10859
569 5005 3376
5267 3135 446
1307 3669 2916
5925 960 5536
1078 6047 2673
6356 4188 12214
4073 5964 6941
6678 4986 11147
6110 4182 5526
1996 2943 6965
2485 6621 606
2603 2562 2436
5640 550 6207
1482 4534 625
4604 5979 7955
6108 3322 6120
6815 6421 1020
139 6573 13356
2877 1472 11620
2902 3322 1594
1949 2736 13246
4266 2221 8689
1253 3329 10187
1681 1309 4856
6390 6408 2924
3858 600 9296
5422 3572 4986
144 683 8528
3774 5869 12557
3119 2523 5791
4408 5490 677
5141 1072 1156
1943 5138 11106
5061 4844 9994
111 3924 2361
6354 836 9372
6858 6339 10091
1635 6446 11109
655 4493 6298
5047 390 11094
5503 3966 5512
4663 5579 13641
5638 1833 9674
3001 1355 13845
2110 2834 3606
3268 2430 4720
2843 2141 10181
5272 1561 850
5789 2047 3383
3568 57 9457
2910 4360 2830
394 1404 9059
970 5202 11141
2868 1088 6090
3159 213 10453
4324 1103 5310
5592 3152 8278
5596 2171 6710
1093 882 7355
1828 2468 11528
540 269 1451
830 1531 4916
1167 1578 5163
2134 3802 2289
3263 205 12463
1974 2666 8397
5285 173 10125
3213 4556 2528
2492 2209 13741
3738 2659 8352
744 2222 13615
4197 5247 10402
4158 6246 11394
3556 2769 5292
3043 6572 3413
3926 650 11694
4495 5121 9693
4416 5723 8220
3545 5327 6733
6056 5759 10111
6175 4732 11846
3158 1797 10824
659 5797 2828
3365 1707 1828
6230 1066 5884
3372 3934 8173
3914 1619 6715
446 4315 6817
2108 3311 9582
4199 2974 10031
246 6550 3605
2015 3624 4584
5903 4981 6134
5803 2152 4174
4861 6047 12963
2416 3602 8292
4582 6434 13945
312 2702 1180
1487 4949 11779
1013 324 7933
2629 6231 13723
542 1549 1535
3201 4907 8353
5627 1911 6289
546 860 2202
477 3598 8475
3332 1163 7964
6037 4072 8661
2414 3645 9862
120 2440 4979
982 3968 11421
2453 4776 2270
4325 4068 2155
256 3222 9004
1264 3443 11143
2367 234 7340
4857 2737 7897
5940 6311 4403
657 5239 4334
3557 2252 12610
5494 1719 2006
616 2784 6745
3101 5453 7814
1502 4703 5887
4981 3587 9382
2565 3739 4824
2907 1426 6598
4071 5620 3166
5879 441 6983
6235 3623 5083
3890 4653 1533
2062 2547 5289
54 1216 8126
2969 1523 11039
2885 5309 4419
2784 5957 12694
6274 5853 3810
1595 3582 937
4448 5700 11388
5722 1256 12505
3934 3893 11544
5081 6506 6726
3500 6503 13405
1801 2291 8314
283 774 9470
1962 6750 4070
6090 4428 1432
4050 5822 11594
5475 1426 11233
1093 2536 6375
885 3555 4313
6793 6716 440
1918 3980 7722
5979 6680 11042
3382 4143 1161
4663 1566 12612
631 841 5518
2900 959 4449
430 6024 1543
913 1082 11142
2505 4430 7038
6987 4509 11601
2779 4415 1407
3138 2145 2712
2400 5601 12012
2802 4363 2901
608 388 12089
6938 56 7946
3092 1736 8369
6338 2831 9883
2235 4722 2664
56 1331 11250
4180 3208 3408
5176 3988 5920
6848 2740 11252
3681 2010 4326
4233 3836 3232
6646 2204 7516
1245 6817 9637
4678 4309 11374
3603 474 10626
3471 3671 7115
5608 6670 8852
711 1972 13470
680 1652 12527
1513 6339 2486
4567 1848 10562
1173 6684 3740
397 4309 4503
6867 6979 1108
4201 1508 2832
2541 1909 11020
927 1549 9517
1911 1769 2220
5757 5053 5170
5132 3280 7459
5906 3392 12757
6792 2152 6279
6643 5208 12284
3868 1423 9190
4669 3171 12202
5949 1233 431
6578 2858 4906
551 351 6211
5966 4276 9197
5967 5237 9006
4725 3976 7605
1770 6241 12450
6314 6861 6367
3269 5103 12091
6189 2947 10417
924 3364 11680
1325 1821 13356
1207 490 11350
1493 3250 7193
5540 5096 2057
1292 599 43
4161 3207 6080
2189 6682 13668
6284 148 6037
324 3348 7985
41 2229 4577
723 1921 9726
5342 4186 8679
2526 544 11586
1722 2596 1151
3983 2283 13167
1324 3828 10707
3248 2766 7523
1692 3425 12196
2403 463 3066
6220 3622 8411
2302 6558 13791
5590 1906 4336
4936 3247 1605
1062 4207 11619
2786 2033 12633
1741 3549 1113
1523 1862 8793
5357 3313 2303
2109 5266 2516
3600 3184 466
1095 501 120
1165 3627 249
4791 2359 8610
6949 14 8630
2031 4833 2436
2917 4703 2574
3609 4069 6054
3644 2856 476
948 4300 3720
833 265 749
3709 3612 2229
2870 3706 9100
3513 3380 11362
5696 916 13977
6066 2519 10096
4482 2741 10640
5729 3740 1955
2288 2589 10446
3167 1583 12683
5520 1093 5619
3966 4838 13379
4366 4280 8261
967 6693 10581
2745 3363 5207
5846 573 7790
5083 4006 7347
634 1716 9661
4554 292 6035
5689 5232 13112
5376 590 6935
4958 3262 6758
102 4226 3744
4826 4805 6386
5131 1246 8807
573 296 5184
2527 1701 12533
2519 259 5209
595 2998 4768
1954 903 13366
5440 5819 13902
5917 5189 4862
5038 6703 11170
6266 1650 13963
1042 1589 2296
2192 83 13203
4702 5704 7183
1082 3594 12958
5165 5414 12914
3244 2464 8409
3964 3362 1151
4182 4671 1082
2041 4033 11703
4762 6095 1810
4205 2231 7511
5865 4058 11039
6043 6704 141
3874 6607 8518
2262 2691 13928
2014 2427 1748
6342 600 3514
3226 4147 2269
5906 5308 5740
5863 6579 10530
4821 6050 355
553 2328 10880
1950 5306 8808
5193 932 1290
5968 3732 7922
5371 6825 4932
1680 3121 9394
3189 6723 10376
5765 1566 4501
3420 3110 8574
2309 3674 6599
4986 1903 5125
2931 5218 466
2916 3670 13607
224 2237 13177
1131 2926 9839
3476 6904 10581
6384 2780 8272
5290 6422 2612
393 303 392
5293 6434 10777
2060 4361 9191
385 3978 13452
6051 5705 5584
4167 4654 12955
5758 992 9110
1255 6821 4332
6130 1820 9688
5848 5228 10891
2737 5653 122
4650 702 12782
6808 523 5550
278 296 7038
4566 5795 6211
2906 1359 12956
3594 2034 12159
6508 5339 10334
2757 387 5512
756 5626 9571
5322 6019 3523
2402 5347 2053
5065 5826 12324
4876 5053 13373
3862 3548 7361
510 2450 8743
6200 5073 7408
841 3906 7505
2873 999 4592
1492 2227 5503
2037 5136 9443
4137 5126 4433
4468 5038 428
935 3881 584
4162 3930 1404
1394 4350 1297
5608 3801 13487
5605 4721 13395
6091 4378 1527
5444 6547 7551
2209 6067 4956
6768 5867 11007
2256 5022 6202
575 5495 5605
3872 6563 12979
5851 1355 6226
3072 6773 13448
2177 4734 7935
219 5452 6379
5589 2787 3302
3813 4011 9949
4985 1430 13294
3076 2689 2174
2482 4112 7567
4533 3691 5908
5502 5847 6286
3257 3402 13952
6061 1567 7517
602 5914 8268
5817 6351 4969
4986 4123 1920
783 4509 1935
5263 1182 11614
2115 354 1581
6164 5251 2534
1345 6793 8619
620 4283 6463
5490 892 6909
1543 1647 2995
5312 1765 8973
1809 6591 9552
2201 1586 10160
5422 3476 9027
2654 1210 3572
4674 2590 11687
200 471 5242
5677 5904 9337
4495 2555 3072
5900 2961 12038
1183 678 1130
4519 4630 9482
2360 4638 12721
6419 2864 12359
34 5956 13961
6612 2425 11960
1248 4207 11963
4020 3331 2128
3331 6894 594
1507 5417 2353
5460 6250 11182
6591 6915 9954
197 4370 6817
821 5491 6076
5855 43 6120
707 989 5383
4151 5741 5966
5538 5546 10936
1640 5988 1526
2150 4744 13509
2194 124 13394
5534 331 5904
940 4214 2013
5069 255 13539
5129 4171 4886
838 572 3776
6476 18 4461
506 5229 13253
1857 5013 10893
3069 4520 5526
5276 2101 12980
6927 895 4199
1835 501 3211
578 5422 13099
1332 4846 3749
6575 3812 6942
678 4652 2840
4317 3112 7256
6521 1544 56
6760 3056 391
33 556 3023
5359 3251 6117
