9000 4124
3758 810 17244
5223 3015 6795
8456 2071 6408
7036 6721 9400
3938 4600 4594
8907 1883 17122
771 8896 13520
2933 3652 11842
2295 7649 1860
5390 2797 3843
681 6574 11134
5408 2851 8800
1874 4156 6542
6993 2954 4695
4249 7938 8944
547 7686 1413
8690 3327 1589
8995 8125 14585
3469 4223 2500
5452 5264 10376
7498 6242 4354
7167 2525 11238
1097 4843 397
8923 6016 13592
4456 3475 11553
8999 4579 9766
3738 3139 5284
2091 3080 7286
7223 5871 15146
269 421 6947
361 1403 15322
7178 7330 16408
393 5161 12652
7961 922 1872
5625 49 6410
2619 8447 10509
1535 56 13753
251 155 6608
1539 5624 2856
4612 7392 8196
7116 2975 8288
6474 2123 10987
3182 1633 14545
3661 5380 16750
5945 1316 9569
1590 1688 11556
6857 7237 6942
3282 8081 2624
3396 2632 11156
3746 7267 1195
5776 3671 13798
1744 53 14299
7213 7540 2061
8964 7288 1859
2633 7325 15366
4879 7360 11034
6576 4874 14463
6624 6726 1879
7026 3381 10130
7943 3743 16314
3555 3310 2164
2521 3378 5033
6247 198 12831
4693 410 4944
2917 601 14688
3275 4255 11042
2965 3386 5638
1948 6497 9054
3858 8335 9368
2207 32 12283
5317 2668 17187
4838 5544 14176
7907 8376 11084
7982 180 677
744 7569 16885
4766 2746 13463
1303 3447 1115
5129 6205 12633
8282 2448 14018
3154 435 10189
4920 916 6938
6702 893 11950
4666 4119 14655
8940 5707 1959
5369 5148 1836
3129 8458 4100
2307 8717 3992
7121 2998 4903
5085 6665 9518
5348 6919 4669
4932 3475 15080
1291 3479 14293
3604 6724 13916
2186 5443 7270
5774 5533 14123
3743 4235 1450
568 2550 9763
3764 272 14358
5806 4999 7727
2811 6703 8918
416 1678 6359
1156 362 3985
7214 3292 12146
4346 8265 16613
7957 7827 13645
159 6620 11285
5077 6608 770
1335 8094 8788
2913 4639 13402
6230 3035 2324
1054 715 11898
1053 2841 14872
8478 1921 2567
6184 4743 229
5666 1461 10235
502 2469 16745
2851 3266 4995
567 4954 431
5800 3332 4144
91 5516 2086
8971 6581 11458
4303 6812 13022
5509 376 12483
3399 5604 3221
8348 7522 13302
3205 6912 8791
7134 5644 11623
4842 8362 747
1117 1432 14344
7112 2622 13722
1920 8082 7925
5214 7732 17472
4023 4404 4506
1087 3451 7811
7094 7105 6155
4221 8148 7889
7535 4417 10703
4302 8829 11452
5165 5124 1136
580 6116 1970
1065 5219 6301
3286 2820 8487
904 1071 6179
1058 1615 1104
434 6481 10268
8363 6039 3162
4139 2130 729
7918 4415 13929
7559 8678 3204
8413 783 14996
3962 2955 4133
3876 2973 3473
7347 6864 16147
5316 2377 14644
6322 2709 16788
2608 749 12569
4541 6222 303
5216 5531 17790
5704 5289 2398
7281 833 5325
865 836 1818
2574 8821 12649
4960 3842 10180
476 3464 16722
6761 5627 3873
1027 8651 10690
3044 6874 3694
8554 7323 7420
1020 3741 12890
7121 5475 11413
1501 1081 17122
7025 6388 10568
4777 6359 12341
2847 8340 15468
3419 5237 6923
1572 5137 14016
7580 8519 1441
7828 4333 1470
7899 3101 6598
2097 2831 8274
2483 3883 10471
481 1475 9097
1553 3583 12704
1898 8535 2117
878 5398 12678
6707 6124 15145
3835 7662 5562
6054 2434 2093
1197 2811 13619
14 8767 7833
6937 2466 5774
5425 8280 15305
1941 2399 3881
7403 4311 7260
1075 4100 1454
3357 6996 8678
8341 5244 9827
1672 633 15925
2904 6439 3370
8171 5983 11124
3187 8720 4662
7628 1177 16471
6467 876 16542
3422 5963 13658
2573 391 16892
5997 5889 4664
6309 6418 3796
4246 8407 16683
52 2324 15512
2593 261 17546
6764 4827 11811
7700 1135 7069
8642 246 8812
340 7946 14015
8888 783 9926
3707 2274 13985
3800 1730 722
7223 3608 8524
5051 8512 8031
468 8362 952
7420 1940 8612
2871 1783 7365
1715 5403 2586
3857 7242 7907
8463 7971 13337
2551 6427 17221
6379 354 11964
5890 5923 5099
7133 3104 8891
121 5169 10596
1086 857 8655
339 1995 7323
6667 6996 3362
6428 8524 16596
5804 7518 16752
7648 6691 17676
896 1764 12591
5600 2364 2666
3112 8103 910
8404 4411 7569
3451 5254 2421
3067 4973 4341
8409 583 10118
8994 6447 15952
4349 2525 12679
1732 6601 11222
8988 2136 8371
4925 629 3536
5113 2509 12345
6118 1674 16613
1747 6085 4925
667 8297 69
8131 1261 13189
2485 1531 4802
8664 3054 8995
3201 931 10666
5364 4594 10501
4762 1643 5667
6997 7832 8399
8570 21 14534
2405 3134 6456
1671 4303 13393
1260 762 13142
5330 4132 566
8858 7430 6723
3100 121 3425
1441 6718 6059
5699 8302 4736
1342 3110 9590
6756 902 11464
2815 4888 9911
2540 4425 9814
4520 1608 10147
