24000 11327
10467 11555 38729
3994 21954 11823
18932 18418 14738
15102 11545 27698
21810 11163 19518
23851 4811 30728
8829 22818 24903
14470 340 26246
6080 1544 42421
4825 12653 23037
14014 8255 3063
335 10391 34622
4762 2254 29793
7727 12783 19074
3433 20407 27158
3072 16752 28652
21038 2644 10960
22816 11475 13640
15318 4458 22853
21296 23917 44657
9454 2735 44969
3311 12613 21861
19930 9981 18470
15277 6108 20743
17892 14615 25444
2778 9930 29338
6178 13346 42218
19907 23197 35102
6097 18431 6708
22962 19930 23389
14611 11296 10297
44 9002 25465
15543 1650 2208
3468 8402 38132
11890 12275 2423
2637 1871 15356
782 20241 42727
5024 8992 35657
14655 13160 691
11505 8232 29791
22113 17796 22054
10269 22303 10304
22278 14268 36455
833 14919 26162
22033 2868 35774
23819 12409 37551
4501 7468 38120
3742 9632 46554
9797 15086 12015
16787 17543 32420
13727 14098 10714
11897 8420 12104
10126 9773 13353
15570 19372 14988
3428 12707 4520
19479 7451 7397
2299 21444 34033
7621 20709 37172
22822 20345 47711
17546 18106 15242
15609 5265 33681
16925 8817 8834
6829 11876 29982
8100 21178 16924
20049 5134 13703
19012 12566 26523
14791 6588 14193
2353 3413 14957
16858 14171 4415
5935 13030 42691
11979 23840 14401
18106 5619 6130
5345 10609 21136
9582 18420 7316
1426 10314 31857
14229 3371 4848
5781 2638 6777
19661 11774 14205
7470 682 6742
10450 21969 21495
6256 14391 27269
8541 19316 13802
22127 21520 31894
22768 17320 43031
19548 9175 10656
4074 20206 45224
11135 15206 25443
12918 15078 16246
5953 16130 4257
6300 12711 18419
919 9562 24716
23816 14399 14715
10590 14572 32934
14331 7658 42045
5259 9031 14226
3941 9883 26278
15221 7061 583
15435 18980 9812
17505 6486 26723
16664 15477 28335
21016 18150 14552
12201 11994 5622
833 21643 14226
21437 5009 12133
3392 10552 19743
9194 6401 27355
4422 15349 10337
19643 9662 7428
5176 21005 40092
10401 14175 4794
23880 17689 42245
7417 12034 16184
7637 17683 9715
13001 16562 43646
13638 5702 43510
19472 10388 22385
17539 1522 15332
17005 1471 20307
7842 19784 19925
7649 18489 43218
592 4984 598
178 13587 3196
23522 15531 29814
8109 9819 11343
11552 17335 30340
8031 21527 42076
14633 21916 31645
10184 21465 34525
15693 19408 9741
23839 7572 2388
12202 11518 6771
16615 3244 668
21794 13605 9470
4047 20080 31317
15834 23797 26330
12394 19186 8096
23894 7676 23328
347 21961 10885
8877 1650 33245
15669 9576 38696
20883 2704 7116
11209 6025 46170
17037 17658 1141
10766 18502 8845
4198 15205 13097
5177 1506 16056
8896 23076 42405
3900 11862 11213
6092 22247 11943
12838 16435 2272
7763 10471 15956
1874 15769 16551
4297 17040 18029
6082 3846 36280
12825 22107 33549
17418 12143 45117
5832 13011 5936
2527 3943 16821
7221 1328 10015
13358 17981 323
13912 6198 32448
13488 23063 45071
609 17681 11431
18440 11773 47075
13648 10132 9704
9937 23861 10751
20666 11029 8540
21932 1860 26638
23670 16635 13690
14119 7596 42625
22180 230 47585
21071 19212 43106
8370 9970 17133
18049 22308 44900
15923 19643 32500
9115 19652 44706
16920 18991 47400
2450 19883 32112
20950 17101 8183
16738 21535 27056
1098 20592 41979
16069 20421 4770
10326 19735 35787
15403 10341 3047
4925 22481 14989
1913 4431 3497
4344 11624 31332
4151 9978 43890
23044 4040 4051
17313 6248 273
17550 13465 26468
15222 5453 2823
3816 11954 1947
10190 3435 22112
10516 6866 16248
11500 17946 9923
4515 1442 4321
2268 12517 13645
17126 18361 7249
14158 13836 9547
13331 7684 42027
9487 950 30242
6761 12916 46423
22974 14040 7057
3709 138 22971
16251 10569 7247
16571 12709 40192
9477 21240 14365
3234 4905 1201
20868 1637 18147
6465 2390 32947
16811 20356 39162
23479 22734 17977
5347 12042 111
13302 4456 34670
18387 12881 23212
23697 14485 11794
10347 10452 42864
12556 2918 8746
21706 23240 35205
9735 13098 20267
8324 9488 38339
22719 5640 40490
19977 22455 3569
9829 10150 6386
19424 12055 32871
11790 20879 38870
11437 6150 43728
13181 16990 34606
21319 1370 4347
12679 6976 586
1621 5657 40228
5044 1354 35125
594 10249 30304
15134 18617 37949
16194 3877 16060
23388 18631 36935
10309 10480 44055
7105 382 34898
8457 2518 16106
23293 4482 26875
454 15447 41453
5333 20688 10993
12233 7264 4015
22128 8541 39105
270 22013 19273
7932 5292 20827
14881 15475 40541
14929 19372 41172
11919 17863 17183
13678 4073 4553
6995 14116 21200
17063 23911 9468
11975 8184 43361
14275 20154 29728
22268 13829 18312
13423 16288 21001
7855 4235 9436
13498 21039 23547
19722 7765 11162
6844 20263 26196
23282 19120 33111
8114 2054 25854
14835 8883 47117
17905 10648 30473
19481 16428 6516
1203 21809 32121
11935 21252 194
14286 594 14490
23138 18317 42368
2023 3782 1555
1088 18799 188
18260 1255 2121
11733 11524 46308
22934 5822 2287
21272 3029 23880
2109 15509 22472
18340 565 1256
13481 11799 13277
20615 15177 2462
11253 10997 46814
2810 1865 27204
2311 18313 6709
22125 15226 44996
22463 4954 7624
12335 22376 22477
1522 9273 3217
6329 4569 25007
8502 15923 42909
14396 5057 20701
4889 18328 16370
16601 8018 871
6957 15722 29760
3337 22428 2118
11940 4044 40602
10660 10257 21421
3153 9273 44372
9914 8848 41970
18363 15869 25317
21175 11841 2457
20693 23393 19029
21803 3788 24110
2650 11161 38561
16330 6634 41231
1665 19877 15754
6576 19641 28307
8061 12769 41220
14604 9908 25396
21719 19964 27112
11883 4431 42282
17893 2386 42065
6795 9044 33021
14497 10118 39059
11242 4053 21082
9451 22757 35713
21899 8687 27764
10227 1121 22232
5150 16150 16292
10974 17012 25791
475 11626 30040
10201 10877 3871
1931 21333 8752
21195 23352 31159
21921 23388 21427
8961 12857 3298
19580 22558 11288
15454 2513 41391
13158 20734 9802
23632 22480 43479
18139 11479 12713
21615 13382 7915
2911 1141 47587
4060 7803 33431
18605 19998 11522
3963 20291 41959
13176 10410 46532
10867 22755 17526
4024 8769 20063
2787 21764 27869
21472 19808 33054
4691 1798 13548
6603 13895 26276
12846 9646 37919
6438 23303 31713
304 8269 30340
23302 17276 6043
1343 9266 354
17113 8679 46846
12897 6073 42625
13925 14789 43878
21828 22099 31705
247 19571 30321
18751 22526 29744
9328 23934 4137
6863 15679 20029
19950 4828 1242
21771 1758 21559
16579 9384 11261
19469 15386 5648
20628 8106 1185
617 4467 36324
17791 15580 5196
11871 12065 31550
16271 17988 23916
22937 7566 8404
4710 2093 28310
1152 8990 13988
22064 15831 14356
9873 15603 25866
15312 2352 45184
10911 23719 28248
13322 21068 29619
270 5872 26955
938 17254 42258
11416 15801 45744
6652 22818 34233
18953 1557 20107
4262 14164 10909
310 16162 15625
8951 10056 6565
11984 20858 21753
7863 17581 17226
137 9719 6102
9542 5479 17850
15304 12649 19592
11513 16093 33245
16330 21758 8589
3515 4415 16793
601 736 8535
5944 2052 39591
2478 18425 24518
6418 20844 5489
3446 19735 37973
1216 17951 1493
5250 9457 36486
8625 18430 4379
4951 17539 17670
2260 10215 25080
21909 11123 29459
9981 16479 23775
21744 19482 16495
18551 2683 39637
5918 10685 28878
23824 17179 6608
23920 22762 43323
6900 21150 29088
13966 1177 36318
18494 10594 19145
19495 14492 45321
14293 4786 2474
17239 22256 30687
18488 19564 751
15567 2462 42125
18757 378 35502
1357 4970 37249
8025 13266 19452
14239 3498 37510
11359 19068 31609
23427 13523 27403
2824 13086 35073
6744 14228 14580
1650 17038 23451
19973 8144 2812
7835 4081 21758
9544 13352 18920
11331 21681 8245
21909 16814 23031
472 17900 4483
16158 15430 21891
12470 15395 18798
18665 21317 17977
4817 11952 4185
10749 11948 41270
17392 12050 34865
716 16952 25598
22329 20817 28148
266 5260 7794
19512 3600 43104
5987 22288 23431
5425 17384 28956
21787 22424 24693
19181 548 41025
23277 20436 34256
4929 13949 3703
537 11366 1370
23663 10522 20707
1145 21544 7958
22928 671 2037
9238 13411 26461
3812 65 35339
18540 21402 35135
21700 15602 35942
21451 11605 35433
14 4590 34221
9158 6350 17698
5982 6492 32119
1874 15983 32673
8257 1984 9784
9671 14286 3028
23967 21016 42742
6228 11375 38068
3689 17259 10303
556 14534 6987
1445 788 44754
247 2538 36545
14745 20062 11870
2833 9267 32128
468 9490 3978
19354 6433 35863
17290 11041 45243
4163 11935 15338
4161 21631 34238
12927 19209 20296
1709 14232 4269
20322 717 38568
2545 10286 45754
14607 18253 43846
16461 7027 39117
18221 9957 10796
12588 13719 30611
21945 16653 20207
11709 19346 11422
9927 2172 15729
12054 3023 44015
4754 9541 24412
9497 3627 10243
8510 7410 41106
21366 2226 47262
349 22595 4535
4778 18505 11087
14880 10489 22207
1480 7230 44912
19241 3028 39230
11993 21778 35208
9680 17572 16262
3706 23333 10149
2829 7664 42376
11561 21199 17092
3128 6174 13029
8998 2625 35624
3071 13406 28545
15523 2019 23430
15896 11154 33328
19975 20374 44972
2 15079 47814
15877 5964 38239
16783 2413 17961
4479 5355 34085
9 20329 39441
7979 10695 34947
10414 435 45729
17739 23555 32426
2607 20569 40017
3870 12274 34411
16058 7059 45415
5271 2760 32781
20922 3045 32116
21592 5144 34720
3855 1133 23492
12503 16778 35623
8353 19827 3130
22476 3798 14600
11293 7113 24756
8477 20976 21799
2112 2636 31564
2420 13186 45086
2307 19950 34023
22777 3825 14814
2146 13961 31838
9404 18885 39323
17503 12310 27389
12688 7774 1670
17589 20854 187
10124 20772 13712
19248 22556 28982
4512 5008 43926
11425 22415 45329
632 16030 26238
12772 17353 26997
18212 17984 188
11453 9080 27800
7150 21354 388
4653 15443 29797
4219 19004 6983
2443 8588 45284
7120 20368 30694
20648 20163 38939
15298 11083 45449
4230 2579 9867
645 19462 46371
17112 11755 7444
3533 4192 45369
15 19594 6519
12035 22820 36587
12012 7499 45791
20542 15877 38125
16409 15201 46840
14634 16937 8940
18021 10174 21946
13189 12049 2425
13068 23623 36694
4883 23379 21645
22256 1878 975
18400 10216 45952
18010 11810 38312
3367 16697 33873
17805 18236 7079
1876 21251 19212
17715 6723 12330
9205 22537 36653
18501 2080 5139
17437 4202 393
2379 15433 31994
21089 17435 5160
19564 15712 15027
17799 14498 19635
13826 5635 2201
31 16337 3913
11567 1079 42937
8133 13618 38409
8830 19200 44930
20488 18059 25273
13990 9105 17884
6394 21434 8884
17854 3674 46343
1554 20647 3712
15696 14109 38675
22705 20957 32369
8626 11106 22078
9330 22351 44285
18154 23590 13345
20404 11721 5103
21489 5390 5774
20967 10842 6646
9228 9196 20825
17937 10922 10584
444 1372 3071
12691 6346 38931
17139 22715 1059
23440 18817 11520
2788 13350 29772
21065 14937 23568
22726 19497 21214
19154 4871 47118
11096 19860 13084
3750 1148 22548
22697 17176 16821
12850 21253 39432
3679 5225 32733
19895 4711 22080
18053 18526 20567
12469 569 13790
9683 20838 4329
16438 872 32596
3364 5903 40786
17663 17563 43583
1765 1950 30732
17027 17196 15338
6109 2651 8044
6903 17616 38221
20066 17108 43985
17128 23641 20690
22104 1923 21371
9758 2226 942
5042 7196 24252
6444 11125 1032
22476 17194 6634
12831 19278 46043
506 13192 11235
15798 20498 43170
4249 16068 34980
4312 208 9013
8257 8845 11899
21759 17280 46828
22495 10800 14235
8371 10711 46125
18589 837 18723
4901 2097 38230
4888 10551 13688
8601 15325 25789
16530 1133 28073
5761 23280 8139
12330 20823 12843
1135 7138 14139
19365 22163 30929
9151 3662 36378
23099 6106 38359
8041 4995 27498
10375 12866 39410
19556 12770 16516
9842 22833 5691
10057 11557 39965
11646 13469 13081
12602 12533 43404
22322 8189 39258
23927 7952 46130
5241 13424 23164
15207 1462 47523
78 20778 35853
509 18226 43335
17938 1859 14445
18563 6169 44516
19632 14605 13546
13636 12495 37653
17564 23463 15288
2499 19233 29337
22072 7506 16241
19747 2776 7881
14769 12279 13304
12389 829 3038
15125 16855 43360
1930 21629 8513
328 16813 23029
2126 15462 35834
9997 14546 33901
12596 20759 29613
18669 9500 31321
18496 7839 29436
5092 11832 36087
22061 1633 37243
19788 2341 2912
23415 20480 29892
7847 10386 10461
21920 1024 22006
16774 22461 40102
9485 10117 9371
22724 20059 1600
4575 3284 29436
22850 6889 21317
1574 14892 42034
13737 19743 20848
23728 5242 22682
19497 12493 47723
13447 8950 27829
19825 9628 39401
11857 7923 35724
10268 23393 35050
3919 5647 44502
8153 4041 39381
18221 19567 42788
19605 19984 6365
13690 14633 16473
10908 23161 20364
4063 16151 38064
22447 15641 20157
15115 10445 18055
19844 10493 405
9828 2921 38136
8264 4281 35942
16519 2997 40403
23096 8403 30981
5529 7513 7977
11039 16977 38775
13153 6769 28261
3090 17329 12268
18464 20956 26785
19097 14792 6645
9768 13828 30209
13945 6999 8696
14434 2857 46426
14247 17371 42055
13549 15241 31980
8738 17664 19560
4543 4211 19973
16741 21429 35835
2467 74 3339
6748 73 40800
8577 24 20897
156 19044 4177
2128 20980 41313
2451 5162 31243
2733 6556 42114
5751 9859 23894
17551 20440 28015
958 7823 33489
1583 5149 13332
18365 20103 20257
11840 17379 46493
15115 11447 38939
7300 2549 14862
2946 20048 22162
14542 7603 10048
2633 13290 26303
15762 6083 41167
5270 15373 40560
5105 4301 33607
8460 17638 17743
7265 22582 4712
10068 23553 8559
20461 5871 17783
3569 13706 26411
7796 9337 21976
23123 14823 36169
12826 9119 9090
19701 16275 18711
17866 17921 44117
15343 15865 47996
20709 20366 10588
520 14423 44824
15884 12951 1115
702 6886 1887
18243 16396 23545
17420 9154 40145
23953 6740 42697
15289 3360 11775
17452 9509 20274
22824 13656 27068
16465 956 36935
3767 1264 17573
22692 6905 8844
23860 10017 42430
12685 19193 11043
2246 15839 21709
1763 12902 23438
18322 16531 47509
18725 11228 42474
17322 7388 2205
1623 20392 9618
15720 15365 38548
4015 17565 12721
16691 21083 37569
13676 9376 11752
20839 22159 39125
14021 2955 20729
9107 14101 12877
19675 2606 1185
8161 4658 8914
971 9192 23170
6093 8416 32442
5332 17726 39795
2871 21859 40767
18565 4224 6797
23128 11710 30114
1210 16398 26249
20754 3806 31523
12164 10762 34418
20457 332 17110
18883 13751 2349
20557 2294 43359
8490 9757 6770
23845 5829 7130
8774 7192 1418
10731 6122 43351
14189 9528 17832
88 2945 35694
21628 2775 37794
22132 14748 19633
12773 12460 3476
1239 21983 20156
16952 13493 12633
17416 4458 11157
7771 18457 42108
15853 9804 47893
19353 7291 10988
18761 648 22582
21474 17767 26745
236 18143 18913
19494 19180 23733
4548 19293 31511
10377 2841 25161
220 10361 19976
18716 3956 29764
6837 21065 37618
1115 3387 23946
11411 15924 24956
22898 13392 4188
15101 3594 42647
20902 19538 6616
21809 18506 42599
3035 10450 35450
10553 13009 3863
18705 18763 38604
18012 22896 14541
19256 18549 14089
12752 4793 27212
20681 15034 19767
16808 14560 15607
8537 23033 39111
22781 22669 11812
3526 9350 30733
6789 5369 7607
21363 22535 23460
16550 18862 37279
23720 13066 12665
5025 23449 39018
12712 12012 2994
15457 11218 4330
23113 14215 42724
7948 5935 47619
23195 911 25377
18456 688 40731
8550 19008 9116
12209 6719 7297
19613 9122 12517
7512 21146 39864
5287 19156 25989
494 10260 27390
5402 5377 25259
19822 873 30332
7334 23836 47278
520 734 41022
21633 8118 31399
20699 12787 25623
11745 340 4447
6544 3171 31959
19814 9837 3164
21520 8264 47451
13526 11435 18244
23143 21519 42926
6668 6532 31245
2215 18893 42143
14284 19732 23245
16017 23957 41892
20952 17531 23761
23149 3144 4282
19089 13039 16792
16421 16205 11415
18144 15150 27099
23517 11732 43779
4317 211 35747
22418 12527 1114
15840 1308 773
8947 4894 35496
11680 8609 27621
23073 13635 20714
6565 14119 31980
14806 18824 34833
4782 6722 33345
22740 9356 34374
10869 21919 38055
16 9392 32147
16027 9848 24533
3930 23602 39691
10925 22779 36915
22297 3236 19588
14309 15996 44229
17572 20924 5790
11300 3242 13977
1642 18327 1658
2303 23555 35712
6008 517 25756
20140 18828 43844
22379 7967 20001
17826 11081 24907
8995 14536 8660
2688 17947 334
22002 311 9034
12453 18671 38862
21160 11 26969
15562 13758 30276
14629 22687 23835
9245 15104 36003
17215 16522 21712
2234 15180 19682
6638 6650 21731
15153 11652 26012
20968 2624 46448
11879 7186 30933
10210 102 3884
19104 13410 1411
17217 20198 45925
17291 12348 34377
18198 13760 16629
12080 5286 46637
12146 4165 43440
10987 22038 22260
14594 22536 20915
3430 18053 31063
23676 16440 17892
8118 6044 15523
15890 2641 1379
11417 2578 6895
10481 17343 21381
22206 5645 18716
19353 17669 704
1424 362 47902
20419 16814 27389
4624 21931 33251
1474 9363 47869
5474 10732 9568
19000 17517 46359
14727 13146 31142
16379 11804 43803
18376 8039 34051
15247 4505 116
18045 1643 34507
5929 2442 32946
7272 10524 17449
14495 2951 32813
4814 12469 31954
21338 21824 3870
2730 11168 29584
2994 20258 18166
21095 5631 16118
7390 17638 16566
16613 18991 17519
19302 20974 15703
17281 1010 32433
5856 17440 5005
5720 23129 30192
10465 21259 12850
7722 2359 19767
5466 7478 14279
7163 15281 1241
5784 8075 29200
21145 21473 13552
16539 23371 39083
21214 17783 32711
18587 7968 44503
9349 5011 38375
12081 7599 34303
12592 18489 39466
1317 20909 21437
8499 7045 2741
7435 13109 47307
11789 7316 16110
8749 9780 41741
11520 11344 44072
13949 2908 42170
15899 18929 18853
21548 1076 6419
23734 22963 17890
14028 1055 41241
12136 19685 17699
22250 12537 42895
21062 6910 10774
23352 7146 23787
22748 3392 41542
14776 22011 21635
10653 9268 6512
7536 2715 18458
4563 6724 11593
22582 19550 43893
1571 3564 29070
2266 692 21357
23826 23492 11116
16643 21576 22148
10650 3345 737
14916 23059 27900
15987 11005 44128
7456 16214 9309
1226 3734 4418
16615 12663 25513
18310 5654 15480
10480 13764 31371
21662 19425 19949
8391 9945 5068
14716 4699 746
13363 20763 21185
4343 21231 19769
14198 23211 15659
4153 8413 33193
12271 18168 26827
7895 14087 42338
15035 18002 19646
2173 11052 47540
18112 11178 32361
16394 17376 23627
7240 6752 47549
6484 16949 14643
22351 18366 44897
19162 9854 37660
16164 12101 47884
5396 1780 17133
5982 10820 44627
