18000 3449
14000 11959 25568
10913 5999 17989
1774 13668 31658
10071 16841 9076
15427 17681 8170
1675 16299 2835
16161 15266 9795
1267 13918 27140
16682 15912 10037
4416 7117 31208
15536 13439 18176
5924 5768 17383
13860 7526 16689
9057 12948 12774
876 6987 32057
10119 805 28353
1557 14239 21120
6063 11904 19192
14239 14265 18271
3743 5823 29708
15530 17806 6912
16380 11363 30955
9547 12076 28086
14396 2962 1690
13974 5269 17282
9312 16075 19887
2640 3117 1447
1943 16645 14963
15492 13409 24024
4032 9103 18692
1647 8082 21457
13323 6723 33496
15942 14145 3135
11533 417 35848
5188 5771 28228
6858 15827 2278
17543 12604 14857
2248 14885 3860
6316 7106 19798
1094 11330 6761
16504 4904 1478
9673 4991 18747
11574 16485 10123
10021 6512 2687
14022 1372 26966
10306 2727 152
5369 16433 15126
1961 15281 5601
10554 1926 26197
10850 1587 10894
231 10221 18862
17955 2661 14472
11027 493 30712
293 12710 28419
13940 12979 1324
9864 5312 2824
7996 11220 35692
16472 13107 34061
7958 10618 11426
5416 9389 27802
16839 13751 9513
2543 12208 14106
16138 7094 24880
14511 3768 5692
5578 14973 17766
2644 9025 788
14796 7111 25946
7064 17130 19196
189 16838 20118
11249 5722 32035
16545 17782 19153
9988 2797 10805
593 11452 14218
12878 13388 31797
16451 5390 11625
2032 8829 15226
13058 28 21826
15211 15546 17995
14250 2472 2781
9375 8812 22125
14253 11203 11589
2821 12589 31576
12557 7035 23776
12168 1859 12181
8507 936 10447
2053 6874 21500
6376 13263 16825
10238 16681 7954
8420 8382 21583
11475 1715 32884
12304 15968 1695
5540 4788 32383
17820 7623 15599
13844 16203 27152
15816 11989 16831
11810 2361 22034
12990 12711 16468
566 15615 23332
17715 9628 25353
2466 16464 13076
8217 6909 33950
12878 8289 29540
5880 829 31818
12407 16851 16858
6176 8036 26421
9629 16973 6865
15608 10121 16512
17569 9610 21412
5675 8892 9600
16630 2163 10884
2852 8250 15239
9109 8654 23140
12744 11476 30075
10858 4236 17475
9993 6275 17879
12281 12524 23928
11640 65 15388
10405 15420 6274
1456 10196 10200
14561 7348 3148
10444 10061 4295
15048 17793 17553
2005 5182 22511
9475 302 21069
10261 8706 35498
16248 16074 4512
2604 10514 4363
6229 2804 28010
10992 7709 2902
398 13577 30265
17227 7355 649
9848 2564 29437
15137 16528 13886
17746 1781 19643
11835 17668 8072
12339 10320 29177
15190 16341 24888
11265 12894 9592
5690 8998 31000
0 7795 28033
13975 7094 9133
10318 12542 15465
11301 12469 10594
16770 4717 8554
17687 11756 8221
563 12674 12998
7666 2211 16952
8651 783 4741
10426 13083 2347
10292 1689 5677
15957 13040 9583
5629 1616 13686
10233 725 1001
11135 10030 14549
2735 15709 30279
8019 6423 32534
787 12609 30404
15327 7277 35369
4529 11258 21142
9363 4939 25629
3483 10230 23199
14401 627 15036
12276 5612 12505
14517 14063 33413
12928 11853 15712
15955 6948 24357
3192 392 5426
14903 6081 31239
16973 13145 30466
3851 3045 4261
1693 10 11729
10438 9247 29045
15051 11322 25664
2239 1191 29440
7534 2408 26043
4641 1881 24966
13301 14507 23111
1551 14125 21929
14825 13669 1893
12678 7023 24887
13833 14438 14259
7813 5203 33457
6770 17628 33621
5168 11558 6465
13539 11519 2554
5569 4649 2451
2212 8222 13204
15389 7733 25170
7973 16930 26250
17307 6107 29182
7451 3342 30527
12143 1838 29993
12761 7481 1064
12109 7261 5014
9042 9138 15313
8030 4982 13963
14076 1545 2427
7010 6655 33566
13627 16838 7456
1458 14026 11946
15603 17246 8840
5444 13490 6438
11537 9915 8260
3856 8661 8289
5949 10316 34967
14754 5188 761
13159 16247 31973
2901 10926 18459
4610 7819 10602
2626 5372 26010
7053 14605 17537
7759 7979 18230
3255 1399 1276
807 17366 32745
2568 480 34513
5418 15533 7042
7347 11839 1564
13616 468 12622
384 6803 2162
16815 13824 29202
14180 12037 8180
7017 5635 9097
9896 6901 24314
4769 14359 10267
1243 2502 18559
11148 6938 22045
9856 2205 11102
16164 14574 17156
10090 1368 6286
8650 11653 33362
10593 12121 9933
11393 15751 9097
15518 5222 26104
10653 15362 7635
5809 8895 5284
4211 464 35571
13058 2325 16967
3087 9971 16522
15863 14089 21480
8425 7872 7350
10500 2965 32202
12152 6704 16207
10665 6967 21535
9169 16145 18021
4702 5401 15032
14345 7022 5219
16203 11295 29668
13647 7871 14536
7105 1621 16440
15419 7651 9562
17113 17226 13299
11838 14813 19018
11093 11396 496
16603 14539 18344
7492 2988 1209
8212 11294 15176
17974 15909 35826
11723 6257 34205
12098 10591 30130
16537 306 11348
13134 15557 34423
12003 3568 24610
1345 5624 8908
1594 9197 16820
6514 6871 32490
13265 1073 25136
13071 4261 13703
15472 10600 23152
11852 13775 26637
11757 12366 12631
3364 10745 16578
9728 270 10224
4265 17707 15088
15187 12518 31731
10281 8289 12970
8975 17824 24433
11974 8148 31790
8315 4924 4963
343 15089 22813
6077 9328 30573
11647 16412 27692
11956 14184 26202
16538 14666 15761
13449 12254 5879
16785 1519 21825
6063 16469 10082
9076 10833 23052
9618 5275 11928
3196 6470 32242
2328 17554 19596
13201 1861 2557
6565 9062 22869
10744 66 19200
13665 8776 11837
8114 13557 1004
8888 13067 4732
13264 9591 35295
11404 1771 29702
17377 17502 28470
9467 7169 26122
8308 8069 17851
6602 8187 34465
16698 3939 28107
13793 12368 29468
5347 13759 14418
5008 1943 23387
5277 6733 24069
15013 5197 28361
7700 9658 3675
14312 3609 170
12094 5146 31572
14690 1468 10128
9681 11477 912
660 3036 19947
1033 662 6500
17880 12683 29925
7735 13309 26648
1492 3887 5968
792 1902 14121
1776 17232 28417
32 1894 6829
4810 16768 3045
15089 16875 20729
15384 12825 26347
1852 6589 28249
14028 9355 4680
679 3900 1703
5071 9135 4050
11619 13076 24734
14830 13962 30933
1688 13746 3818
2848 3396 18741
11596 5512 227
8069 7426 20963
9525 17254 29604
12337 5866 511
16710 12532 10590
13904 427 6905
16647 11685 21734
13965 15044 18843
4883 11755 34065
8074 1906 35496
6471 2743 5825
14871 7454 28239
7132 2183 15018
17395 16640 25999
5090 6223 6546
12489 8581 27201
16490 15541 9268
12149 2041 8263
3035 3824 35961
4156 7953 7383
13913 11750 32548
5587 13648 2103
3232 16770 30823
8558 15483 19625
5586 6415 24119
13432 12478 8614
6638 14774 8529
14937 9341 31534
7965 15525 23568
16689 3516 23172
4473 5147 22474
7321 17382 32422
10835 8099 34252
1175 13020 17132
9021 2532 26718
6853 4257 19121
7189 17165 30044
692 2830 22172
13274 17064 14891
7329 16068 363
15256 4736 25105
15914 1914 23789
3091 385 29788
14369 5712 18581
1601 420 23753
10126 8945 33656
3568 4178 30456
9017 16311 16770
7345 7102 33736
10105 9134 3889
5652 11694 23420
831 14310 7571
4979 2551 8759
9316 3929 2726
8902 13727 19296
14088 15277 30099
5311 4829 35567
16013 8172 32527
6183 2751 34817
17746 10156 19340
8892 15398 13950
11845 2416 1469
14055 4188 9266
13635 12581 26529
1896 14637 12581
12212 9626 12766
14890 8243 23742
11815 808 23567
2231 5157 16779
15152 8866 1761
2988 8318 15518
10428 10836 2079
4522 17938 10326
15794 10842 17558
5849 7305 1173
5901 15741 928
9221 8181 10711
388 6063 5144
11242 739 5410
3294 13732 28568
6200 11371 6088
1922 13076 2101
13952 12413 24865
3146 5598 4408
6531 2221 26689
16557 10543 20052
12514 14586 32679
15815 451 31753
10334 1336 16759
1010 5142 30757
10021 16169 30083
17430 14731 13630
3341 3004 25504
1429 8181 27448
11467 7040 30656
1250 2893 13599
10419 5465 32293
11651 2622 9551
993 13587 8829
4455 11834 35874
11865 9238 21535
6283 3815 10711
17086 12457 21323
13461 8164 6528
1396 12845 3758
14243 12655 18946
4314 1596 33532
4879 13050 27512
2023 12581 2459
4223 10435 24179
3378 13906 29638
1107 17189 11576
6534 16704 542
17114 6096 28104
12434 2696 15539
13988 15940 15224
2105 811 28886
8712 5456 6153
17382 11062 28886
11175 6354 22792
3595 3202 29006
6360 2168 17420
17636 4894 12280
13620 14737 27004
1681 14649 30911
3759 9791 33361
15742 17301 17204
12866 15537 3554
7823 13184 34397
5705 2880 1447
8170 911 32921
4089 6870 33775
15435 1503 662
10624 7072 1576
9273 2760 21492
15440 8916 5624
15775 5033 10363
16814 6228 32842
15682 14556 4361
15837 10137 22163
13981 11373 4934
17571 11123 4370
15748 10287 27097
9562 790 34788
17876 15779 8208
15745 6624 4871
5833 12626 2548
3301 13490 33305
4221 15643 28908
1220 17075 10727
7197 6235 16039
2487 5118 32412
392 6837 9108
3182 1665 31682
17721 17565 32836
250 17377 19703
16566 6932 21766
549 11922 25949
11714 10365 30817
5680 1799 3591
9186 15810 23917
2568 4041 29976
16617 8733 27554
2841 3102 15913
847 9837 12248
4414 8369 22400
12588 5597 34545
628 4847 11435
5149 4511 25766
89 8311 34748
5604 11876 25201
7482 15614 10736
17087 7431 3304
11057 7985 5106
17165 3603 12897
10211 1359 29853
6046 3313 19922
3765 17939 20163
13037 11950 29213
7434 5200 18249
8155 13645 7136
9802 7576 25922
8621 15962 16447
6822 17998 14513
11832 12035 29794
3503 846 30027
2091 590 7706
12775 7771 11028
11873 10074 8412
1914 305 4749
3772 2073 34737
11279 10540 32225
9488 12629 35691
2629 17016 30121
11879 17285 25856
14387 11939 11890
2077 17870 11974
11831 2775 17681
6638 17091 18116
14571 17885 21068
6404 5358 32744
15229 115 21365
12141 13173 28511
624 5959 33222
11823 11216 19976
17266 9664 16451
6548 17018 22600
6689 17417 34707
683 15580 18069
9479 9149 13502
5734 4425 28385
5130 9504 5652
10213 3406 20663
