1000 488
209 729 1667
50 365 1185
163 276 501
722 799 1094
161 852 1396
276 809 99
963 484 1785
559 539 571
218 48 765
892 307 1439
572 671 991
695 28 273
119 678 1221
504 974 1540
889 103 591
685 566 895
939 984 1075
994 442 122
256 695 420
910 303 357
707 883 1878
258 606 890
715 313 1016
53 555 971
120 232 319
753 252 523
16 992 1091
260 809 1887
912 897 1272
671 171 1343
409 529 118
140 249 1492
394 636 1060
970 999 45
965 30 292
743 96 1722
793 917 962
667 852 1271
0 81 661
81 551 1867
294 472 1068
420 950 760
580 343 1232
86 405 315
352 933 218
381 334 1375
722 518 949
517 782 1752
852 855 1774
862 208 777
795 402 1773
78 676 143
263 173 1930
744 74 717
268 878 1075
90 888 1169
495 818 89
7 935 1324
807 71 1984
837 900 1833
144 196 321
996 786 871
458 939 655
961 912 525
948 587 894
409 976 117
739 570 23
423 495 225
974 584 1985
522 84 1117
435 674 373
235 970 903
419 299 507
942 314 1746
560 945 1522
237 841 292
150 658 1774
224 877 126
86 513 379
82 558 185
725 373 345
618 86 1942
750 671 1922
474 51 887
446 567 780
907 676 1787
654 840 60
552 162 741
431 282 895
850 108 1556
101 72 965
652 797 313
336 348 1826
904 186 1979
160 138 940
223 165 1285
613 156 187
248 285 1298
849 519 1877
511 964 121
863 923 358
643 23 1137
642 940 1176
487 825 1230
668 508 380
706 501 1367
823 298 1517
646 634 61
370 18 1541
949 852 1346
468 751 378
113 986 310
790 121 921
125 513 1262
380 222 1251
741 475 548
718 12 924
642 440 1973
531 909 1422
842 199 137
637 82 1257
342 513 1913
11 975 72
676 143 1708
266 385 380
98 918 1247
482 331 999
6 895 1018
115 624 1705
386 861 1760
494 817 230
218 646 219
324 891 1563
313 15 1711
668 618 891
777 872 937
110 336 1233
154 73 712
597 123 1434
786 171 345
44 596 1513
749 659 41
75 561 686
486 1 1878
145 932 908
330 836 1450
130 167 1086
231 85 1100
382 381 1795
424 313 533
473 407 1744
503 933 1416
983 753 612
723 472 144
807 25 212
615 270 103
31 950 906
246 767 651
640 318 1390
496 690 1950
848 290 768
272 607 1818
854 595 1641
279 909 1282
50 195 1035
884 752 1484
695 646 1693
368 556 1076
410 250 1788
977 861 744
241 621 755
388 971 690
827 11 1352
290 779 1153
168 595 1707
85 209 980
309 247 1229
164 29 1500
91 112 1528
987 354 513
131 437 1286
616 376 1511
951 534 142
174 980 686
535 641 131
975 260 1629
157 179 1269
587 780 1247
274 371 695
946 882 604
85 633 1761
938 797 1543
218 921 115
138 354 1851
242 783 1472
812 449 1700
374 562 559
8 796 1913
571 375 202
222 823 1960
650 886 1861
749 210 1617
