26500 1246
14277 12699 14084
6455 19839 1547
24865 23910 23494
22351 13424 42867
25704 13116 40861
4430 24605 46431
7376 20236 24164
10820 11390 22731
2873 25592 45690
20528 17051 26005
6804 23191 28827
21638 8858 1787
8147 178 25831
12339 3641 43637
4162 9785 39000
14514 6517 16130
10903 7960 47216
16886 3673 46328
95 3479 40877
7842 11676 12167
126 14354 35544
23565 11402 39259
21161 24946 45750
19717 9382 38442
6052 24007 3280
10646 3361 14790
25958 20305 30679
5589 13993 1887
848 23888 26678
2248 22010 19770
23876 5465 46854
17876 26429 18389
15776 14460 9283
25556 4387 52775
25059 9692 5452
20602 15189 10627
291 18114 21331
9138 15501 16856
10613 20603 52692
21193 19489 47860
24936 6719 31475
6737 23712 23008
25817 11891 32368
21435 4702 52382
1122 23549 14408
12203 24005 25656
1266 1874 40773
13179 25212 11723
20651 9547 39238
23509 15398 29734
24514 7830 5028
19489 13882 17206
13273 20181 34204
22398 10272 23680
19272 11541 22596
15434 12653 16591
23709 2379 41808
12113 15291 9458
6352 3846 13418
24867 18577 10350
2083 7995 51313
18972 5465 49222
14214 29 15140
21449 22438 16220
11944 15990 13054
24480 9276 8200
12614 23475 4384
4194 21476 45808
15026 16676 25637
12492 11280 48849
20675 14887 45491
1011 8167 26741
1163 6900 15525
11698 4897 14175
20718 4848 22717
7034 18265 46644
25014 23818 44557
7151 17645 33674
1303 20222 33595
1504 2368 32419
22273 4127 7195
7590 19788 47371
16341 24080 26165
23494 16119 20905
20971 13745 39238
15938 15816 41436
25855 22300 38452
11517 14413 4761
8627 9520 7564
24169 17085 24518
13140 23120 25006
161 1537 13557
9131 17956 2722
25350 13424 16572
1938 4142 19154
10114 7647 2578
21292 200 44245
6962 6117 41629
2524 14450 24522
3613 4118 47384
19141 21222 48060
3668 4069 41468
4551 11573 20397
814 14747 52478
26151 13597 34268
23650 20025 31566
24903 8560 48004
1161 702 27790
13341 12825 44940
14098 18763 15544
4599 7789 38014
15049 4609 30063
388 7169 17255
4088 26341 34474
22752 11676 8878
14783 26358 39150
7356 23665 30804
20045 4633 30482
19831 3369 7155
15514 24298 20205
23259 6438 12480
5998 12800 11172
20359 12370 39839
24898 22844 4358
22864 24558 52483
23752 16785 45814
4272 11851 6465
11383 24561 4675
26463 1123 17625
18744 5296 49547
21792 18031 34801
1243 23990 3998
20540 13811 27464
25816 21053 50025
13129 13431 336
17815 7818 33095
3959 18107 22512
7850 5285 20495
3642 4378 3567
9584 8632 35938
12552 18946 36938
2444 22399 31226
868 11700 21936
1258 15529 34397
25169 19440 45536
11616 12567 41934
11159 14409 51153
13263 24133 5691
1521 18102 3873
4244 19935 20925
17164 3515 12189
23209 393 25192
11072 26056 21796
