15500 4701
13564 4759 14177
6354 7669 4459
11914 3714 2614
7226 1227 9023
3481 9801 12332
6628 11234 26764
1161 7430 16586
7022 14936 9358
169 13715 23384
13067 8140 26856
1982 8051 28535
2971 2082 6180
2359 6337 10782
13077 1624 24000
4639 4061 24397
15434 14187 18629
1328 8218 27884
5028 11964 25539
870 956 17797
992 472 4998
7839 1969 24865
7135 10470 2483
15212 11842 18049
401 1049 19689
731 11079 483
11719 12486 11114
12337 3888 12446
11537 7923 15755
9768 3482 15007
12657 11649 13615
13180 7276 5828
11608 10334 28818
13688 4206 13018
11569 2685 24041
6200 4644 7985
6477 27 19140
9327 12984 13832
12410 3815 8420
7452 9591 598
4984 8797 3384
8481 14541 20659
14453 8454 13475
10338 4256 1317
11944 13763 28843
6212 13241 29356
14793 8139 30987
2006 12774 8631
13950 3886 10090
12937 5354 8619
15359 6285 20162
14435 12894 23009
2752 3686 18820
10301 12257 30617
7873 3639 20639
10940 2434 13145
6009 8646 7082
15435 11380 21169
4650 6555 5210
10491 6198 20415
12871 9523 21631
5544 5137 6579
2422 7553 26873
6584 12352 3643
3961 7669 16188
2278 8650 13785
2168 7327 21429
13875 12071 19366
13179 2591 22817
10414 7652 12120
9391 12650 16262
11891 3268 15196
15162 1081 4955
4902 9766 19502
8865 11892 15550
13175 14879 26394
9060 4769 2774
1619 2514 17192
10178 4511 3013
9710 13867 371
6149 3277 8435
9530 14130 22303
7416 7698 14524
12254 1397 6800
12235 5051 19654
10364 10516 12082
10490 1153 13792
2960 13463 7850
4862 5887 25022
13758 7414 2785
1103 7929 4366
11338 1845 21747
6598 6093 652
926 12118 20100
14675 8492 3890
7424 9040 15815
8349 13253 9979
12436 14031 25870
2452 14057 25759
8140 7931 18307
12298 8673 10080
10563 4079 52
12578 1002 19568
15052 11799 7393
6611 4846 27895
5618 9842 9475
14545 11539 16032
1153 14740 10009
8361 10911 14196
2790 12795 15252
2234 14829 31000
610 130 17744
1129 2506 23766
7911 9318 596
3942 5607 24787
13763 6510 17175
11537 10779 25702
5931 14314 8597
10270 13620 30488
8862 7598 24290
15045 13646 14559
3174 3034 27656
9804 12822 25739
13945 11796 27754
2103 8753 2947
4322 8123 3263
3834 14854 27756
12349 8765 9492
6052 14437 6873
10214 13945 10592
10948 1110 22829
14552 9740 14043
5630 9566 15827
8946 13501 25952
7779 5146 24526
8226 4356 19642
2428 8527 28888
14875 9173 30815
980 7232 27608
14336 14138 30146
5599 7815 7477
15049 8149 27680
3748 6538 20257
7776 6005 6330
10444 11684 6542
6960 8590 21070
3546 15126 25030
13270 13352 3301
11233 5240 11014
10997 7582 6212
8870 12474 29159
13487 15199 24169
13740 1750 16795
8259 13611 15382
5490 4195 17983
1590 8086 15864
2955 14692 30867
8478 209 26468
7545 2257 4817
1568 12042 11790
12495 5976 29702
2295 6965 4115
10117 8672 29441
3690 3889 9337
10916 15018 9724
13013 2177 3364
3079 1539 7374
1937 6075 27425
14339 10876 23382
1654 2941 30192
10807 9602 26263
3919 7128 30902
4324 7720 28151
2744 11355 7836
15401 7608 5221
6720 11730 3108
12132 6472 12366
13974 13416 23950
449 3126 21430
4842 1736 30121
2365 827 28890
14109 5700 14415
7849 4663 5153
899 6413 30471
12575 11668 17078
15075 1133 11261
15445 7155 4281
9996 11058 20918
15061 6159 4465
1831 14563 2528
459 3186 23805
1553 11593 1853
5058 14269 2054
6165 3270 3163
543 11244 24452
1812 12305 29575
5561 6440 19707
13465 3237 3981
5142 6415 4426
673 13265 28788
921 12114 13492
1744 14409 16537
12120 7963 5941
14908 9532 538
11609 11815 23158
1359 3893 6372
4492 10428 8602
4629 6979 14710
13905 12935 19485
8598 150 18586
389 2913 25524
15358 10970 27318
9069 106 1809
13362 3442 2870
1968 11112 13333
2746 13047 11040
2267 10670 9985
7848 290 4983
6841 4606 23629
15363 3693 9161
6447 4143 26967
13340 3897 23079
12010 12512 17169
2058 9105 2021
10629 14141 29795
15290 8757 16358
6521 9358 13383
846 396 10226
13510 1129 9955
13382 6763 14955
9553 7348 21024
3167 2756 9431
12074 14895 10853
13163 13239 20936
9532 12664 706
14781 9283 18080
8215 6122 9716
1183 5301 12742
3133 13704 16101
538 9683 27684
9402 4808 15370
1191 10988 15294
2350 3971 8705
1469 11039 11686
503 2633 5933
13522 10068 1974
1913 4224 6263
5883 3625 24067
7778 13747 16518
2632 10865 24390
12240 4614 29278
1158 14161 9688
19 4565 26556
6773 7503 17221
9539 6260 20847
14019 72 16042
7281 7943 7248
12063 3020 561
4774 10006 23319
2097 120 2111
7719 6689 22051
9688 7764 6124
9707 4272 26913
2074 3295 5351
4764 3622 7815
8310 11947 26837
2839 1664 12981
9966 8578 21526
5251 8007 586
7654 1636 10241
15298 13419 7662
14038 5660 7293
9023 7114 18328
11935 8209 25886
2794 14217 6638
11634 11976 15290
7165 7815 8600
9092 8580 13960
12787 6821 11622
12636 11540 30496
15321 9326 9058
11439 15028 19582
10051 14738 22731
8436 11453 11071
9704 1270 12837
9885 12579 27313
8008 825 10879
1312 3670 2114
11158 5281 28191
6365 7689 25158
10951 5247 27155
11451 10864 1840
14612 13464 17820
6889 13812 9164
10388 3540 25594
4785 4021 6039
3651 1340 19577
12121 15204 18898
15407 6983 14939
7008 1476 7146
15117 192 5025
4965 1955 26337
12289 5454 18801
8516 6486 30137
4575 12974 8438
684 10678 9460
489 12105 1387
8998 4978 29477
13377 750 24725
14740 14706 24988
12544 10788 14052
8467 3187 22733
14459 11397 14406
10713 6370 6003
7542 7929 3035
13848 1283 25408
11150 9819 28799
6691 13690 23821
4246 14739 5544
3613 7043 7811
14258 15284 11252
9404 457 9122
6262 2378 7004
9727 9708 26997
10798 3749 17511
11043 4795 7621
6493 8653 11547
2216 12879 20132
8034 1377 5026
15110 4479 6557
13172 7098 1536
4617 11704 26019
8281 3729 20359
2050 6176 15486
541 901 9536
12858 13300 1402
11151 9006 13627
11307 14469 15066
7296 13716 5786
8711 11972 9536
14153 3033 1909
7888 5371 5020
9262 11958 12636
11897 1104 4587
359 694 13731
9252 2850 7797
13917 11927 14381
5299 15457 14938
1689 13476 27925
8535 7253 10958
12438 4929 22354
3418 13527 14279
2569 13564 4460
12063 2100 11337
12800 4466 26231
12163 13639 19597
12744 1052 28224
13173 9572 30203
2565 1884 26764
9613 558 23199
14863 11700 26289
15425 8368 11262
13446 9851 5626
108 14833 23250
5049 9553 22186
15330 644 6540
5437 14480 23101
2481 6817 19738
6376 11752 26303
9123 15290 27189
6289 225 7526
447 10432 11814
8133 6268 6622
14283 15451 16191
5593 12326 21825
5770 5329 6206
14060 13494 7645
4764 7874 15686
7531 14076 22349
5326 4464 16676
2993 14563 14807
15253 1085 27990
7060 14193 11508
2187 3122 10874
13560 13155 28815
5151 10669 9064
13925 12640 12182
12637 14320 25160
3198 4613 13936
11312 4376 18625
15404 3093 20724
14300 14754 27447
1574 2532 20132
3183 303 21780
14028 13737 12971
4964 7871 4822
9050 273 28266
3659 9997 5611
12262 7385 16385
2218 15053 24025
2735 13785 12843
14692 6852 23792
12440 13573 13004
5817 14343 7069
11057 5143 27732
8572 584 5427
10025 9042 11588
12427 14479 26188
12319 164 3924
7584 7642 21648
10682 12268 19670
12947 3529 8184
2392 2962 5328
14924 3742 2026
7530 1340 9084
6858 11472 30942
12080 15107 29441
8696 8662 30491
10060 144 7444
1032 8748 27823
3757 3630 6338
7752 8151 12641
5372 3624 7328
13362 9519 24261
11481 6258 28289
4858 10355 1883
2126 4081 19425
11238 1007 6621
10205 10380 14441
11480 2231 21894
9707 7212 28228
1382 8532 17042
9621 1409 558
5132 9650 3767
2667 8517 13912
8721 5973 27833
8580 13936 3072
12168 14630 16912
10325 3640 852
11946 12371 12362
5738 4743 28789
7035 12758 19605
11923 9972 7627
2628 1211 23140
9810 8372 28310
5693 3318 19879
5643 12928 2054
12162 6693 23774
364 4672 16766
12955 11501 30091
550 5852 10348
11368 4823 18870
771 12771 18545
9498 11777 900
8496 4983 6105
6059 2835 30812
2863 7782 10579
12325 8294 18080
4312 13556 6240
3977 5871 1830
2419 12476 25960
4704 15179 1314
12352 12787 4907
6529 1808 3518
3928 2866 801
7258 12257 20329
6808 10774 8404
15335 5185 21135
8837 15463 21596
11105 1156 5306
761 3871 18623
10927 3909 28150
1363 2957 4799
8867 4617 12015
9007 8687 9931
13859 1048 8679
12018 11114 21852
15058 8644 2762
2191 9978 3228
191 6007 13012
4950 13084 13268
4241 14262 22994
1899 11095 14008
14809 12971 23604
14919 9247 7814
1882 15414 6921
3510 9409 29908
11105 8821 9742
11477 11600 26532
1428 394 24036
14174 1345 25906
2164 258 23420
14504 5813 14551
5142 12474 25351
3425 15103 27498
15364 15483 2280
7884 8038 12477
2152 3871 20100
10150 8081 10532
8152 11055 9966
13841 10828 26233
8597 11079 27598
7509 5776 11898
9312 14922 12184
217 13097 16220
1653 7135 22391
5538 4168 19865
8183 12365 30649
4558 3101 29822
6478 1735 8962
1412 8381 30476
4664 15150 23343
12966 8039 21848
12711 13493 22331
7011 690 1820
5609 12662 11605
15355 4449 30789
2976 9205 22420
8219 13394 22694
1889 12367 26783
9552 13543 17476
7610 13436 27059
1134 9061 26304
12880 12063 23781
6415 9234 5331
15300 6292 5282
7523 8093 4009
2128 12503 1782
6753 2253 9103
1294 8116 27099
10152 13605 9982
13337 13118 18898
12770 2411 1934
5062 2151 23803
5475 4894 2960
1549 5442 1648
4408 9558 4549
6397 1535 8413
2282 15181 3367
13869 11838 17342
9104 11711 15817
3668 15492 2995
12544 3494 14183
3123 7991 26534
5789 9049 11170
10764 9634 23256
1372 13359 1756
13210 13089 5068
4264 894 9904
14532 7789 11703
3373 12417 22824
11874 1648 20955
14812 3819 9018
9359 12291 9049
12877 819 880
11725 9957 25296
1114 8246 26476
12929 5563 30317
3335 10998 1087
10382 13791 7907
15088 6852 23300
12569 3146 15795
11730 478 22920
6620 10127 5164
3174 11382 23557
6988 13255 2277
11705 6829 49
9893 8280 21020
4675 6580 13498
8070 5511 19558
2011 7608 14593
286 14737 14306
4087 8776 7199
1543 5524 21970
13329 8260 5554
478 7555 6811
52 4028 1421
1565 15104 21191
3102 8804 2788
672 394 4959
768 12899 2659
7631 4555 17200
11832 3288 18387
11718 465 405
9482 8250 14026
8254 15249 20915
10702 8821 12127
7630 1417 11544
51 7047 240
1491 9293 20133
14863 9015 9282
12459 14227 4796
6008 11089 17850
8510 10990 15343
11310 5053 29083
1904 11995 8367
2046 13644 18847
12165 14969 6745
10231 7768 8923
8641 8386 3245
12287 7955 25499
951 1162 9552
6824 5538 21681
5625 11902 17512
14935 369 3053
908 12530 10776
5880 14000 25947
6278 4967 5961
12912 3438 10357
8640 244 27257
12169 14107 8109
4184 4322 11656
11746 11685 9546
1870 15442 5569
8950 10240 12592
10665 9273 21194
10732 15405 22500
7372 11976 18191
11138 9704 9937
14555 1217 13533
11429 13855 5283
5902 6622 19925
8724 1622 2629
1081 3165 2601
11191 8242 8907
3288 2258 26214
8026 5018 26502
288 6670 11380
15013 5777 11344
8395 7668 13973
11214 5066 21207
12671 6039 23588
15078 2718 4808
9965 7131 30599
4777 3723 22748
4600 15008 15924
4505 10490 5459
10856 15211 238
3054 3645 19711
3752 8852 26131
1502 7914 7429
13116 9711 28548
13457 10899 3126
12678 6647 4463
2642 11215 5561
4851 8302 18196
14720 12286 6189
1430 10320 10625
9350 11831 1157
1578 378 2418
7170 14172 23745
3961 10887 20242
9527 8293 29259
14762 4917 10317
795 4279 28979
1239 12654 14117
6131 14000 21100
8474 1015 18447
14407 13829 24672
10619 13881 3664
11453 11509 21977
5383 2039 3992
1644 1621 23957
1488 9553 26284
7180 10173 16599
8457 9819 19415
1905 10168 4629
8744 4699 18992
14561 13235 27756
11948 4888 47
311 8976 1796
12173 2545 19425
14924 4249 19450
645 4904 20112
2622 13424 17984
4429 14604 13927
2184 4740 29643
7174 9488 4191
1185 14913 7867
1635 1247 13037
67 559 6221
3554 8298 15590
11760 8858 14388
188 2035 30186
6097 7732 11217
6729 3398 29099
13471 197 17764
1305 4132 29004
9578 1455 21790
10755 8741 12082
9465 6439 14319
12130 1557 13553
9984 9482 15047
9698 13101 20897
10965 2015 30244
14382 10663 25140
2351 10690 25756
2174 2750 24859
4806 10336 7879
10576 12207 20867
8623 11547 7571
10474 10601 30018
7639 5437 6708
10879 12583 18852
7348 2726 13425
8962 6553 11545
4728 13327 28934
4286 4800 7143
6539 6310 16534
5871 12745 894
5774 10706 16078
6573 2160 17181
3760 3748 21484
11612 200 7395
11142 2194 24941
8499 12884 28809
8913 4166 3513
4715 10796 25488
12244 1646 6044
14126 11421 25365
3111 5945 10370
11332 4379 26159
12969 5434 1101
14286 6405 13642
4872 12805 16218
4778 10065 30686
13686 15296 827
9469 9424 14551
6267 2568 7441
3706 6250 28055
3201 11213 21640
13617 4734 10839
11678 10989 12315
5893 15421 22538
11848 10519 30422
10480 8764 18637
8604 4707 28076
12602 6418 7967
13030 13853 24696
2769 10191 28067
11667 14352 14240
9950 1772 21984
6156 14264 7634
15282 2512 28081
14270 3107 10030
11009 3648 19972
7315 14552 13540
6646 9308 28222
3502 3549 2506
2173 6234 14439
1565 2753 336
9589 7698 352
7621 12800 714
2661 6068 9160
6705 11829 20857
11487 12602 9986
13290 12820 20675
2000 8148 29782
577 9021 4582
4253 13593 304
248 9925 26275
11603 14610 3797
7482 10506 6190
5179 14661 27293
7340 11645 9934
5244 1509 25590
3375 8875 2779
14320 5327 27555
13228 6292 2784
8341 8735 21756
13516 10463 14333
3656 11060 19938
3812 1485 8820
4268 13644 2993
8678 14036 14172
9147 13494 7589
12845 13000 304
9610 10643 28442
8706 11631 28352
1702 7227 9562
11646 8460 331
10875 15373 20006
1832 8354 15029
5345 10323 21642
14232 3929 5432
6794 1608 20963
5273 11587 20089
7276 9007 26285
8030 15357 7457
8764 1388 26416
11583 13823 3796
9323 4989 20949
8352 15421 13178
14010 9848 26095
13447 6007 21359
14480 7572 23130
102 6291 17912
557 1602 19463
9435 8860 27890
1126 8752 5817
9377 8545 6089
72 1653 22896
1829 13448 25839
7937 705 1683
4317 14649 9425
4512 12589 3873
2052 8621 18532
13323 2033 27549
256 9408 7482
14494 4272 4276
345 2029 21477
11940 8486 12205
15481 3579 23591
8331 1533 9284
1164 2760 15608
10375 15350 9349
15226 13444 17624
13707 192 2992
379 11420 4006
2450 5795 17973
5550 5300 8060
14406 4754 24789
12990 11262 6124
11879 11932 13301
3118 10879 12062
11804 9594 12363
15474 841 15792
9139 1415 22639
8150 5120 3024
11869 14913 28097
6896 15332 5688
8800 8276 26826
15433 2920 13791
7562 3412 26218
1308 10855 3027
4915 73 9519
10513 3019 17210
2068 7329 14960
15131 15027 29665
1200 6178 29888
2591 13122 5115
4440 667 10435
5444 4635 12651
11006 15420 3456
8744 11186 19321
11070 1519 377
8171 96 6127
2439 541 18895
5676 1786 28023
5462 150 4836
9618 15116 11646
1828 11450 27103
14908 10213 10272
14431 13535 10150
8475 11871 24530
12792 1082 12868
12862 7693 242
11345 4835 29679
13174 7877 2622
5840 5926 13731
9835 12810 26596
7564 2884 9777
5893 12724 13068
12559 15408 1154
13931 411 1730
5720 2899 487
2019 3635 15902
14428 7 19128
45 15140 26592
5283 5006 3630
10055 11167 2964
13315 7555 19422
6633 12606 14042
3383 5989 2435
8618 12835 21000
7439 6323 13310
10784 12066 15550
3387 4291 4673
8447 6019 4706
8608 2563 3976
595 5103 13871
8013 2376 8914
11556 10916 22381
3108 13080 7106
5293 1604 19929
10768 12106 29690
1470 930 10039
9163 8566 25023
9789 10930 95
11548 15407 22858
10659 11644 17295
8243 11191 22107
11037 4724 8352
7118 6404 22625
7967 13632 17104
5167 7720 26887
11567 14823 1300
864 6913 10442
10459 1975 20798
3908 475 5494
8282 8145 17677
7513 7059 13967
13788 10488 16767
1126 4753 9588
2384 12980 24511
7348 5821 25793
3385 11643 21236
1867 1572 23893
10545 12317 6942
5743 14414 13617
3208 1292 24724
6071 7723 11621
586 13320 11095
13798 3561 17529
11053 14546 6051
7609 11321 24813
6564 1827 14780
2950 3373 26825
3894 7621 12501
2849 8452 13820
15025 3095 26271
5195 14071 17729
3468 12748 21193
13810 8228 18136
100 5880 12864
15211 12076 22525
7448 2089 11083
8712 11251 3014
7965 1020 748
9960 14090 23215
93 2688 30058
11417 13470 3743
7456 12886 8086
3089 2590 25183
7158 4251 4350
8906 9352 24826
81 15298 29944
13617 14254 20985
10123 15414 19158
7193 6494 6016
4838 15274 26849
613 12736 5727
8182 14658 26805
9095 2896 5399
7941 7801 1484
11592 5728 1390
6292 7922 24979
9344 4810 19088
1618 955 19526
1000 5480 10824
4845 12497 29427
393 1598 17900
12785 12263 28712
8411 1529 6227
12655 14927 19621
14148 11694 28911
13920 13264 23138
6143 2289 22796
4452 212 14919
15353 11408 4289
9984 12350 8132
13759 7289 22494
6004 10450 29167
6954 1755 3402
13554 11202 12753
12781 6280 17153
6253 11237 13194
5205 10833 8439
8841 8511 11858
410 653 11177
8372 4097 29014
6407 12609 14392
9279 11047 25209
326 15146 26965
8275 8384 12337
12914 1512 18277
8254 6535 1281
11614 10588 25936
14889 12515 22169
13506 13858 6350
2967 2624 16892
1463 7542 3121
2571 4046 17630
6856 5448 11867
3289 13750 6831
3473 14124 10248
14361 5293 13715
1589 12540 8816
9833 7159 5985
8883 7108 641
11988 925 11092
7022 12037 27202
1948 5703 22145
9285 12380 12419
7386 1469 21168
6836 3982 21148
10660 8663 15570
4797 223 21513
64 1436 19430
2789 8411 3338
152 14983 4626
3517 4068 14654
14879 8846 24424
13374 6979 4962
11747 4669 26675
2184 7034 22532
7175 8438 13386
8966 6198 27014
10678 1568 23124
9186 12396 12730
13201 7783 1153
5284 10097 15095
13821 14408 3550
9193 11472 3142
5706 24 28276
6336 10701 5524
6757 14581 18778
9745 12116 23667
10623 15070 3934
1113 1816 13229
14782 3666 10441
1129 1448 25259
11642 787 27476
9627 6484 6478
2587 11710 8305
1743 12313 493
11080 15344 16262
11209 14554 6918
8362 3886 7522
10236 1719 22624
12624 3732 18383
8883 14851 14066
4432 3893 9333
14588 4203 22214
13778 2589 22271
2606 5298 2930
2475 12630 29398
2366 6519 17325
4724 12493 15892
11448 2603 11327
7701 13078 26601
5097 3008 15664
9964 7724 21584
4871 8323 27499
2316 2995 2097
5490 12655 4598
2412 5321 5335
6029 6839 13899
4103 5208 10159
573 766 19722
2879 3396 6935
7160 7741 1442
2908 9643 29979
9019 7994 22842
4525 227 13526
407 9928 27375
8292 9675 14930
1028 6437 19061
7905 8012 15232
5424 13128 15807
3940 6799 17303
3712 3708 16740
3631 6331 19867
12579 13075 17434
916 13640 4683
4202 12196 27394
12359 1944 6503
13353 3650 9528
3230 8868 26826
7763 9472 2895
14488 13553 6452
2456 1155 7065
9888 6223 13961
11628 823 22936
12439 14812 20606
6438 11839 9376
10671 14896 3008
9600 12573 30492
9543 12850 28927
8376 7446 15424
8743 7925 19057
15489 11207 12542
3365 12242 23099
1906 4852 3485
12038 1331 27020
3906 2508 29345
14819 6485 11883
14074 7379 7087
5768 394 26153
14757 948 17245
11023 3031 2681
6763 11166 989
2219 3006 27806
12404 2593 13758
8257 12415 850
5458 6705 13568
4865 7867 18289
15184 8883 12169
