6000 3064
1802 5942 2762
3424 641 3972
1890 3016 3274
4830 2017 9537
2356 4378 5228
5994 1831 4550
3420 4812 10753
5375 2805 7884
5150 5097 7621
3037 180 564
803 4250 7679
1278 4204 3782
3336 4999 2909
5481 66 8877
2240 300 5498
5813 1256 8060
805 5272 8681
1750 1497 6800
5719 4937 4068
140 5466 7802
1855 1452 5727
3876 3435 8982
5999 1893 1990
5010 2722 7807
1507 3479 6680
1882 2433 5562
5134 3461 5048
2733 1144 5411
3238 5167 4052
1905 1630 6203
2519 5390 7081
3074 907 10586
5819 3356 5288
811 5885 6899
5275 1017 2169
5727 4146 3813
273 2346 11482
3841 2900 3621
1076 5643 4798
5393 2311 3925
2940 3611 6378
4569 2390 8152
3314 3141 2539
4174 3359 5562
4203 1660 3834
2789 5729 11716
3966 895 7763
4767 4905 5786
3891 5093 4954
4776 5534 7147
2904 1606 9653
4592 3277 2031
1149 742 10247
4508 586 6534
3680 5952 8012
741 5638 3451
1552 3140 2772
942 1173 9251
1007 1068 8230
2182 419 10051
4290 5668 7546
70 3468 4876
2638 4535 10878
2567 4509 6447
557 1167 6078
1155 5099 11988
3601 4685 381
2129 2779 10718
1725 3877 3201
3359 988 973
137 1702 423
5920 612 5197
21 3828 6440
2182 2198 87
4227 1960 11119
1791 772 11726
3397 5554 5167
2482 412 2636
3766 475 9368
1635 3926 6221
2769 4001 153
1908 993 69
3642 4418 5712
1747 1893 10991
4570 3726 7190
4478 3048 11266
2333 1087 505
234 1499 1798
1994 4708 7641
700 667 334
4220 1496 8642
2773 2885 1352
4415 4777 9790
2143 5907 6191
1660 281 2537
5639 672 1259
1122 2107 4151
3114 3363 8425
1636 1512 5481
5750 5165 2124
2187 4124 1293
4851 2202 4480
335 5576 10125
5453 2696 8534
1331 808 3688
3729 3899 10565
5427 5768 4443
97 1645 7769
1268 148 4897
3649 5512 9899
4137 4446 7520
5358 1898 2958
5608 3584 1302
4287 661 10257
2029 3279 7764
4543 5104 10719
1849 3038 10940
4081 4709 2151
1486 236 372
2407 4650 7488
4034 1027 8661
2501 1286 2239
3939 2478 8445
3649 3448 9578
1839 3320 3919
5783 5438 10660
5419 5489 5336
1042 1209 300
3123 2592 4948
2902 2391 1305
3155 2111 4485
4215 4617 4179
3554 4918 6880
4129 1245 11864
5342 4299 1962
