29500 9293
18082 27983 16998
9301 17291 26015
5814 5606 3423
23375 28548 19685
14761 25566 11622
4143 15295 55239
7699 16734 57688
566 27874 11679
3066 13128 23620
28228 20930 16604
28633 10372 32054
18855 29099 1644
14834 26960 9944
18818 11168 54208
23847 11263 44280
15215 15077 21332
3664 29383 54073
20041 1660 37977
7260 29177 36130
8311 26319 30463
23306 8677 14093
280 25412 48875
5072 1552 2702
15954 26697 31848
14405 3716 46998
7103 14178 9397
27369 11810 43827
18661 5580 36784
1391 14165 5140
29306 12955 4348
7583 14220 44755
27813 13473 41118
7684 13607 20936
356 28197 4142
21780 20333 11129
15357 5892 17247
20214 9200 18835
20766 18716 37668
17292 233 39738
5261 21501 16219
16986 16146 4824
6658 1835 49758
9521 14144 1222
20666 9683 40306
22217 1083 4857
22621 9311 58892
28518 8628 14405
21195 9071 22468
198 28898 12610
5300 17439 45969
12524 14754 32097
27269 25117 48017
27689 16911 13497
23240 28640 54187
18596 15175 31121
10213 21708 37024
18968 7812 12740
2735 12940 26410
3786 18839 9320
24534 6610 3173
13078 331 50232
22666 17677 45602
16266 23803 6340
10291 5482 34917
15808 9186 4643
5489 13306 48014
25924 4802 35434
20467 8328 8903
27310 15440 7048
18306 22581 4726
26176 24091 49617
14970 15929 23410
23736 10549 7048
6406 28867 31239
3385 27482 15657
16088 346 53919
11720 28287 23457
3245 14518 31842
9663 6371 25275
12971 8040 4852
24283 13358 52008
26398 29380 53346
24177 23585 52323
203 17949 34095
8885 81 45247
19029 29459 9813
15344 21223 9427
26173 26067 25026
12856 17961 10924
11756 20311 44605
613 13530 33532
13323 752 45333
16828 14794 9746
5679 8905 38711
18028 27577 27179
15339 12902 10717
23666 19037 11538
14310 25795 4586
3330 25991 19605
23018 22427 15886
22299 19443 30059
7389 13019 5933
17987 27395 39333
19253 9655 40271
14585 470 19351
4495 12316 30329
23473 3947 50075
13685 12444 17295
15519 9382 3811
23104 21351 2075
7582 14758 10177
28923 10946 18635
9950 24413 46330
15588 22490 16902
1970 10804 46663
4360 18653 17213
14301 9249 44685
8333 24775 35261
8907 17401 38139
9725 20986 16469
5111 2545 25933
15626 10748 38380
7078 14096 20220
19867 13410 13761
8371 14018 22095
1538 16727 3926
6896 2643 45100
22650 22732 19951
10962 12735 2820
11071 8258 16604
7178 15339 6301
25496 11040 50494
24062 26859 54070
13635 6702 42216
11486 21975 19172
19187 3733 38462
5340 6225 33456
4464 23506 57061
13747 22602 18211
1378 28820 46123
12755 7381 12810
3259 11197 19058
28425 13139 26369
14482 10603 30071
22720 4882 53232
27415 17217 4983
7522 3051 7883
19034 2310 3393
27337 21790 38943
