14500 11952
1067 8682 21670
3725 13894 21618
8040 3662 27716
591 1314 10714
7398 14089 27618
10418 7723 15174
4107 12733 3501
6377 1608 17077
11331 14113 2731
295 8653 10970
3040 10693 9414
3748 1295 19920
2058 11924 24753
6384 4358 12107
11072 11894 9890
12800 2025 5599
4995 7780 22240
5288 8020 1478
4868 6300 1538
11694 7239 23299
13210 1179 15042
6967 3295 20818
13219 8193 12148
4189 9078 13297
3301 2092 11977
6150 10665 18451
1118 3170 8209
8763 1680 21984
1184 3146 22099
11356 9078 12870
8619 5709 2053
3437 601 16879
9768 4666 647
12294 4164 3237
4236 10606 14327
1383 11090 16742
12902 8795 22511
9590 4964 24331
950 11910 20862
2484 11450 15432
8112 8263 10801
2741 5671 17932
8393 10816 14496
10278 12816 18687
10057 5637 16145
7722 8193 14133
4092 11010 16112
3485 12917 15237
5139 249 10734
11184 8443 22163
4416 10275 19971
9968 10403 20849
260 9144 20651
7205 4492 13758
12144 6143 12550
3159 3942 27993
6509 3375 16947
10346 8456 16749
9567 3861 2461
8126 6809 28375
328 7001 3672
1070 13772 7167
3249 13784 15757
423 517 11812
9911 14363 5364
2681 11997 7945
14145 12311 19026
7536 8737 11414
3464 703 1347
14390 6029 22050
12192 9905 28696
12272 5999 24700
696 8786 2410
10410 2079 6824
1013 14207 23343
9446 13207 13809
12106 11634 16502
2322 11119 1518
6645 14323 21315
9406 6337 12641
5466 8634 23535
14002 44 28846
9870 7562 13756
7356 1585 352
9476 7928 7423
9415 12815 10373
8201 9087 15926
12664 12204 21912
5232 9429 25529
12083 4983 20729
5405 11063 26285
3523 11683 10964
11786 3274 17712
11543 10105 12959
3019 3579 17345
6915 11356 11149
11671 6348 11160
9379 12977 2097
6996 3812 3101
38 3693 3561
12209 3133 6451
2721 13952 10072
3721 5142 7040
1659 12438 17478
2111 3874 16419
4522 14330 7568
7262 13486 13302
14498 13865 5939
11473 8517 25186
9624 5495 5378
3872 11967 1247
11957 3516 27259
7098 5631 15392
2379 5920 12540
4307 9399 20234
6097 2449 18898
12780 10449 26444
4704 13547 27537
11705 6983 27123
12168 1980 3130
4731 10333 22633
8838 4896 17623
1379 7492 8476
9558 122 14457
2012 9874 16612
54 12991 23074
7926 11316 26259
3427 14441 18445
10385 11370 19415
1222 14236 25203
11307 12084 22630
5781 7907 25167
200 1657 28878
1830 4039 21065
2109 12301 26741
14428 1799 4837
12054 7310 28502
7276 134 21923
13253 4658 9621
11146 2149 3738
14267 7907 18664
2659 2857 15258
13828 11540 8055
388 6780 8001
10321 635 11603
8 12973 1819
12079 5552 20897
14295 1338 24595
3139 1538 5669
13575 6370 5843
3362 14151 26993
7581 81 20290
1131 758 25485
4579 13768 21957
66 10165 11731
1511 2658 13772
2596 6367 26135
4183 10363 6866
10988 1433 333
4024 4311 16860
9037 1910 26493
3343 7148 3826
10473 1912 16469
12900 13548 4201
12759 294 5942
6224 9635 24876
10433 13373 14897
10457 2643 18150
5525 8788 18876
6792 10393 14641
7720 4859 2398
7092 1057 23820
1609 1008 12519
12911 7140 18694
11984 5820 24156
3050 12109 8282
4593 3897 8266
10572 6325 11414
7053 4097 14697
7447 8959 1137
5873 4883 2191
12038 5094 18488
14468 664 28826
1175 2914 14108
4575 3616 10598
9608 9322 6478
9391 609 5807
40 10342 21973
9021 12612 22628
4145 2380 10685
1388 9425 4257
