22500 2022
14939 3636 35824
1247 6665 3022
5007 15744 30317
18590 21709 17506
13705 22083 42274
18593 299 7499
22047 4952 20243
21484 20720 25316
20955 11875 7900
9490 6696 43529
22194 19154 15372
20329 9524 3873
5706 7037 8592
1063 16430 24334
15169 20183 255
2284 21260 38299
7995 1899 7413
11706 9719 33064
18329 17106 43635
10933 5974 23976
16304 8074 29085
4982 18280 40782
6082 18635 20467
7152 6472 9602
12517 16905 2764
5155 14037 8257
13442 20157 16011
9682 9202 6859
2308 6124 7851
11994 5356 18698
2325 18584 5607
21703 15142 6161
22095 19849 22998
19556 10446 16770
16309 9775 24555
3892 11857 41811
8756 15540 39862
2240 7794 4719
21372 21395 11552
627 9000 12855
21627 8525 22216
20265 19513 14944
22466 6955 1455
11349 14052 5367
22333 19837 3469
17779 3667 5485
12329 350 20980
7703 14472 20063
19745 14081 31617
18889 8321 24460
19882 7706 22118
6576 4190 11403
12472 16363 4971
20040 3178 44426
2598 12569 35382
17166 8033 39841
463 12325 22204
12231 2435 43668
34 20132 12657
8116 10102 30546
9663 22012 37830
5770 18207 21373
2081 18181 2389
16369 15355 33660
19112 8060 15361
7766 12284 17334
5354 1621 25352
6811 19983 33405
13077 2510 43277
7229 6097 21555
9948 12083 24921
9011 19960 43440
19715 16798 36818
18314 14922 19389
17334 18324 32437
17316 3824 8721
16970 17633 6561
18011 18567 16142
5254 1377 22854
10714 2912 24494
13546 88 5143
20539 16462 27353
596 12416 2391
12145 14592 33875
22489 17980 14104
21423 21132 14204
21858 5377 18277
12666 1876 9511
19766 4829 34040
14349 11739 38960
13647 2112 28221
4723 20299 23239
12499 977 41939
1422 11937 1393
16361 6743 4530
8175 8730 1877
7590 7984 7294
19391 6297 28477
20282 10293 21243
10950 14388 23932
6856 12539 6370
11978 880 1539
18715 7869 39538
2693 12221 14313
14834 15820 23484
7883 916 29856
6224 4875 33060
11840 7750 2659
13670 3431 1707
19042 12901 35216
14289 16406 44805
1858 18969 41990
17370 10571 17185
2704 21166 34453
12376 2546 758
6495 8534 35595
19922 22030 37139
5597 6692 11636
588 10346 27019
5968 10065 43767
3732 14825 3115
5922 22122 5924
7776 11273 19760
11402 18546 8217
925 6637 20488
17242 3204 10822
13912 8581 6551
18535 19306 3534
17171 21935 2388
17770 6021 21399
17472 2971 38203
22341 1269 4845
1404 725 27579
3890 12106 40331
10795 4310 6669
7002 2431 32074
11869 17700 26152
1142 11597 19622
16123 6485 12110
914 1285 36339
10298 9083 37979
12612 12490 14841
5537 16619 25462
17060 19704 35655
15508 1452 11295
3507 12159 40415
798 21962 27467
17707 20316 19173
14652 15373 31597
16098 15766 35847
10109 10033 21758
12926 5835 40075
15085 14939 26509
12904 19066 7696
5333 403 42381
4042 7410 33660
18287 12022 19538
3394 598 5199
15364 20213 37464
13460 8946 25620
21176 1256 31785
11124 21586 4065
2772 9852 35908
14622 18616 12701
2681 3302 10828
2085 8205 17892
17234 10465 37040
21438 7867 9158
6240 14998 21274
16755 12554 8102
8361 1720 20935
15045 4115 25770
8130 4113 25623
14088 13312 39989
9040 3533 27886
10487 4444 19088
20006 14281 32347
20371 16121 5665
7601 18872 4356
6980 17621 15562
10798 21021 32064
12359 10949 22225
9174 665 3432
2392 12368 32068
625 13316 40730
5667 16051 11793
21439 16351 23164
14508 6956 28564
16480 13964 13145
17767 5172 42046
12270 12179 32953
702 4522 3353
5331 8196 6095
6938 13996 13945
5884 1101 35169
18027 1870 28743
9802 2423 44772
9876 4269 33870
19358 315 42295
14778 881 26340
8268 17615 6308
14479 16511 3947
21545 20015 26879
4583 3517 27095
20957 10583 31121
18270 12437 6192
15294 3007 8478
2789 10478 30743
6368 16723 28974
3525 20929 13571
9085 16846 24011
11617 7340 1269
3045 14604 32868
18544 13730 1339
772 2729 1182
7845 22209 11657
10703 15329 12589
19028 6183 36492
11715 7750 38959
11899 10314 16870
3437 17018 29845
10467 11471 553
17281 15320 28976
9446 7537 39595
7398 13480 9383
57 5567 31044
12036 14971 318
20734 15434 3039
15145 21553 4170
16426 14268 5486
3732 4500 29799
10560 6499 26531
3624 1940 42839
22228 7936 22353
6609 14890 12597
16951 1855 37179
19455 11042 11790
7334 4224 40909
20476 4343 17080
21359 12700 35761
1971 7586 1465
12374 259 7887
5462 11259 26446
6286 5637 38259
10128 16361 7528
10590 12226 33640
12362 11886 26369
3078 4690 29937
18710 16709 24847
11903 15422 11431
15708 21764 26303
19631 18304 22782
12165 11954 36931
14337 9072 12753
6805 18117 11161
18916 19956 29324
14299 16113 43974
8486 5990 10857
8313 2763 41690
12872 18688 43511
19114 21155 7337
6837 19758 22874
6336 15938 43072
918 303 26976
15517 16736 36379
10871 1496 3317
21928 9455 6048
11576 8228 33982
20452 18406 39611
1093 2909 13730
7363 20180 22525
3129 10750 42076
10206 5060 13755
485 14469 32765
1699 8767 28540
4875 4779 21071
11826 22011 31331
3212 6439 14263
7921 1507 27756
3924 14755 19974
6908 21592 3887
18334 15144 29441
15321 16992 4122
19232 3902 12030
3552 1695 1431
9935 4343 782
821 6615 5756
6013 16684 37341
16868 16315 1171
10406 20174 26460
5796 22328 32165
7994 7409 21331
14032 19973 40921
12538 14010 34907
728 5285 27293
7066 3095 13388
7682 1917 5389
8235 20749 16749
15257 11589 21962
21414 18768 13697
10399 9491 38351
2376 9442 2534
5015 2362 41352
4508 3265 39818
1507 2393 33735
5711 6466 29625
19478 8913 29714
1709 9947 9990
4755 3085 29793
11096 1980 23432
7171 22445 6403
3475 22334 37431
3236 20351 14739
7571 10382 12736
9266 11516 41921
10913 15966 4697
18114 16704 42604
14609 191 18849
15073 19680 14400
10541 4489 4331
5312 8806 30234
5888 8137 27138
4573 5897 1119
20818 16544 29905
9352 3200 25275
5637 21748 39784
5755 12812 3319
6169 9631 29769
21618 12956 21053
935 12518 951
305 15745 4428
2501 2623 37662
22015 5973 3097
17786 11202 1952
14649 16305 27302
14318 9450 26256
17603 10825 14713
15050 4588 29233
18416 15620 29690
15902 3325 38139
17667 9889 11787
19193 9679 9016
4054 18075 38636
4409 11525 20746
12716 18738 17729
8608 14284 11754
11371 21769 30541
44 9755 34414
11403 7111 6941
3041 9822 26048
3995 15534 25982
13951 62 14970
20880 10091 14585
9568 8009 4745
14883 10461 36174
16607 350 23007
3972 17921 19980
20147 20392 34290
14114 10043 9254
13118 11579 16070
3470 3423 36412
16535 5086 16631
13993 336 4911
17054 4873 20735
19546 20904 7572
20069 673 4518
1083 17037 24581
14325 4069 40545
11866 9212 9101
10639 1025 25846
4820 20211 12186
9206 22260 36373
8885 19 23988
20232 1298 4328
10109 5053 19964
15782 2659 12373
16000 2961 32839
3268 21055 12031
3294 8079 10727
12215 7333 14433
13398 18243 43299
18701 17180 36824
14492 7071 43756
8785 9617 35810
20693 6872 14746
8700 7901 5043
17310 16400 42065
21996 7316 10848
1065 18181 12435
16251 8616 17414
14299 493 10248
11178 18701 39320
2605 19149 38635
2446 9809 40020
5439 10436 7288
9698 15706 32252
8149 9866 7378
755 4336 9962
10207 10948 42051
10739 15126 34985
1636 1160 4727
15179 1097 40325
6293 21783 32542
19558 14962 18344
6875 14532 28126
16820 7698 4305
12229 1105 10902
18788 21581 22323
6571 6151 16045
6281 1561 20985
19928 2907 28439
2640 11547 44703
20257 5247 20272
17150 8177 13437
6365 12986 14173
7347 10492 32994
8596 19451 35295
19936 21543 1770
14091 11424 1357
1203 9292 16736
9856 17545 12590
15865 8062 27586
12100 15917 26850
10054 5419 15437
10214 7248 2620
4174 18542 21308
11961 3021 23898
4762 6098 35909
21096 9294 36693
7759 1902 43882
21463 10365 24664
1094 18486 25637
3978 13110 40597
1686 13137 23875
9164 18726 8228
2975 11169 24222
2928 6899 37046
20469 12738 8247
6651 2462 24307
11788 1705 6830
4669 7621 39865
15405 19329 38537
18652 4450 7243
18276 13955 34916
6507 17687 10137
5936 5789 14617
11040 13534 9900
13581 20473 7435
3800 4766 32106
14577 6777 43944
20700 11686 8812
4677 6838 37445
3208 14690 30557
3482 3046 29218
19956 21706 21375
21658 17765 25158
502 3835 35820
4922 7722 16756
14802 2522 4056
21125 15243 486
19826 10401 16697
10980 8387 39894
8392 11543 38525
12583 20631 7573
18588 22418 23696
20306 6826 36925
10033 7251 20083
3508 11491 1183
11469 14353 4285
21002 14715 20985
6314 15202 28431
3971 7078 16737
251 4215 36038
10683 15574 13677
9620 9029 3735
6733 20645 4834
7296 14635 8692
5387 5335 9121
828 10043 29172
