26000 6425
6949 5216 39972
10274 2584 5831
1150 14916 12349
19521 6571 6224
19682 20393 1101
22909 21684 6686
1742 21576 17
16117 19095 6558
25696 8078 318
11284 25766 29510
20865 4360 20976
14184 23112 7136
3705 6539 48334
1061 7608 43866
10734 11721 51618
8526 4400 45107
8852 11741 50663
7693 10809 40839
4093 24885 28538
14218 18583 44948
24380 5201 8546
3967 4112 11660
1997 2145 16568
4238 18987 47270
22906 22917 13291
382 24037 24493
4806 18056 2833
18598 19042 670
17192 22187 26214
17673 19960 29771
5722 20383 40446
731 1784 32744
6488 19147 29131
5278 21753 1626
10822 2162 43727
4049 14016 41587
20617 8654 14427
19693 23123 7354
23029 11033 39155
18293 2890 6348
21290 13597 43950
10275 20911 19340
22189 3749 2475
0 8195 47323
20140 21819 29397
18053 3909 11175
8383 19214 37851
3110 1257 13532
740 8651 26835
722 18482 33634
9555 1976 38648
8450 25733 2596
22852 8212 26074
7516 18476 7921
13855 10545 30275
15855 11085 9954
9186 11993 32303
12166 23003 17502
18814 10914 34998
19785 24754 40923
11148 14034 12789
20062 8148 32891
1235 12178 51355
12840 3285 25472
13040 14671 22566
2195 15991 32562
9209 1613 21047
19449 21929 24988
2081 10956 4672
937 13880 26172
17908 1528 46782
24141 20748 51680
25659 12649 16187
6634 1290 49605
11413 10980 19821
16183 19466 29957
7071 12089 45119
25835 17643 47714
24893 2454 34880
21826 24862 39686
13192 19452 24409
12097 25784 2822
10019 17832 31584
11713 20183 41433
4518 16779 16473
123 15851 9773
22876 19335 49160
17722 23526 14034
10379 14361 1561
7237 22938 6937
3775 14326 51058
938 5303 363
25505 4209 34657
15469 10027 8319
7886 19871 11946
3345 3905 31517
4882 19839 6275
10903 19455 33160
14617 1720 40772
19943 12625 49238
4666 18040 24518
24242 10320 9164
24128 22306 44004
22953 10069 33726
25933 13656 43699
12992 20297 3793
13294 6595 1177
7612 18103 25317
14123 4109 612
21248 4496 15644
11908 19327 28842
2823 7719 33468
6562 1514 47097
7314 13546 40780
13601 13220 8868
15854 7792 21071
19064 12387 50525
6052 16920 5880
182 2946 41059
17157 19728 21186
24749 13396 3843
22520 1783 12862
24748 3932 17444
24023 17865 33594
8105 3012 20997
25499 18334 23510
21981 13442 45678
10259 24890 19362
14919 24030 43176
3644 18117 46146
4152 22353 31912
25487 20649 3853
10462 19943 18746
15930 15053 35219
25483 10562 27329
22111 1604 19539
6828 5323 5454
19642 7672 5708
11916 6083 44208
21840 12102 27339
34 10762 23601
23652 16408 25375
7172 17086 6472
12067 11235 28051
9915 22920 17872
23639 10344 48785
5919 22407 10897
24922 8537 25289
5379 16522 2750
14443 14415 6918
12703 20411 36567
18498 24410 3967
13174 22388 1260
23455 8890 45843
22007 17651 37911
1726 11124 38826
14711 6102 5972
13271 9419 7569
3427 24086 28038
19570 12829 2472
20698 25787 46382
468 11291 9625
5824 5920 18821
5948 21754 37158
11816 523 49192
13328 20639 33952
982 21908 43249
18740 4758 15857
1520 23853 26289
16570 24299 5478
7010 16828 16401
14859 8097 25460
18611 15697 20370
24264 406 35417
1609 19272 27435
22003 20274 3827
5753 25212 21334
5882 16764 37806
4517 12405 4471
18380 1401 8988
8262 12368 32278
9196 1709 40481
3769 16590 1256
2741 12836 47276
781 19429 19122
21905 6459 30819
13770 25956 40494
5290 13121 7497
3460 1439 46420
21597 23304 49978
24822 10916 27651
17877 15811 45584
6854 19379 20862
6716 1834 26652
21137 12142 20033
8334 17476 17988
5518 15161 45866
22712 13787 4566
2012 9377 36056
14909 22252 26243
12844 20813 29277
22634 5618 8300
13482 21190 41044
2391 22524 21226
6411 9435 41313
12997 13245 30345
11997 11070 16692
21631 16044 7101
19230 13304 8531
19438 25149 13412
19610 10680 46834
4101 11296 16848
19544 6567 16105
377 4740 41121
9278 2968 15671
12507 12860 15535
8534 6602 28707
7757 13837 4442
14995 8844 5864
12493 15648 18344
17100 1686 50186
25538 13424 23978
3171 21966 8964
10957 20447 19251
18905 12300 50715
24156 22653 44833
18287 21268 8938
25257 8769 18656
887 15297 23244
1833 18284 32616
17649 22068 1782
24065 4628 43027
20718 6231 29558
14609 13030 21325
9172 6972 14535
3208 3187 26852
24010 9742 39561
9490 14803 18685
23226 14184 18906
23329 21938 34819
9991 7396 28642
15622 11851 32596
10717 17441 38683
25155 6586 50552
20729 8316 50007
22204 9800 8148
16066 14929 22861
18184 5280 38349
14051 246 42808
20956 17288 3170
1081 6945 28946
18480 19091 6079
16474 5036 23151
16394 22239 15335
1862 6793 6364
23786 14409 22105
9154 17614 3146
17832 14860 30091
21781 1745 36634
25130 19372 34714
10764 10652 8319
3494 17279 23111
9842 21149 1845
5860 16582 27609
8271 13899 25735
14674 15844 25175
19012 8702 35727
5188 2942 31800
7235 22449 9302
19340 22287 46310
6260 17484 5142
17886 3823 32170
17331 16977 27417
19322 3079 14480
17346 2812 24462
18640 3685 43501
24385 13410 31132
9847 11530 123
18278 18924 37747
16546 22393 3377
20783 17262 29653
19055 18669 12276
4002 12927 32361
18334 7098 31418
8987 10450 24519
22215 18022 16484
21365 2344 27682
789 2002 49186
8979 5708 49114
22826 2451 22613
13777 13107 32266
15720 24826 2565
16001 3609 43307
21162 1109 34635
20040 1670 44022
18829 14971 12571
23140 6724 38659
3990 15103 30667
14123 13283 29077
22134 2172 15660
8763 17119 7338
11014 22733 51881
642 24555 45446
7943 4817 30826
1342 21361 31104
2872 1174 42974
10688 4507 10753
12711 22528 34419
21532 9730 9148
22030 20884 3141
1302 21331 38364
2380 8834 13600
8471 9930 50888
11252 426 47013
21445 25367 32497
14112 21321 23834
9405 1203 51728
