20000 15449
3809 12366 32603
12361 13248 14928
14576 10445 34792
9839 4955 35132
11336 2360 26425
4414 17639 31683
12827 18748 21783
3750 11043 12635
16047 18410 19998
9112 19045 24001
13079 14216 38276
6025 9273 36410
15791 14424 7751
6036 3074 27070
10519 11653 27514
18405 12572 37840
3536 17758 11796
4781 1487 3186
9315 15607 28073
9350 10251 9580
88 10978 24821
16709 6601 25768
1755 5827 16066
15227 12943 33890
580 1700 23858
4020 8073 29941
16057 5559 39836
10859 1819 25872
18351 10000 35249
3524 6886 28629
10644 14199 35292
4128 15239 5854
11600 8284 777
5879 6431 38654
9041 4187 293
9526 5448 21421
4755 2621 22572
9904 1018 4042
5142 6643 3454
7180 15616 17092
16850 19363 8137
15255 4036 993
6398 14651 32390
8040 7437 1056
13561 18170 29274
5861 6582 4132
11387 4784 16168
17439 11778 2715
5488 581 6364
5141 16211 9849
15061 12238 19595
16361 10423 38422
6617 7871 18195
17400 11444 28654
13505 2668 27604
9482 11988 28122
13139 6484 4669
19109 8094 19561
3522 16335 29654
19307 3265 18858
15406 4561 22901
10661 13325 12237
18830 14745 25127
9868 9216 5484
2495 631 36759
14253 11830 36297
1912 18103 15617
5001 4606 20541
8798 16452 1938
273 8915 38753
19414 15289 22928
739 12615 798
10865 15579 31665
8986 15368 16244
10419 16310 883
12018 9775 21608
11570 17802 19731
7518 13496 19237
3450 1051 902
12727 18358 25687
7276 1944 20755
15116 11334 15246
17837 14926 35900
57 19924 32253
1255 9152 32014
18399 3487 22444
14128 6014 16813
17615 2139 15350
10299 13024 34686
16202 9919 25781
10783 1843 18052
11285 13934 16180
6632 16598 25222
245 2995 19666
16218 3830 39117
18427 13068 9179
6659 19352 6928
3751 16194 24095
3384 4785 39490
12353 8972 33602
13868 17159 23541
95 3245 36551
16441 17399 2015
13472 8530 26093
8792 15216 1285
11926 7508 4453
4272 2007 10722
756 16624 22873
698 3978 15309
16838 13857 17756
17312 18584 26270
15366 14261 21406
547 3184 3049
17684 17726 19906
12024 16183 12537
7442 8383 20796
11699 17544 15785
7897 13807 4265
17273 2321 19034
18645 11829 11988
19507 2284 31854
602 4709 5871
1794 15106 4307
8966 10980 38861
19635 2117 33245
963 12013 8133
12802 1855 38055
2071 17249 3020
7415 10682 38314
11580 4803 8441
12479 10623 2705
19335 18449 8133
19089 220 27797
16817 12470 17825
3368 9148 34129
3490 12239 7026
17862 1139 13017
16205 3551 18284
14394 9854 22971
17825 9571 34460
8730 19980 13440
6284 707 19227
18643 7924 29845
6191 19451 10961
9563 6830 29530
4300 11868 16108
14562 459 3466
174 15472 3744
12923 13002 9791
1485 5679 7045
10677 10776 16382
19685 13264 17971
16439 13499 36681
3878 9819 652
73 9820 22315
17069 13462 27930
13799 6527 30011
19629 454 12933
10372 6173 16345
6553 10797 19697
12179 1067 7601
8935 14443 2400
12305 12524 18529
13434 10383 23607
3890 2246 28506
1667 19476 37518
15097 6794 2570
2248 15377 36190
2451 19860 15189
9418 4938 14408
1972 16044 38983
2835 17346 22701
10096 10380 11783
11510 12276 3601
15320 8989 8343
15097 18753 34433
13460 16770 14660
7772 1828 28548
1285 7782 36591
9893 14887 11863
1877 6169 264
5096 18849 23500
14875 7178 14269
14697 13604 15491
17248 18550 16088
6712 14632 35519
13779 7256 25826
16973 8573 23002
11234 10443 22959
3901 4846 18538
15557 15436 2987
17423 18723 14922
368 1728 26948
8208 19224 27676
6167 9910 33012
14076 19583 30639
3781 10511 35178
11531 8656 19685
11792 4060 18765
7310 13675 33702
3181 19237 1330
17570 12684 15109
7850 13547 14687
1704 2054 36143
752 5035 11471
428 570 21898
10986 15962 34192
10362 19065 32023
18525 14176 33976
9783 6238 23743
4951 6084 167
16812 18748 30244
4746 7798 32624
8284 6641 28189
9665 13019 3858
4061 15343 36244
1650 7121 5650
17169 15499 39913
259 11578 26054
18497 8823 2851
1964 14256 19726
16548 19029 36018
1673 18889 5197
16691 11859 20924
6884 13554 28359
8133 7422 17173
17795 9234 28605
2826 6740 26760
6481 6691 29743
18639 15614 22830
9228 3958 33523
8012 14594 13215
6646 18984 13636
4842 11931 34820
3952 6629 14078
12853 19241 20923
8774 10587 33496
7458 13322 4859
15578 3890 33797
5150 5610 9126
13295 18622 36821
1250 3767 39638
1338 19387 31928
7776 5785 38651
18056 2670 39637
11451 18937 39730
12511 9574 3599
15412 11052 24788
4324 1915 27943
15824 13604 22266
1225 12694 36550
5278 9248 3335
918 3089 4946
19059 856 39260
10419 19895 37392
14282 19922 36016
14325 2128 30144
6321 9900 25114
12757 7773 2158
4251 8970 38297
12306 17868 28934
16586 5203 39470
3779 10059 94
11714 7656 21000
13008 1872 3754
6897 16109 35226
19846 12206 18930
15673 6754 1079
14570 18201 6625
13820 1461 22699
1424 485 22639
1610 12411 12291
2741 15918 2304
8964 13332 14958
