25000 10880
7917 2803 2636
8722 12592 4667
19551 6260 30906
2637 19702 36800
10277 17013 11473
24879 4517 20376
15786 18487 15314
11185 5781 25544
1022 22862 11198
2662 21674 43920
4175 19391 30300
12384 7241 4103
2440 1448 1864
22965 15486 49687
22020 1564 42357
7380 895 23126
9879 10574 2900
10827 18262 25524
13463 11577 23536
18802 19445 19172
6042 5401 32606
7953 24067 18909
2299 11922 5623
11836 15219 31109
17458 13880 9304
22609 1535 23386
4160 13397 28878
5869 8566 1770
10852 19028 15431
19410 11773 543
19376 4327 39011
7321 2956 19014
20692 915 41302
22104 8305 4917
12986 20743 22068
3911 1868 49748
21574 511 43259
5864 5875 7568
5347 13543 45975
7216 22100 21648
851 17059 3535
734 4854 15408
24011 14045 17782
7182 13234 49504
23799 9857 4159
13822 1423 6176
20803 20960 8584
10705 17297 37752
12122 14413 40283
17514 4415 34716
8736 15805 2811
8238 16225 20435
590 5624 32556
16713 22020 41419
10665 23439 49665
11327 16264 1490
23912 6492 18114
13637 24690 7370
5375 3711 25966
13233 723 37035
22109 19 40085
5466 12102 9246
12859 12377 24942
1391 10599 26237
7369 22403 40145
20081 6712 31129
11617 18105 2125
19628 1094 5120
10837 15053 20277
12160 23920 6236
20568 9558 14932
1195 15299 32055
8066 2183 35674
19395 4402 17613
14243 1173 22258
11111 1782 42333
1921 12757 48726
16293 353 49838
21926 9830 2963
14988 23713 15282
17004 17070 31260
19279 20269 7656
20713 15027 37702
19945 6761 10507
8225 377 18994
10969 18512 44126
7082 4504 33127
10598 16170 45479
14072 15852 32577
450 16103 41743
616 16676 42645
12413 4772 46587
23256 19713 5221
19431 301 28422
3477 947 37353
11433 19308 24526
21999 24766 38972
5500 14833 4477
13526 12700 4188
24025 11434 31025
16043 2312 6683
15903 13936 35516
24595 902 44686
10030 13082 45724
19168 24801 10547
18089 18549 28837
2526 8175 25407
2447 13960 26327
16708 11571 13717
5079 12802 36505
9532 12792 30029
7636 14526 22379
2644 2148 22677
23607 19228 28755
621 14229 41539
23456 19279 5914
21904 23220 47958
2638 21203 40341
4192 18879 31302
1968 20234 49482
13840 11708 47144
24204 16609 46665
23913 8513 38149
14614 21516 28999
3880 3321 4411
2250 21272 42350
3311 24347 29760
16886 5937 27530
4266 9089 45243
5476 15050 32314
24478 3882 27193
2077 21329 42929
10216 16322 25234
17021 22104 25018
18036 11629 43961
16642 15785 21553
24456 8207 33134
10815 23639 36620
4372 10869 23533
18483 9232 38519
21528 3647 21190
14154 12030 294
21829 14451 47443
1518 18108 46930
14013 620 48196
12259 14187 11180
3461 13491 18966
6169 15725 41296
20199 22921 43228
12749 14385 7081
22517 18730 17986
3966 14104 49981
8011 19033 9790
6554 24341 19901
17088 14642 21835
18061 10252 44262
11465 20480 6355
22143 23383 4874
11582 11247 7319
24306 8677 367
3285 5180 41142
18971 6533 22000
22750 2714 45062
18651 2875 2001
1511 1635 13466
6682 12531 24350
11176 225 22991
11403 23514 8448
881 14898 30528
20094 6285 19359
16536 9618 8084
10673 7706 18735
7202 4043 13023
12585 4252 49232
2825 18288 37331
2424 22841 28425
21183 14241 3861
20527 15060 42590
18781 12877 42890
6528 20454 11361
21084 18587 49129
13519 21233 6564
17550 8726 32195
4414 3257 7363
22431 12095 16088
17484 13383 38611
12084 12472 33733
7591 3323 19729
8634 4062 5374
3264 18347 80
18692 7059 27050
18954 18848 30324
4686 1397 5600
14940 6448 25352
1939 876 42868
1759 1680 34980
8069 24609 21941
11537 7043 38995
22355 19791 28786
11586 13693 30407
4195 19720 14813
3054 14745 18909
2926 5166 2280
2265 4574 5821
19814 7704 12177
24069 13998 37550
1099 3155 30448
3842 15048 40276
21303 11068 48616
15010 2207 660
18523 24624 12949
5174 21837 22398
14856 19940 34751
9854 15564 39656
9790 11518 49703
17480 15325 276
3332 16580 46033
22198 9863 27144
9565 10696 2884
17272 10710 14105
22939 22958 5173
17338 1622 48403
1130 20498 7637
11397 1203 32063
21408 20985 28867
1097 17393 17084
16497 19171 1036
2882 13995 2815
22918 24822 43959
13143 16687 2992
8627 17745 14237
22855 3856 44403
7099 7124 24688
16387 24917 4400
4736 10573 26436
16928 17153 37406
8464 864 41260
16066 2396 31469
23637 2719 43532
2536 6475 3979
23868 3785 37839
10002 4838 38870
