16500 9347
1092 1867 19301
10341 853 24850
1765 16227 14756
15011 1084 8046
7000 5732 4405
1564 10339 30121
3244 6804 31500
10686 419 24125
16077 10727 20921
6222 8419 15591
11849 2184 3632
13088 9344 3953
16490 13578 18747
4746 14068 14012
10352 13505 19585
1062 9369 1873
1522 5277 98
13306 7285 26956
946 6457 25128
1121 281 14119
14025 13006 31970
2347 3389 10930
6107 6055 6469
9444 1595 25257
15348 1022 31260
12022 4842 21895
8103 445 31856
10407 5035 9319
15914 10669 13639
4412 3755 13518
10828 14075 13960
5493 12527 9628
6797 1125 19400
10482 4356 25831
6673 10416 12010
8261 2077 26963
2794 1175 13636
9627 8834 12798
2055 2770 14446
7653 9045 17977
10371 15269 15621
11336 11123 20421
6673 9892 22037
2531 14143 2887
9243 1560 11648
13668 10320 5514
5788 11981 14820
5199 3333 24297
9656 14900 3908
1154 9259 3099
5124 7596 15904
1822 15202 21045
15287 3393 6920
3580 397 24076
12506 9763 27052
14372 4576 10934
951 9779 7417
1000 4555 9309
3220 10704 21207
7358 14328 28421
4480 6280 8105
2989 16127 11126
10992 9583 9985
5902 12482 12078
7233 1464 6418
4836 16052 12435
6880 4539 4067
12007 4734 26091
12182 3786 9721
2811 2875 28893
13250 12629 17802
11390 9926 2116
11610 4466 8804
3351 15731 28265
14131 11640 20190
6835 4624 6598
1412 11343 24061
12041 5459 27639
4257 12609 5542
2735 4685 9460
1319 7934 11172
3848 15534 22237
5278 93 7934
1538 7128 16786
7600 498 12803
11192 7605 28372
5024 8750 8107
6588 16211 26382
3444 6936 13622
3603 6496 3273
8966 5650 23622
968 11688 13973
14557 14616 11499
6778 3243 25422
13729 3637 16738
10875 2639 4340
2191 9013 32044
844 7856 10795
3231 6231 12811
11342 839 14114
11982 11461 9144
3517 10086 10362
12172 6423 13658
835 8060 20947
10851 2983 18437
12307 7829 32976
11477 1608 8302
5209 4151 8903
6897 14211 17573
2000 9183 30128
5537 7471 15576
14295 11933 21665
5807 7890 26804
6697 7903 5585
7698 6488 425
14318 10102 15791
8224 2713 14748
11728 10874 20900
2480 3732 31041
6665 6738 32052
3258 4015 10343
12793 16295 28776
8427 10036 10863
5198 1081 7238
5865 11834 3947
8464 3925 7279
8215 9802 18464
13663 6663 8013
14492 2767 4119
11111 11182 2480
11161 10612 25077
665 9107 5298
7910 5144 24521
13451 1545 22811
8365 2202 11178
3084 11701 7337
9889 6838 24495
940 1218 11725
9785 8812 22678
4506 705 23189
13825 12844 9224
16040 13661 28659
2284 9729 19068
12215 14429 6821
9202 16478 1837
