21500 20919
17790 2080 25818
18311 18545 9190
6821 17741 22151
9651 21345 35401
7468 17169 34831
10990 18501 4354
15117 13275 22648
20391 10531 3467
18756 10923 3400
816 17826 1927
14448 10716 2291
11468 16979 2471
3135 18099 21228
6094 17318 28520
14263 2106 22133
11663 8820 29302
8601 19503 32404
2778 6258 34837
465 17035 42372
19359 4304 14227
20514 12877 14944
1877 3224 29707
13821 18051 30156
15589 19182 27788
4914 941 12361
3203 4513 4328
8470 14343 1893
17689 19713 26795
21150 573 5343
2493 17421 7877
1051 9912 15580
5065 12301 15351
19889 2601 13811
21173 72 42978
394 13226 32365
19020 6653 7490
13795 14265 15967
180 8366 39371
5627 8553 21573
8744 18243 42879
12876 21397 15146
3210 6613 42261
20253 18430 22513
16762 16199 7694
18378 2576 27470
13810 3711 30198
648 6235 12352
16987 6736 3777
14772 18237 25692
3401 9256 17829
4199 20668 31364
3756 2804 14917
2794 15203 37699
10705 11361 12617
9552 16155 21171
1014 4963 23307
17403 12511 30543
4922 20813 31603
317 13107 15498
20603 10760 14149
18911 6180 28424
16687 11658 33183
19153 19554 15006
13206 21124 3164
1903 13918 30349
2134 14382 39205
3887 661 30509
11951 7437 22237
1546 20125 229
9667 10184 23162
11003 6352 34652
8011 8858 27006
12692 15688 9526
9363 3062 17779
17582 2954 33243
3327 14088 9029
11293 9923 16197
20434 10586 37895
16549 14958 40823
11242 21248 15121
13724 17576 5207
20410 10483 29218
19228 3210 15956
19792 10372 28159
10045 5702 31244
15239 5284 324
16127 19675 15945
10051 8693 12783
14382 16650 13605
14157 12894 35301
5163 2182 21216
4801 7346 32409
20486 18827 37613
16032 2750 26010
17793 9874 21672
15475 18349 24229
6134 1902 37495
6010 12245 8308
2715 3147 28024
13266 20436 12168
9611 20642 30045
6131 18950 16477
10484 11370 26440
10942 10902 13481
6473 3568 17387
4079 139 4893
17096 8535 1378
1377 18406 6520
8663 19017 20143
5320 15092 4434
434 18169 17896
16267 18551 27456
11829 13699 10331
16404 20765 18540
6860 2249 39018
20858 18277 41885
5457 3987 35905
11723 9339 20833
9099 7223 634
3454 3874 41940
4352 988 33089
13384 5892 37859
2903 15339 27006
5585 553 41674
9744 14131 29239
17395 11603 8075
17014 14123 3368
2414 20069 5726
12030 14498 7676
9279 16507 15458
8952 21336 35985
5403 11000 25804
720 16552 11875
14609 8583 15422
3804 9808 18637
4923 1295 800
7545 9834 16768
13682 3105 13855
14231 14104 6318
143 9823 16544
13558 16568 2166
21406 14363 30868
9793 10449 12266
4302 12012 237
5272 17420 7315
15839 14008 24587
8313 2637 12470
6922 1931 2393
5858 11080 3029
14862 2952 36541
20450 17285 12248
8587 14965 30519
7561 9108 42851
5843 7309 17312
14311 16943 40837
17194 10923 6454
6540 15748 5728
12300 15447 24461
16181 8955 32080
1684 11639 28544
6795 15161 17267
4049 5228 9665
2031 15007 36868
14868 14549 29215
16814 13225 21428
12164 19984 26697
20632 20743 42538
16573 13197 27555
8845 13002 41179
14007 8952 10690
19976 17077 22032
11707 4709 24221
20459 17091 7838
12418 9193 13947
7311 1653 24051
17479 20865 13149
12356 20177 13192
2475 11580 25173
14090 2906 12130
8392 8655 2096
7588 3513 12244
11032 17762 26392
379 17285 22018
3946 10742 1082
8894 5374 42243
15490 1271 14889
13266 10384 32122
3870 19090 34059
16457 19856 40727
7880 8204 775
16628 2676 37506
7101 13839 18886
444 4532 21448
6580 5381 14116
19911 10839 9336
10739 9270 19550
1613 20305 9334
5905 1494 28199
817 4427 3751
10173 15630 6893
20043 20311 36464
191 13523 42188
13551 19281 28414
16018 2121 28187
618 16157 17252
16147 21216 11131
7027 18680 18688
19606 17677 37110
18690 1938 485
16184 7616 31461
10556 20520 41879
12161 13888 42508
16533 9203 41998
1218 1099 27595
2062 1821 27625
11811 132 5503
12825 14513 42281
8435 15824 36969
12120 20964 1472
7060 4167 39232
17320 19754 9347
3350 12209 7771
9485 4766 4726
18498 18883 5478
12749 439 2317
2247 14957 35755
16009 15960 32396
19987 2360 39539
6805 19055 22621
12432 14193 5101
4766 9716 20089
11200 5707 4886
4850 6338 36428
15889 20308 4156
5808 12542 42846
14085 2869 9498
12496 16810 24371
3110 7407 17123
14082 11770 12803
434 7814 22016
4279 5758 33113
8808 1660 27342
5782 15580 30232
2371 3600 33245
5862 20678 34044
12835 7329 37698
916 7190 1715
6255 18720 9174
6774 19823 28133
19825 8725 40811
9898 8037 39102
6177 19091 1091
7541 16727 3566
1561 19250 36753
12568 7441 7207
5849 3996 22762
14692 20158 32704
5500 8690 19849
2106 17073 25079
14062 18495 186
20949 18574 2261
20790 7597 14776
2327 13897 6842
10167 11119 41714
16045 5784 27109
2522 11373 38304
15282 2794 1537
17587 3478 32051
13804 4863 21672
19520 4616 22093
11957 1517 19059
1985 4361 42513
14616 19758 636
19888 2910 14495
17739 3635 8826
5515 7409 24994
20064 18658 41362
4880 19501 21114
19918 14762 5256
12514 3886 14929
6659 14013 9853
8291 2604 26724
13545 15115 39566
13019 3256 5623
13986 10915 19070
60 2282 14916
17771 20795 26180
12384 5723 763
4886 10862 15812
1367 11909 8061
7657 10052 17987
1420 11512 22917
3969 17345 25863
8472 5623 22706
107 814 19004
18094 1480 26405
3483 1162 36640
2629 16159 34234
10982 1814 27768
13844 15553 39661
14628 7847 28999
2008 5812 40150
14146 10040 40642
3563 17279 22458
5531 392 24186
4430 3620 12453
6069 11580 2339
8018 11933 6472
17602 4918 34298
11513 11067 6625
13604 3334 23999
17770 11926 30796
35 8479 12293
11497 16485 5335
11634 8267 24867
294 16736 9071
3350 15817 22212
368 6947 13483
2901 4685 35094
19829 6847 23809
20147 18607 36069
8745 13418 35346
16248 6776 13129
10406 14412 13124
13671 20947 7775
3355 11215 4036
4066 1173 24396
17263 7708 11004
9871 7903 3320
21301 6589 20780
17505 16086 37135
13267 12368 26700
12016 2927 23400
16624 15270 3333
1449 18693 2792
21451 5444 33748
9820 18779 13622
11913 14309 36905
10134 6922 1532
8726 14601 26131
5058 17744 28511
12438 20554 2936
16242 19166 3003
14611 16422 24261
460 1429 23814
761 5042 3968
14433 10831 26947
7038 9145 23277
2990 1923 20813
2216 17555 17135
5319 524 32593
10555 8110 32419
12474 11124 12866
12374 7106 25814
11221 10110 29009
2363 9297 11500
4591 16644 3135
11442 14793 8820
19115 19152 34201
3569 19275 2848
7711 4785 38389
20029 1499 32017
10340 1292 6556
15108 10765 11572
17931 15240 14641
768 7732 8986
10806 4257 35943
1216 7531 35291
5165 11017 1542
6650 11356 27955
16722 19322 4483
16022 12266 38946
12191 3351 17001
16263 8891 37201
20721 18384 4722
2048 8190 30988
8338 6249 19310
13227 3325 32893
16453 15120 3065
1155 7637 15660
10426 6699 18155
20559 12557 24452
20269 3551 12889
10093 3349 31362
17034 2311 17895
3184 15950 12897
13608 14382 38581
17888 17723 42562
10452 12218 26409
5142 1842 37573
19143 9038 25175
8136 2092 41422
356 12507 30893
9591 16549 11633
14570 14891 35757
4172 541 9652
2107 13243 7827
19925 17455 10329
2469 20392 8337
20293 8377 19504
7095 17778 30953
3873 18036 9514
18276 19568 11702
16148 7930 11626
4610 20298 37135
6923 3838 11852
4068 12320 20724
9473 4962 39716
7053 18278 6102
21471 20208 12912
13172 12956 27108
20184 8339 9808
18913 5710 12417
17618 13454 3363
18760 17644 12983
3164 14650 38005
21039 9744 4414
14042 15182 18527
3080 20663 79
1916 6328 33317
20386 17177 30295
16975 11733 25700
1005 15756 18391
8239 16431 42155
8703 7612 5497
4941 16624 42498
16817 12687 4903
1109 859 6130
11506 12680 18685
20454 17184 703
18885 4577 24762
16201 20876 11949
9306 15119 28123
17590 12474 24554
15179 21302 23567
17200 17991 8072
4433 17430 24690
17544 13241 39318
5869 17071 40134
18950 890 9563
7429 18619 7513
2201 8523 42753
21363 12828 41750
1185 20223 10888
11136 14023 29266
5929 3210 36867
21300 4179 4491
6323 11259 25599
10096 17094 33985
18926 9576 39414
12572 5966 15627
4773 5195 38052
9365 11640 21700
4876 2666 29356
1067 9899 18255
4167 11200 39573
12616 8626 37318
4851 14177 34575
11802 5280 36689
5215 16294 27079
12666 1493 28383
4043 21320 36270
7826 6572 42672
8605 11536 19933
11736 14025 29227
4115 19646 24911
13794 12245 27183
17529 12651 23251
12633 3459 3774
10971 17943 34033
5998 20033 7063
19667 5792 32058
6009 11917 26862
8933 2210 10532
17667 10530 5327
2057 8973 11325
13000 13369 22794
2274 18685 6645
11672 20492 37708
4278 6717 12959
14672 5404 24522
1223 6808 18309
9080 11739 7869
17843 14336 38935
19260 16898 30549
14433 13394 6719
14209 1183 15837
20563 3600 42591
21486 19595 22361
13800 19868 7658
4933 8990 38864
6811 18069 7222
12103 3859 17708
12479 20560 9394
20634 13337 13231
2837 3613 37951
8835 7777 14659
16802 11274 18191
508 20195 17275
6825 6311 42876
20332 11187 35147
12582 20055 18542
11789 14195 34942
7238 3488 14762
20909 18362 36116
11122 5336 1238
2296 14604 37868
11796 3532 4646
21044 9539 42148
21496 8507 34472
6197 15410 36748
14522 8232 33058
1955 16577 17449
3324 12946 20475
10155 12416 23577
1120 5921 2584
8521 9670 24015
4719 6306 19722
11421 14466 41767
662 6775 15899
10040 16585 42893
20672 13746 20912
13396 5039 127
10684 14805 31620
9468 13491 33104
13980 10802 37754
17497 16131 20291
9807 4977 36054
21465 21125 1762
14992 9334 11925
20181 4322 2763
5025 1480 34116
4632 13229 26336
1060 4348 30530
15688 20780 16295
13179 16255 37237
613 14256 17904
3084 4276 26372
20752 8946 31565
1834 18917 38506
10531 7366 23713
12915 3279 20497
17513 8219 18847
983 21174 26932
12899 635 831
11791 6428 6172
6934 16803 22456
15361 8514 30311
19330 11790 22377
4938 18210 14174
5899 11777 6690
6539 997 29658
15924 19322 30237
14382 7517 31220
13836 15570 36405
8760 21118 14165
3186 14562 32568
10554 12586 17927
11940 14158 42354
9518 21131 42350
19526 16101 161
20506 3433 41113
4474 17617 225
11383 12183 22113
16860 16450 17260
15978 2420 37075
16688 18522 11593
13206 13307 13057
12373 13385 19744
14610 12403 8061
7360 12658 14225
1917 2387 26219
8088 11950 37470
15147 19433 39876
21424 17084 26418
12170 141 2792
3314 10583 12893
15938 7383 22167
18203 9745 26559
9784 19585 20073
7858 13038 22995
5329 8373 41369
16540 20789 8959
10608 7150 18340
12617 17026 8923
19539 1753 3071
14280 528 12509
11372 19151 10163
14576 7120 12065
13290 18254 34043
6814 5357 29339
5714 13087 25092
17958 20369 41110
11082 19261 27597
19777 7370 26731
5784 3700 32918
9902 297 39465
10209 116 26650
4538 14722 19483
3481 9195 3099
5009 9485 14475
18945 4464 16838
2739 20312 28742
7901 21226 15300
5415 19877 4254
21412 1602 15098
19304 18875 18022
15674 10090 15466
5409 17991 32816
1378 6963 35654
19894 894 39278
5673 11952 38633
693 6334 33020
15838 15 19242
9166 9089 13679
14998 8736 34240
7004 19651 36871
13139 18507 40377
13281 12144 8636
8612 7385 3184
15995 8621 7245
10012 14282 15589
10525 2723 35176
13159 10378 18585
1111 20652 16314
10680 7401 419
81 18246 18879
8460 8611 39826
12075 3693 6188
20659 12786 25768
19831 18978 8974
20501 13036 16791
7282 16639 34566
9987 15025 36187
15771 20139 42214
8193 10907 34071
17805 9284 28179
2014 2187 28705
13788 9735 34181
12090 11003 14709
10804 7718 22806
6968 16409 42380
6723 15383 27572
11816 9693 7055
20957 16417 28315
11244 9331 29392
1092 5255 10520
14309 974 21305
1013 7152 40016
14713 3903 27098
1401 13381 20516
19527 8823 39729
7468 4537 32040
13479 858 6176
13175 2017 23101
10683 5115 37117
20054 3638 18566
20328 14388 42524
17812 18798 23609
9522 18376 33128
4018 1745 3618
2371 18389 12172
12592 10661 39003
21159 3451 11937
9271 21111 6191
14543 14726 10
12931 4115 30561
14646 20667 6481
1972 14109 33493
11574 4942 6965
19112 14630 30366
5738 20665 27465
5714 13032 8101
528 11273 4124
16072 19818 20760
7624 20334 15382
17235 7205 16565
6979 17279 12730
9425 7570 10281
2389 4789 3626
16964 4060 42701
10944 1476 22941
4951 18476 11923
18998 15230 25272
459 4617 14704
2642 12158 23702
20604 16419 4696
16521 1428 20962
21168 9879 19444
9514 10695 30132
4117 6788 26675
4671 20678 21071
3597 2330 12357
9731 19023 15652
4978 8575 22632
18514 14126 9805
18657 10755 32606
14278 13853 8936
10803 17238 39635
14786 19440 2108
8569 4826 25132
1594 17573 22711
6688 8753 36576
10563 458 9826
18883 21042 39229
13075 1544 41150
10094 2066 36676
20340 7899 21131
14553 20745 35817
16558 2652 39044
2021 5320 25695
2701 15029 6783
15098 2827 25793
16252 424 36534
20617 10099 21023
4807 15565 32758
1124 6491 7935
14160 6241 35795
2546 2949 41658
13830 18704 1574
9853 5356 2985
1138 10366 35661
8375 19649 10732
16210 15754 23061
6938 16406 14602
18992 16493 5735
