4500 3943
1018 3152 6373
3519 3093 7420
700 122 7914
2958 636 5023
1937 44 2228
1258 1641 373
3579 3915 6247
2391 2871 8831
519 4200 8052
1376 3429 6899
335 3439 981
1675 534 7672
290 3982 4393
3862 3235 6960
903 2282 2575
2106 3160 3569
1256 1294 3254
2941 1235 1632
172 1966 8511
3180 3622 6637
3192 3534 4323
879 275 6181
1577 1287 6661
4425 355 8565
2297 3248 7548
491 1860 774
998 2562 4127
2277 1973 5587
218 3236 3664
890 4257 7708
993 363 7501
858 1530 4583
2086 189 3516
2112 1877 3833
2850 2731 8524
2400 2713 4574
458 491 2068
738 4398 2613
3109 2575 1618
1715 4000 7281
1705 2560 1470
2847 3790 4280
3701 121 6409
2776 44 8362
4436 3736 3826
2289 2230 7103
2764 2513 2765
3288 3034 4764
2552 3652 3496
961 2323 3954
3825 3005 1803
1850 1168 3353
3191 3561 1763
2127 1868 4944
800 1649 6332
215 758 2323
452 3211 5282
1762 932 8613
3571 1059 4870
3387 1834 1971
282 415 5368
4405 1962 6164
2731 710 513
4487 2210 1243
3608 2840 5716
2034 1193 4588
1047 393 6603
1326 2057 6509
2535 451 3859
3650 3225 5830
3537 267 5816
1642 319 4022
3719 1937 5620
985 1180 5591
2220 479 5449
2628 823 7532
2670 1625 850
2005 3143 5710
1790 4497 7771
4468 1615 2594
53 3303 7722
1663 959 4366
3283 127 3622
1456 100 6236
4307 2026 3121
3437 2379 5482
3644 985 354
3239 3565 8064
1284 576 4208
2353 1053 6951
3585 3437 5452
408 2160 7641
1842 847 5891
2924 2183 8755
4176 1541 6622
2591 63 8123
2114 4113 4623
2576 2488 6299
372 1018 3449
1020 3102 7950
563 3855 162
1507 1861 5250
2627 3007 7191
3760 2097 7746
3084 1887 4088
4095 2267 231
2381 3043 2962
697 4294 2075
4025 1139 2331
1029 221 373
3717 1552 7999
2732 1628 2661
3891 3181 1358
1936 2771 3663
2677 3239 8657
649 1097 5801
715 2215 4651
434 2755 4920
3182 3918 1227
2938 3817 6020
2983 1593 2494
4493 2422 8498
979 3655 7326
1716 3750 2847
3519 3203 5075
2407 1585 8954
1436 3270 5827
846 3318 6900
3188 3306 45
1878 4266 222
897 654 8554
765 2146 1986
1216 3961 7302
2265 1294 1733
2275 4212 296
