3500 308
3496 3126 3441
1005 2501 1086
1216 588 4397
1254 2847 2108
386 1577 3107
148 563 5964
2217 1717 6296
439 534 3122
3099 2971 2591
558 3240 1489
1372 1198 5311
1931 1817 4002
3003 738 4703
693 3304 3604
1816 1223 3514
1057 3021 2233
1821 1106 2582
671 1492 3572
10 822 1616
2076 825 1620
1281 852 2743
1938 20 6017
1965 1784 1650
3137 1944 2735
3177 111 4458
2048 3394 5594
2751 1804 4756
1936 2691 5867
2437 2185 4618
3494 1527 1233
1153 1701 3012
3192 2866 2675
3108 292 5891
2195 84 3646
1112 1981 3537
1475 260 4402
3170 1743 6514
1356 2997 4450
352 3018 1947
262 1934 2507
1374 2376 3295
487 154 5491
204 1424 6975
33 1053 1539
836 126 4577
3420 2775 6721
269 1415 331
3042 2724 6355
19 2632 432
712 3156 4242
2842 511 5492
1159 2968 4940
388 277 2140
1088 3154 5475
2746 2431 6156
267 3369 116
772 1461 3300
2972 718 1258
657 3461 3680
97 14 4225
1357 2262 2698
1404 1240 2336
3361 3026 5901
2549 3149 968
822 615 2760
2878 2586 2490
2509 1656 3703
330 1330 6872
875 3018 6966
1054 903 6426
2688 236 1134
415 837 1952
1183 1552 2532
708 1731 5233
1960 131 991
2080 1179 4986
457 1240 79
3499 1073 6781
372 788 3460
2268 2961 344
660 2095 1970
595 557 708
2223 2914 1057
2145 2788 1110
3241 1390 3061
1294 198 6891
7 3288 1373
24 1050 4683
2592 3297 2586
1619 2303 2842
3488 2778 4838
2490 3404 3005
1363 722 1218
3344 1576 5474
1664 2184 1588
2511 407 6090
2459 1643 20
2523 2875 1879
152 617 438
2729 749 5431
3231 1787 5489
771 2784 3665
1433 840 5295
2844 1677 1147
1011 1315 1590
998 1883 263
1647 883 2887
58 371 4676
3485 1273 742
1556 906 4819
2246 2655 527
2613 2018 3632
480 984 6089
3120 2391 6237
2699 785 1948
915 3066 3123
350 1549 6661
3238 2239 3537
450 3174 5736
872 609 5054
2714 3253 4916
1293 1671 1954
1169 1540 1683
999 37 5575
358 1987 4444
1155 2014 1164
1873 1430 6121
2802 519 4134
362 341 3889
1068 2035 6908
1411 1783 131
959 2418 2702
922 2948 4533
1707 3195 648
582 672 6982
231 1266 5293
1099 27 5860
1311 156 3535
3151 1299 1212
1649 151 4643
2180 2339 5374
159 2118 1782
2595 829 5481
113 594 5364
1315 2633 1694
2416 193 4548
1583 3030 3627
52 2991 5670
480 1995 2024
731 323 2116
2362 136 2211
635 1973 4984
2717 1744 6265
2773 495 3768
668 234 433
509 3277 5751
3140 297 3697
2224 2211 4777
699 3377 3639
1645 2194 3363
3327 2819 1126
2370 3180 3562
2466 3292 5397
2487 1712 2308
2101 121 4816
3162 1272 4256
46 2074 3647
634 2477 4232
382 1989 5628
2857 571 2430
2975 2256 648
40 2345 1508
1492 1281 1925
1240 602 3976
88 1488 1126
2613 1976 5738
2476 2635 3726
2965 3100 5775
428 1303 6542
1449 1843 4171
749 1346 2945
2159 762 3632
346 2198 4103
2083 3074 1581
1598 3490 1701
955 2494 6157
1423 56 5985
3489 1428 1331
111 889 6189
380 1479 354
3020 566 6446
1724 774 3929
2806 3481 1413
3378 1939 5647
3262 1523 820
187 302 1249
3322 1513 5218
600 2551 1891
887 1515 4602
989 1484 407
966 2255 1205
1392 2661 6479
433 2077 1566
542 2671 5025
2747 1037 2094
1218 3061 534
121 2644 5201
2428 3296 1420
1180 2682 3604
1905 3297 10
2331 3191 4603
968 3244 157
1269 285 4648
2040 203 6718
1476 1365 1275
1626 114 6172
3498 388 1934
1107 191 6929
1349 1736 2359
2909 2914 5794
15 2190 6156
2874 2085 5050
